customer_id,segment_key,risk_key,monthly_income,annual_income,total_monthly_expense,housing_expense,food_expense,transportation_expense,healthcare_expense,entertainment_expense,utilities_expense,other_expense,disposable_income,expense_to_income_ratio,monthly_savings,savings_balance,savings_rate,emergency_fund_status,net_savings_capacity,savings_behavior_tier,credit_card_debt,personal_loan,education_loan,vehicle_loan,mortgage,total_debt,debt_to_income_ratio,credit_score,payment_behavior,missed_payments,credit_utilization,credit_risk_category,debt_risk_tier,total_transactions,total_transaction_amount,avg_transaction_amount,total_products,active_products,r_score,f_score,m_score,rfm_score_code,rfm_composite_score,rfm_segment,financial_health_score
CUST-12296,SEG_SAVERS,RISK_LOW_RISK_LOW_RISK,5324.87,63898.44,3389.04,1171.25,735.23,434.59,300.26,239.25,278.09,230.37,1935.83,0.6365,1127.35,74296.54,0.2117,Fully Funded,808.48,Excellent Saver,3838.2,9071.03,0.0,0.0,0.0,12909.23,0.0291,756,On-Time,0,0.2,Low Risk,Low Risk,6,2989.88,498.31,1,1,3,4,4,344,3.67,Loyal Customers,95.0
CUST-08879,SEG_EMERGING,RISK_MEDIUM_RISK_HIGH_RISK,3759.01,45108.12,2864.87,1223.8,507.74,343.97,124.89,291.6,213.5,159.37,894.14,0.7621,560.53,19729.11,0.1491,Fully Funded,333.61,Moderate Saver,5847.03,0.0,0.0,29301.93,0.0,35148.96,0.1122,719,On-Time,2,0.32,Medium Risk,High Risk,6,3874.45,645.74,4,3,3,4,5,345,4.0,Loyal Customers,73.61
CUST-03306,SEG_EMERGING,RISK_HIGH_RISK_HIGH_RISK,4068.4,48820.8,3148.6,1143.42,547.79,365.55,153.68,419.2,284.4,234.56,919.8,0.7739,442.39,17978.12,0.1087,Partially Funded,477.41,Moderate Saver,435.02,0.0,0.0,0.0,0.0,435.02,0.0013,663,Frequently Late,1,0.76,High Risk,High Risk,6,4096.75,682.79,2,1,3,4,5,345,4.0,Loyal Customers,72.77
CUST-00873,SEG_EMERGING,RISK_LOW_RISK_LOW_RISK,4964.95,59579.4,3750.77,1658.75,748.77,356.25,176.77,414.82,286.32,109.09,1214.18,0.7554,903.04,31617.76,0.1819,Fully Funded,311.14,Healthy Saver,5533.81,1971.19,0.0,0.0,0.0,7505.0,0.0181,756,On-Time,0,0.13,Low Risk,Low Risk,7,1394.61,199.23,2,1,3,4,3,343,3.33,Loyal Customers,92.56
CUST-10008,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,6645.25,79743.0,4792.31,1803.55,1069.6,465.69,385.47,406.31,382.03,279.66,1852.94,0.7212,958.86,29304.89,0.1443,Fully Funded,894.08,Moderate Saver,12717.06,0.0,0.0,19602.37,0.0,32319.43,0.0584,715,Occasional Late,0,0.27,Medium Risk,Moderate Risk,7,1512.44,216.06,1,1,3,4,3,343,3.33,Loyal Customers,84.05
CUST-09275,SEG_EMERGING,RISK_HIGH_RISK_HIGH_RISK,4482.84,53794.08,3324.5,1028.41,775.54,374.07,237.97,393.51,300.93,214.07,1158.34,0.7416,470.02,19627.8,0.1048,Partially Funded,688.32,Moderate Saver,1388.81,0.0,0.0,0.0,0.0,1388.81,0.0037,652,Frequently Late,2,0.82,High Risk,High Risk,7,2302.09,328.87,1,1,3,5,4,354,4.0,Loyal Customers,66.63
CUST-01751,SEG_DEBT_BURDENED,RISK_MEDIUM_RISK_HIGH_RISK,10141.42,121697.04,6580.82,2186.92,1762.42,725.8,686.89,413.8,550.77,254.22,3560.6,0.6489,2775.21,74411.57,0.2737,Fully Funded,785.39,Excellent Saver,13846.08,0.0,0.0,0.0,256868.92,270715.0,0.3203,696,On-Time,1,0.39,Medium Risk,High Risk,8,2960.47,370.06,1,1,3,5,4,354,4.0,Loyal Customers,79.99
CUST-01714,SEG_SAVERS,RISK_MEDIUM_RISK_HIGH_RISK,3705.72,44468.64,2500.85,930.67,509.7,250.4,186.8,244.58,242.77,135.93,1204.87,0.6749,824.94,38664.98,0.2226,Fully Funded,379.93,Excellent Saver,5741.86,0.0,0.0,0.0,129748.03,135489.89,0.4387,698,On-Time,0,0.46,Medium Risk,High Risk,8,3157.22,394.65,1,1,3,5,5,355,4.33,Loyal Customers,82.12
CUST-00606,SEG_EMERGING,RISK_LOW_RISK_LOW_RISK,5231.35,62776.2,4345.22,2002.73,913.45,408.61,324.85,232.04,304.54,159.0,886.13,0.8306,551.98,43485.96,0.1055,Fully Funded,334.15,Moderate Saver,0.0,5898.39,0.0,0.0,0.0,5898.39,0.0135,750,On-Time,0,0.13,Low Risk,Low Risk,11,3797.03,345.18,1,1,3,5,5,355,4.33,Loyal Customers,80.94
CUST-03409,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,5749.74,68996.88,4159.92,1711.01,749.29,524.61,218.22,390.63,287.7,278.46,1589.82,0.7235,1099.58,28232.84,0.1912,Fully Funded,490.24,Healthy Saver,4897.34,0.0,0.0,0.0,0.0,4897.34,0.0102,716,On-Time,0,0.28,Medium Risk,Moderate Risk,12,5976.72,498.06,2,2,3,5,5,355,4.33,Loyal Customers,92.33
CUST-09763,SEG_DEBT_BURDENED,RISK_HIGH_RISK_CRITICAL_RISK,3702.55,44430.6,3125.53,1450.28,540.51,292.48,132.14,243.36,246.4,220.36,577.02,0.8442,378.92,8639.19,0.1023,Low,198.1,Moderate Saver,4361.57,5955.47,33168.85,0.0,206145.87,249631.76,0.8091,580,Occasional Late,2,0.5,High Risk,Critical Risk,2,123.52,61.76,2,2,3,1,1,311,1.67,Needs Attention,42.84
CUST-00154,SEG_HIGH_SPEND,RISK_MEDIUM_RISK_HIGH_RISK,18493.19,221918.28,14502.5,6971.78,2704.5,1226.88,698.07,958.6,1019.99,922.68,3990.69,0.7842,2543.61,79295.7,0.1375,Partially Funded,1447.08,Moderate Saver,15005.62,0.0,0.0,34241.38,0.0,49247.0,0.032,682,On-Time,1,0.23,Medium Risk,High Risk,2,214.85,107.42,2,2,3,1,1,311,1.67,Needs Attention,77.19
CUST-06665,SEG_EMERGING,RISK_MEDIUM_RISK_LOW_RISK,3997.92,47975.04,3014.29,1252.53,651.25,241.55,159.09,299.13,213.86,196.88,983.63,0.754,828.44,16336.05,0.2072,Partially Funded,155.19,Healthy Saver,0.0,0.0,43614.11,0.0,0.0,43614.11,0.1309,744,Occasional Late,0,0.4,Medium Risk,Low Risk,2,1298.36,649.18,2,1,3,1,2,312,2.0,Needs Attention,91.91
CUST-04781,SEG_CREDIT_RISK,RISK_HIGH_RISK_CRITICAL_RISK,6221.02,74652.24,4625.2,1806.44,890.23,485.81,428.88,548.44,326.44,138.96,1595.82,0.7435,1004.89,56007.95,0.1615,Fully Funded,590.93,Healthy Saver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667,Occasional Late,3,0.8,High Risk,Critical Risk,3,134.36,44.79,1,1,3,1,1,311,1.67,Needs Attention,70.91
CUST-05044,SEG_DEBT_BURDENED,RISK_HIGH_RISK_CRITICAL_RISK,7468.59,89623.08,6848.97,2925.26,1248.23,535.45,500.83,750.39,467.84,420.97,619.62,0.917,320.84,18534.81,0.043,Low,298.78,Low Saver,11779.51,0.0,0.0,0.0,268733.61,280513.12,0.4507,643,Occasional Late,3,0.61,High Risk,Critical Risk,3,392.69,130.9,2,2,3,1,1,311,1.67,Needs Attention,40.77
CUST-14468,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,3761.73,45140.76,2580.46,877.45,586.36,226.28,255.98,247.21,224.84,162.34,1181.27,0.686,562.42,38861.97,0.1495,Fully Funded,618.85,Moderate Saver,587.94,0.0,0.0,0.0,0.0,587.94,0.0019,676,On-Time,0,0.37,Medium Risk,Moderate Risk,3,1484.9,494.97,2,1,3,2,3,323,2.67,Promising,84.47
CUST-12607,SEG_EMERGING,RISK_LOW_RISK_LOW_RISK,3507.76,42093.12,2215.39,853.6,424.8,198.34,128.52,212.55,234.19,163.39,1292.37,0.6316,666.51,31625.01,0.19,Fully Funded,625.86,Healthy Saver,2243.55,0.0,0.0,0.0,0.0,2243.55,0.0077,797,On-Time,0,0.15,Low Risk,Low Risk,3,2305.96,768.65,2,2,3,2,4,324,3.0,Promising,95.9
CUST-13440,SEG_HIGH_SPEND,RISK_HIGH_RISK_HIGH_RISK,9785.93,117431.16,7646.5,3055.94,1308.26,785.33,576.87,898.07,591.32,430.71,2139.43,0.7814,1203.56,132107.38,0.123,Fully Funded,935.87,Moderate Saver,0.0,0.0,0.0,0.0,149395.98,149395.98,0.1832,648,Occasional Late,2,0.53,High Risk,High Risk,4,1471.01,367.75,3,1,3,2,3,323,2.67,Promising,64.69
CUST-06246,SEG_STRONG,RISK_LOW_RISK_LOW_RISK,6099.58,73194.96,4676.61,1930.24,872.25,623.89,384.43,232.57,315.59,317.64,1422.97,0.7667,971.04,44599.64,0.1592,Fully Funded,451.93,Healthy Saver,0.0,0.0,0.0,6940.99,0.0,6940.99,0.0137,760,On-Time,0,0.14,Low Risk,Low Risk,4,1494.5,373.63,2,2,3,2,3,323,2.67,Promising,89.45
CUST-13762,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,6789.53,81474.36,5156.91,2071.92,929.17,415.48,330.53,621.36,445.17,343.28,1632.62,0.7595,727.49,39853.49,0.1071,Fully Funded,905.13,Moderate Saver,11007.56,19856.82,0.0,0.0,0.0,30864.38,0.0546,687,On-Time,0,0.35,Medium Risk,Moderate Risk,4,2316.07,579.02,3,3,3,2,4,324,3.0,Promising,77.29
CUST-04980,SEG_HIGH_SPEND,RISK_MEDIUM_RISK_HIGH_RISK,10147.65,121771.8,8057.26,3461.8,1696.89,989.43,575.25,359.98,498.38,475.53,2090.39,0.794,1397.48,116668.3,0.1377,Fully Funded,692.91,Moderate Saver,2705.45,0.0,0.0,0.0,343254.48,345959.93,0.4091,670,On-Time,2,0.44,Medium Risk,High Risk,4,3838.66,959.66,2,2,3,3,5,335,3.67,Potential Loyalists,62.25
CUST-14011,SEG_HIGH_SPEND,RISK_HIGH_RISK_HIGH_RISK,8604.44,103253.28,7011.67,2696.96,1519.73,855.18,336.29,676.3,448.23,478.98,1592.77,0.8149,930.5,49402.96,0.1081,Fully Funded,662.27,Moderate Saver,557.0,12897.64,0.0,0.0,286307.96,299762.6,0.4181,591,Frequently Late,2,0.57,High Risk,High Risk,5,1325.83,265.17,1,1,3,3,2,332,2.67,Potential Loyalists,53.99
CUST-05376,SEG_EMERGING,RISK_HIGH_RISK_HIGH_RISK,5798.11,69577.32,4838.62,2253.3,831.41,360.95,350.38,532.52,385.41,124.65,959.49,0.8345,665.11,51158.44,0.1147,Fully Funded,294.38,Moderate Saver,5182.41,0.0,0.0,0.0,0.0,5182.41,0.0107,648,Frequently Late,2,0.71,High Risk,High Risk,5,1467.05,293.41,2,2,3,3,3,333,3.0,Potential Loyalists,67.76
CUST-11151,SEG_STRONG,RISK_LOW_RISK_LOW_RISK,12412.63,148951.56,8654.28,2430.82,2093.89,1284.84,728.3,548.6,864.96,702.87,3758.35,0.6972,2025.82,40560.47,0.1632,Partially Funded,1732.53,Healthy Saver,942.35,0.0,0.0,12567.73,0.0,13510.08,0.0131,755,On-Time,0,0.08,Low Risk,Low Risk,6,868.45,144.74,2,2,3,4,2,342,3.0,Potential Loyalists,89.83
CUST-06226,SEG_DEBT_BURDENED,RISK_VERY_HIGH_RISK_CRITICAL_RISK,6135.77,73629.24,4505.08,1928.88,1025.45,492.27,335.93,230.38,327.34,164.83,1630.69,0.7342,654.74,31142.24,0.1067,Fully Funded,975.95,Moderate Saver,6309.29,0.0,0.0,26456.52,294965.78,327731.59,0.641,576,Frequently Late,4,0.8,Very High Risk,Critical Risk,6,2629.57,438.26,2,2,3,4,4,344,3.67,Loyal Customers,37.53
CUST-11309,SEG_EMERGING,RISK_HIGH_RISK_HIGH_RISK,10985.33,131823.96,7439.84,3064.38,1621.28,689.69,353.79,746.68,540.74,423.28,3545.49,0.6773,1678.69,95932.58,0.1528,Fully Funded,1866.8,Healthy Saver,13824.24,0.0,0.0,0.0,0.0,13824.24,0.0151,668,Occasional Late,1,0.79,High Risk,High Risk,6,2729.02,454.84,1,1,3,4,4,344,3.67,Loyal Customers,79.27
CUST-11149,SEG_SAVERS,RISK_MEDIUM_RISK_MODERATE_RISK,2276.43,27317.16,1433.39,543.31,292.15,207.96,73.96,93.75,118.15,104.11,843.04,0.6297,593.56,20071.01,0.2607,Fully Funded,249.48,Excellent Saver,0.0,0.0,0.0,11212.27,0.0,11212.27,0.0591,738,Occasional Late,0,0.26,Medium Risk,Moderate Risk,6,2868.1,478.02,1,1,3,4,4,344,3.67,Loyal Customers,93.43
CUST-05725,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,9793.39,117520.68,7238.09,2586.75,1500.95,625.79,539.43,980.82,644.96,359.39,2555.3,0.7391,1959.24,219741.21,0.2001,Fully Funded,596.06,Excellent Saver,4128.36,0.0,0.0,26462.91,0.0,30591.27,0.0375,728,On-Time,0,0.44,Medium Risk,Moderate Risk,7,1301.95,185.99,1,1,3,4,2,342,3.0,Potential Loyalists,93.52
CUST-14143,SEG_SAVERS,RISK_HIGH_RISK_CRITICAL_RISK,4633.84,55606.08,3161.28,1028.2,639.54,262.7,260.1,462.37,262.12,246.25,1472.56,0.6822,972.92,56616.72,0.21,Fully Funded,499.64,Excellent Saver,6334.46,0.0,0.0,8646.7,172568.23,187549.39,0.4857,631,Occasional Late,3,0.69,High Risk,Critical Risk,7,2735.82,390.83,2,2,3,5,4,354,4.0,Loyal Customers,62.9
CUST-02751,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,3405.62,40867.44,2414.29,804.6,603.22,285.92,146.43,276.67,215.99,81.46,991.33,0.7089,592.57,52246.58,0.174,Fully Funded,398.76,Healthy Saver,1957.35,16233.3,0.0,0.0,0.0,18190.65,0.0641,722,On-Time,0,0.4,Medium Risk,Moderate Risk,7,3064.58,437.8,1,1,3,5,5,355,4.33,Loyal Customers,88.68
CUST-08214,SEG_HIGH_SPEND,RISK_LOW_RISK_LOW_RISK,9877.01,118524.12,7026.89,2379.25,1543.2,649.61,465.53,737.35,679.99,571.96,2850.12,0.7114,1345.55,99140.01,0.1362,Fully Funded,1504.57,Moderate Saver,17735.04,1083.2,0.0,0.0,0.0,18818.24,0.0229,823,On-Time,0,0.06,Low Risk,Low Risk,8,2499.37,312.42,2,2,3,5,4,354,4.0,Loyal Customers,88.63
CUST-00600,SEG_STRONG,RISK_LOW_RISK_HIGH_RISK,10714.45,128573.4,7173.53,2488.1,1387.97,703.14,633.55,1078.96,543.44,338.37,3540.92,0.6695,2292.86,151307.73,0.214,Fully Funded,1248.06,Excellent Saver,16162.97,0.0,0.0,20440.3,0.0,36603.27,0.041,755,On-Time,1,0.22,Low Risk,High Risk,8,5980.39,747.55,1,1,3,5,5,355,4.33,Loyal Customers,89.66
CUST-06374,SEG_EMERGING,RISK_HIGH_RISK_HIGH_RISK,1355.65,16267.8,976.72,332.58,199.75,131.26,79.54,105.84,89.93,37.82,378.93,0.7205,165.28,6595.51,0.1219,Fully Funded,213.65,Moderate Saver,0.0,0.0,10346.14,0.0,0.0,10346.14,0.0916,637,Frequently Late,1,0.73,High Risk,High Risk,9,2479.47,275.5,2,2,3,5,4,354,4.0,Loyal Customers,71.31
CUST-12368,SEG_DEBT_BURDENED,RISK_VERY_HIGH_RISK_CRITICAL_RISK,4062.45,48749.4,2959.35,1064.34,624.4,399.05,255.13,153.64,275.2,187.59,1103.1,0.7285,662.07,14974.88,0.163,Partially Funded,441.03,Healthy Saver,4470.96,0.0,0.0,0.0,263997.46,268468.42,0.793,522,Default Risk,6,0.86,Very High Risk,Critical Risk,2,93.76,46.88,3,2,3,1,1,311,1.67,Needs Attention,39.72
CUST-13724,SEG_STRONG,RISK_LOW_RISK_LOW_RISK,8692.66,104311.92,5964.85,2233.14,1065.41,860.64,450.26,517.48,445.62,392.3,2727.81,0.6862,1866.1,158853.87,0.2147,Fully Funded,861.71,Excellent Saver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756,On-Time,0,0.18,Low Risk,Low Risk,2,119.94,59.97,2,2,3,1,1,311,1.67,Needs Attention,95.73
CUST-04061,SEG_EMERGING,RISK_LOW_RISK_LOW_RISK,4577.63,54931.56,3397.49,1501.23,573.95,316.88,296.01,285.03,324.79,99.6,1180.14,0.7422,806.73,36330.69,0.1762,Fully Funded,373.41,Healthy Saver,1761.27,0.0,0.0,0.0,0.0,1761.27,0.0046,765,On-Time,0,0.1,Low Risk,Low Risk,2,357.17,178.59,2,2,3,1,1,311,1.67,Needs Attention,92.45
CUST-07888,SEG_EMERGING,RISK_MEDIUM_RISK_HIGH_RISK,11771.45,141257.4,8629.19,2737.07,1939.7,829.71,815.96,1157.54,785.58,363.63,3142.26,0.7331,2457.6,121865.02,0.2088,Fully Funded,684.66,Excellent Saver,5837.18,0.0,19064.72,11274.95,0.0,36176.85,0.0369,720,On-Time,1,0.24,Medium Risk,High Risk,3,452.53,150.84,3,3,3,1,1,311,1.67,Needs Attention,88.17
CUST-09759,SEG_LOW_ENGAGED,RISK_MEDIUM_RISK_MODERATE_RISK,5604.53,67254.36,4857.78,2201.79,855.81,342.15,313.08,516.44,393.96,234.55,746.75,0.8668,445.3,12678.48,0.0795,Low,301.45,Moderate Saver,1552.45,0.0,0.0,0.0,0.0,1552.45,0.0033,712,On-Time,0,0.48,Medium Risk,Moderate Risk,3,568.02,189.34,1,1,3,1,1,311,1.67,Needs Attention,75.57
CUST-11142,SEG_EMERGING,RISK_LOW_RISK_LOW_RISK,5005.14,60061.68,4195.42,1938.7,855.4,363.46,263.03,402.84,254.12,117.87,809.72,0.8382,533.27,22654.07,0.1065,Partially Funded,276.45,Moderate Saver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771,On-Time,0,0.21,Low Risk,Low Risk,3,1172.93,390.98,2,2,3,2,2,322,2.33,Needs Attention,82.38
CUST-02687,SEG_SAVERS,RISK_LOW_RISK_LOW_RISK,4633.3,55599.6,3266.46,1444.58,561.96,268.31,219.57,350.03,265.4,156.61,1366.84,0.705,956.16,35170.82,0.2064,Fully Funded,410.68,Excellent Saver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769,On-Time,0,0.05,Low Risk,Low Risk,3,2171.69,723.9,2,2,3,2,4,324,3.0,Promising,96.32
CUST-02076,SEG_STRONG,RISK_LOW_RISK_LOW_RISK,9243.49,110921.88,6235.98,2172.74,1294.57,584.12,525.06,500.61,633.6,525.28,3007.51,0.6746,2029.94,183275.89,0.2196,Fully Funded,977.57,Excellent Saver,2514.47,0.0,0.0,0.0,0.0,2514.47,0.0033,772,On-Time,0,0.22,Low Risk,Low Risk,3,3919.19,1306.4,2,2,3,2,5,325,3.33,Promising,96.37
CUST-05598,SEG_EMERGING,RISK_MEDIUM_RISK_HIGH_RISK,4848.63,58183.56,3567.99,1329.14,813.74,454.42,185.79,339.36,276.09,169.45,1280.64,0.7359,1009.49,18600.3,0.2082,Partially Funded,271.15,Healthy Saver,5713.99,0.0,0.0,32785.93,0.0,38499.92,0.0953,716,On-Time,2,0.22,Medium Risk,High Risk,4,829.55,207.39,3,3,3,2,2,322,2.33,Needs Attention,81.53
CUST-03387,SEG_STRONG,RISK_MEDIUM_RISK_LOW_RISK,10653.26,127839.12,7429.83,2860.21,1592.37,1009.47,368.8,504.09,699.92,394.97,3223.43,0.6974,2527.6,180044.41,0.2373,Fully Funded,695.83,Excellent Saver,7440.29,0.0,0.0,0.0,187228.11,194668.4,0.2193,749,On-Time,0,0.39,Medium Risk,Low Risk,5,1104.77,220.95,1,1,3,3,2,332,2.67,Potential Loyalists,89.93
CUST-12067,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,3781.98,45383.76,2653.54,1031.5,581.82,348.69,216.73,187.76,209.97,77.07,1128.44,0.7016,638.29,39338.91,0.1688,Fully Funded,490.15,Healthy Saver,6775.48,11647.86,0.0,19512.28,0.0,37935.62,0.1204,721,Occasional Late,0,0.47,Medium Risk,Moderate Risk,5,1295.11,259.02,2,2,3,3,2,332,2.67,Potential Loyalists,86.45
CUST-05421,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,3443.45,41321.4,2503.13,1152.49,520.44,244.0,166.1,127.04,175.0,118.06,940.32,0.7269,535.99,14599.82,0.1557,Partially Funded,404.33,Healthy Saver,2955.79,0.0,0.0,0.0,0.0,2955.79,0.0103,719,On-Time,0,0.43,Medium Risk,Moderate Risk,5,1694.49,338.9,1,1,3,3,3,333,3.0,Potential Loyalists,87.14
CUST-11157,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,7396.3,88755.6,5600.74,2700.27,1279.77,534.05,268.69,263.83,375.54,178.59,1795.56,0.7572,902.25,71428.53,0.122,Fully Funded,893.31,Moderate Saver,12281.25,2696.68,0.0,0.0,0.0,14977.93,0.0243,689,On-Time,0,0.34,Medium Risk,Moderate Risk,5,2407.15,481.43,1,1,3,3,4,334,3.33,Potential Loyalists,80.37
CUST-09249,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,2758.87,33106.44,2150.18,1098.53,332.5,243.26,100.39,100.47,150.68,124.35,608.69,0.7794,308.36,29381.46,0.1118,Fully Funded,300.33,Moderate Saver,0.0,0.0,0.0,12632.53,0.0,12632.53,0.0549,689,On-Time,0,0.37,Medium Risk,Moderate Risk,5,3547.94,709.59,4,4,3,3,5,335,3.67,Potential Loyalists,78.08
CUST-13061,SEG_DEBT_BURDENED,RISK_HIGH_RISK_CRITICAL_RISK,4965.93,59591.16,3551.79,1547.23,779.83,481.33,160.18,191.19,291.29,100.74,1414.14,0.7152,991.13,37276.08,0.1996,Fully Funded,423.01,Healthy Saver,8190.5,0.0,0.0,0.0,143117.49,151307.99,0.3656,640,Occasional Late,3,0.71,High Risk,Critical Risk,6,2697.59,449.6,2,2,3,4,4,344,3.67,Loyal Customers,66.25
CUST-05912,SEG_SAVERS,RISK_LOW_RISK_LOW_RISK,1949.6,23395.2,1373.92,371.5,338.47,188.95,109.6,152.96,138.65,73.79,575.68,0.7047,457.26,24091.43,0.2345,Fully Funded,118.42,Excellent Saver,2806.43,0.0,0.0,0.0,0.0,2806.43,0.0173,793,On-Time,0,0.09,Low Risk,Low Risk,6,4075.81,679.3,2,1,3,4,5,345,4.0,Loyal Customers,96.98
CUST-03114,SEG_DEBT_BURDENED,RISK_VERY_HIGH_RISK_CRITICAL_RISK,4508.95,54107.4,3160.7,1363.48,573.25,326.78,168.99,247.91,247.8,232.49,1348.25,0.701,817.32,60472.98,0.1813,Fully Funded,530.93,Healthy Saver,0.0,1688.77,0.0,0.0,272934.11,274622.88,0.7309,559,Default Risk,5,0.75,Very High Risk,Critical Risk,6,4191.1,698.52,1,1,3,4,5,345,4.0,Loyal Customers,45.7
CUST-11980,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,3591.65,43099.8,2648.18,934.32,640.53,349.32,235.31,129.39,206.46,152.85,943.47,0.7373,644.31,47262.65,0.1794,Fully Funded,299.16,Healthy Saver,0.0,22021.72,0.0,0.0,0.0,22021.72,0.0736,738,On-Time,0,0.31,Medium Risk,Moderate Risk,7,1395.49,199.36,2,2,3,4,3,343,3.33,Loyal Customers,89.98
CUST-04554,SEG_SAVERS,RISK_MEDIUM_RISK_MODERATE_RISK,5141.57,61698.84,3265.0,1262.35,628.51,322.87,326.86,336.54,248.98,138.89,1876.57,0.635,1036.94,30521.3,0.2017,Fully Funded,839.63,Excellent Saver,8102.47,0.0,40496.44,0.0,0.0,48598.91,0.1134,707,On-Time,0,0.28,Medium Risk,Moderate Risk,9,3442.49,382.5,1,1,3,5,5,355,4.33,Loyal Customers,90.66
CUST-00623,SEG_EMERGING,RISK_HIGH_RISK_HIGH_RISK,5168.55,62022.6,4425.49,1851.25,693.36,523.86,312.23,452.98,354.77,237.04,743.06,0.8562,475.75,46716.68,0.092,Fully Funded,267.31,Moderate Saver,7546.48,0.0,0.0,0.0,0.0,7546.48,0.0175,653,Occasional Late,1,0.71,High Risk,High Risk,9,5649.24,627.69,3,1,3,5,5,355,4.33,Loyal Customers,69.41
CUST-00324,SEG_EMERGING,RISK_MEDIUM_RISK_HIGH_RISK,4613.59,55363.08,3344.34,1129.05,817.56,263.47,257.81,337.7,325.77,212.98,1269.25,0.7249,655.4,39619.35,0.1421,Fully Funded,613.85,Moderate Saver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696,Occasional Late,2,0.35,Medium Risk,High Risk,10,3333.63,333.36,1,1,3,5,5,355,4.33,Loyal Customers,74.32
CUST-00882,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,3643.86,43726.32,3099.14,1322.98,493.65,211.13,254.47,371.5,244.31,201.1,544.72,0.8505,415.13,12251.96,0.1139,Partially Funded,129.59,Moderate Saver,6881.43,0.0,0.0,20010.22,0.0,26891.65,0.0886,696,Occasional Late,0,0.37,Medium Risk,Moderate Risk,2,630.69,315.35,3,2,3,1,1,311,1.67,Needs Attention,77.87
CUST-01655,SEG_HIGH_SPEND,RISK_HIGH_RISK_HIGH_RISK,9070.02,108840.24,7179.75,2901.61,1585.12,664.04,559.41,774.08,445.44,250.05,1890.27,0.7916,923.84,43894.74,0.1019,Fully Funded,966.43,Moderate Saver,1412.05,0.0,0.0,0.0,0.0,1412.05,0.0019,641,Occasional Late,1,0.51,High Risk,High Risk,3,549.94,183.31,1,1,3,1,1,311,1.67,Needs Attention,70.74
CUST-10303,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,6509.69,78116.28,5464.11,2355.35,953.72,643.19,286.2,661.28,421.69,142.68,1045.58,0.8394,642.11,38057.56,0.0986,Fully Funded,403.47,Moderate Saver,5853.81,0.0,0.0,16467.86,0.0,22321.67,0.0411,694,Occasional Late,0,0.39,Medium Risk,Moderate Risk,3,720.5,240.17,2,2,3,1,1,311,1.67,Needs Attention,76.67
CUST-00963,SEG_DEBT_BURDENED,RISK_MEDIUM_RISK_HIGH_RISK,4723.64,56683.68,3980.33,1652.5,787.97,293.11,314.61,372.73,328.48,230.93,743.31,0.8426,491.75,21992.8,0.1041,Partially Funded,251.56,Moderate Saver,0.0,0.0,0.0,0.0,148221.97,148221.97,0.3765,683,Occasional Late,0,0.29,Medium Risk,High Risk,4,548.84,137.21,1,1,3,2,1,321,2.0,Needs Attention,68.61
CUST-12070,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,8202.56,98430.72,5678.76,1994.1,1309.07,517.72,547.74,387.68,439.37,483.08,2523.8,0.6923,1827.63,44835.78,0.2228,Fully Funded,696.17,Excellent Saver,0.0,0.0,0.0,30584.64,0.0,30584.64,0.0447,719,On-Time,0,0.31,Medium Risk,Moderate Risk,4,571.55,142.89,2,2,3,2,1,321,2.0,Needs Attention,92.93
CUST-05730,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,4733.93,56807.16,3355.81,1637.95,659.29,313.08,171.6,176.75,235.69,161.45,1378.12,0.7089,674.13,17343.06,0.1424,Partially Funded,703.99,Moderate Saver,4598.78,0.0,0.0,0.0,0.0,4598.78,0.0117,699,On-Time,0,0.3,Medium Risk,Moderate Risk,4,958.76,239.69,3,2,3,2,2,322,2.33,Needs Attention,84.2
CUST-03024,SEG_DEBT_BURDENED,RISK_VERY_HIGH_RISK_CRITICAL_RISK,5160.39,61924.68,3474.76,1247.38,692.07,295.33,183.6,494.85,307.56,253.97,1685.63,0.6734,918.3,57791.84,0.178,Fully Funded,767.33,Healthy Saver,7508.11,13999.74,0.0,0.0,422257.55,443765.4,1.0319,542,Default Risk,7,0.93,Very High Risk,Critical Risk,4,1168.92,292.23,4,3,3,2,2,322,2.33,Needs Attention,37.7
