product_id,customer_id,product_type_key,product_type,product_status,signup_date_key,is_active
PROD-11025,CUST-05253,PROD_SAVINGS,Savings Account,Active,2022-08-13,1
PROD-11026,CUST-05254,PROD_SAVINGS,Savings Account,Active,2019-11-13,1
PROD-11027,CUST-05254,PROD_RETIREMENT,Retirement Account,Closed,2025-06-21,0
PROD-11028,CUST-05255,PROD_SAVINGS,Savings Account,Active,2024-04-03,1
PROD-11029,CUST-05255,PROD_PERSONAL_LOAN,Personal Loan,Active,2024-06-07,1
PROD-11030,CUST-05256,PROD_SAVINGS,Savings Account,Active,2019-08-31,1
PROD-11031,CUST-05257,PROD_SAVINGS,Savings Account,Active,2019-09-08,1
PROD-11032,CUST-05257,PROD_PERSONAL_LOAN,Personal Loan,Active,2021-01-21,1
PROD-11033,CUST-05257,PROD_AUTO_LOAN,Auto Loan,Closed,2021-08-21,0
PROD-11034,CUST-05258,PROD_SAVINGS,Savings Account,Active,2018-03-22,1
PROD-11035,CUST-05259,PROD_SAVINGS,Savings Account,Active,2022-11-10,1
PROD-11036,CUST-05259,PROD_PERSONAL_LOAN,Personal Loan,Closed,2024-12-06,0
PROD-11037,CUST-05260,PROD_SAVINGS,Savings Account,Active,2023-04-18,1
PROD-11038,CUST-05260,PROD_RETIREMENT,Retirement Account,Churned,2025-05-19,0
PROD-11039,CUST-05261,PROD_SAVINGS,Savings Account,Active,2024-09-10,1
PROD-11040,CUST-05262,PROD_SAVINGS,Savings Account,Active,2018-05-13,1
PROD-11041,CUST-05262,PROD_AUTO_LOAN,Auto Loan,Active,2022-12-12,1
PROD-11042,CUST-05263,PROD_SAVINGS,Savings Account,Active,2021-03-01,1
PROD-11043,CUST-05264,PROD_SAVINGS,Savings Account,Active,2022-12-26,1
PROD-11044,CUST-05264,PROD_AUTO_LOAN,Auto Loan,Active,2024-08-27,1
PROD-11045,CUST-05264,PROD_INVESTMENT,Investment Account,Active,2024-08-25,1
PROD-11046,CUST-05265,PROD_SAVINGS,Savings Account,Active,2018-04-16,1
PROD-11047,CUST-05265,PROD_CREDIT_CARD,Credit Card,Active,2022-05-31,1
PROD-11048,CUST-05265,PROD_AUTO_LOAN,Auto Loan,Churned,2018-09-16,0
PROD-11049,CUST-05266,PROD_SAVINGS,Savings Account,Active,2021-09-16,1
PROD-11050,CUST-05266,PROD_INVESTMENT,Investment Account,Active,2024-06-09,1
PROD-11051,CUST-05267,PROD_SAVINGS,Savings Account,Active,2023-05-06,1
PROD-11052,CUST-05267,PROD_RETIREMENT,Retirement Account,Active,2025-03-14,1
PROD-11053,CUST-05268,PROD_SAVINGS,Savings Account,Active,2022-11-18,1
PROD-11054,CUST-05268,PROD_RETIREMENT,Retirement Account,Active,2023-09-20,1
PROD-11055,CUST-05269,PROD_SAVINGS,Savings Account,Active,2020-12-02,1
PROD-11056,CUST-05269,PROD_AUTO_LOAN,Auto Loan,Active,2022-04-20,1
PROD-11057,CUST-05270,PROD_SAVINGS,Savings Account,Active,2023-04-18,1
PROD-11058,CUST-05270,PROD_RETIREMENT,Retirement Account,Active,2023-06-12,1
PROD-11059,CUST-05270,PROD_CREDIT_CARD,Credit Card,Active,2023-04-22,1
PROD-11060,CUST-05271,PROD_SAVINGS,Savings Account,Active,2018-03-04,1
PROD-11061,CUST-05272,PROD_SAVINGS,Savings Account,Active,2021-06-26,1
PROD-11062,CUST-05272,PROD_RETIREMENT,Retirement Account,Active,2025-04-06,1
PROD-11063,CUST-05273,PROD_SAVINGS,Savings Account,Active,2024-12-16,1
PROD-11064,CUST-05274,PROD_SAVINGS,Savings Account,Active,2019-12-23,1
PROD-11065,CUST-05274,PROD_AUTO_LOAN,Auto Loan,Closed,2020-03-31,0
PROD-11066,CUST-05274,PROD_PERSONAL_LOAN,Personal Loan,Active,2022-07-09,1
PROD-11067,CUST-05275,PROD_SAVINGS,Savings Account,Active,2020-09-15,1
PROD-11068,CUST-05275,PROD_CREDIT_CARD,Credit Card,Active,2024-01-13,1
PROD-11069,CUST-05276,PROD_SAVINGS,Savings Account,Active,2022-02-11,1
PROD-11070,CUST-05276,PROD_PERSONAL_LOAN,Personal Loan,Active,2022-05-08,1
PROD-11071,CUST-05277,PROD_SAVINGS,Savings Account,Active,2022-03-30,1
PROD-11072,CUST-05277,PROD_MORTGAGE,Mortgage,Active,2023-06-06,1
PROD-11073,CUST-05278,PROD_SAVINGS,Savings Account,Active,2022-04-03,1
PROD-11074,CUST-05279,PROD_SAVINGS,Savings Account,Active,2024-10-12,1
PROD-11075,CUST-05279,PROD_PERSONAL_LOAN,Personal Loan,Active,2024-12-23,1
PROD-11076,CUST-05279,PROD_MORTGAGE,Mortgage,Active,2025-05-30,1
PROD-11077,CUST-05279,PROD_INVESTMENT,Investment Account,Active,2025-09-17,1
PROD-11078,CUST-05280,PROD_SAVINGS,Savings Account,Active,2023-03-09,1
PROD-11079,CUST-05280,PROD_CREDIT_CARD,Credit Card,Pending,2024-09-10,0
PROD-11080,CUST-05280,PROD_PERSONAL_LOAN,Personal Loan,Active,2025-05-28,1
PROD-11081,CUST-05281,PROD_SAVINGS,Savings Account,Active,2024-11-26,1
PROD-11082,CUST-05281,PROD_MORTGAGE,Mortgage,Active,2025-12-18,1
PROD-11083,CUST-05282,PROD_SAVINGS,Savings Account,Active,2021-03-22,1
PROD-11084,CUST-05283,PROD_SAVINGS,Savings Account,Active,2019-07-20,1
PROD-11085,CUST-05283,PROD_INVESTMENT,Investment Account,Active,2023-10-19,1
PROD-11086,CUST-05283,PROD_PERSONAL_LOAN,Personal Loan,Active,2025-04-03,1
PROD-11087,CUST-05284,PROD_SAVINGS,Savings Account,Active,2018-02-02,1
PROD-11088,CUST-05284,PROD_AUTO_LOAN,Auto Loan,Active,2020-05-01,1
PROD-11089,CUST-05285,PROD_SAVINGS,Savings Account,Active,2023-01-10,1
PROD-11090,CUST-05286,PROD_SAVINGS,Savings Account,Active,2020-09-08,1
PROD-11091,CUST-05287,PROD_SAVINGS,Savings Account,Active,2022-10-31,1
PROD-11092,CUST-05287,PROD_INVESTMENT,Investment Account,Active,2023-07-11,1
PROD-11093,CUST-05288,PROD_SAVINGS,Savings Account,Active,2019-03-19,1
PROD-11094,CUST-05288,PROD_MORTGAGE,Mortgage,Closed,2022-10-24,0
PROD-11095,CUST-05289,PROD_SAVINGS,Savings Account,Active,2021-02-25,1
PROD-11096,CUST-05289,PROD_MORTGAGE,Mortgage,Active,2023-09-12,1
PROD-11097,CUST-05290,PROD_SAVINGS,Savings Account,Active,2023-05-14,1
PROD-11098,CUST-05290,PROD_AUTO_LOAN,Auto Loan,Churned,2025-01-28,0
PROD-11099,CUST-05291,PROD_SAVINGS,Savings Account,Active,2018-12-07,1
PROD-11100,CUST-05291,PROD_CREDIT_CARD,Credit Card,Active,2021-05-24,1
PROD-11101,CUST-05291,PROD_PERSONAL_LOAN,Personal Loan,Pending,2023-11-21,0
PROD-11102,CUST-05292,PROD_SAVINGS,Savings Account,Active,2020-08-09,1
PROD-11103,CUST-05292,PROD_RETIREMENT,Retirement Account,Active,2021-09-06,1
PROD-11104,CUST-05293,PROD_SAVINGS,Savings Account,Active,2024-08-30,1
PROD-11105,CUST-05294,PROD_SAVINGS,Savings Account,Active,2022-10-25,1
PROD-11106,CUST-05295,PROD_SAVINGS,Savings Account,Active,2018-09-19,1
PROD-11107,CUST-05296,PROD_SAVINGS,Savings Account,Active,2024-09-20,1
PROD-11108,CUST-05296,PROD_MORTGAGE,Mortgage,Active,2024-11-11,1
PROD-11109,CUST-05297,PROD_SAVINGS,Savings Account,Active,2023-11-29,1
PROD-11110,CUST-05297,PROD_INVESTMENT,Investment Account,Active,2025-02-16,1
PROD-11111,CUST-05297,PROD_RETIREMENT,Retirement Account,Active,2025-10-13,1
PROD-11112,CUST-05297,PROD_PERSONAL_LOAN,Personal Loan,Active,2025-02-27,1
PROD-11113,CUST-05298,PROD_SAVINGS,Savings Account,Active,2023-10-07,1
PROD-11114,CUST-05298,PROD_RETIREMENT,Retirement Account,Pending,2025-05-18,0
PROD-11115,CUST-05299,PROD_SAVINGS,Savings Account,Active,2021-10-09,1
PROD-11116,CUST-05299,PROD_MORTGAGE,Mortgage,Active,2022-10-30,1
PROD-11117,CUST-05300,PROD_SAVINGS,Savings Account,Active,2019-09-19,1
PROD-11118,CUST-05300,PROD_MORTGAGE,Mortgage,Closed,2025-05-17,0
PROD-11119,CUST-05300,PROD_RETIREMENT,Retirement Account,Active,2022-12-15,1
PROD-11120,CUST-05301,PROD_SAVINGS,Savings Account,Active,2021-07-08,1
PROD-11121,CUST-05302,PROD_SAVINGS,Savings Account,Active,2018-09-07,1
PROD-11122,CUST-05302,PROD_AUTO_LOAN,Auto Loan,Active,2021-03-14,1
PROD-11123,CUST-05302,PROD_INVESTMENT,Investment Account,Active,2021-07-09,1
PROD-11124,CUST-05303,PROD_SAVINGS,Savings Account,Active,2020-06-10,1
PROD-11125,CUST-05304,PROD_SAVINGS,Savings Account,Active,2023-07-07,1
PROD-11126,CUST-05304,PROD_AUTO_LOAN,Auto Loan,Pending,2024-06-21,0
PROD-11127,CUST-05304,PROD_INVESTMENT,Investment Account,Closed,2023-07-09,0
PROD-11128,CUST-05304,PROD_RETIREMENT,Retirement Account,Active,2023-08-25,1
PROD-11129,CUST-05305,PROD_SAVINGS,Savings Account,Active,2020-03-09,1
PROD-11130,CUST-05306,PROD_SAVINGS,Savings Account,Active,2023-04-27,1
PROD-11131,CUST-05306,PROD_AUTO_LOAN,Auto Loan,Active,2025-01-01,1
PROD-11132,CUST-05306,PROD_INVESTMENT,Investment Account,Active,2024-09-28,1
PROD-11133,CUST-05307,PROD_SAVINGS,Savings Account,Active,2018-07-27,1
PROD-11134,CUST-05308,PROD_SAVINGS,Savings Account,Active,2021-05-15,1
PROD-11135,CUST-05309,PROD_SAVINGS,Savings Account,Active,2018-12-15,1
PROD-11136,CUST-05309,PROD_CREDIT_CARD,Credit Card,Active,2023-10-08,1
PROD-11137,CUST-05309,PROD_MORTGAGE,Mortgage,Active,2019-11-15,1
PROD-11138,CUST-05309,PROD_AUTO_LOAN,Auto Loan,Active,2024-05-31,1
PROD-11139,CUST-05310,PROD_SAVINGS,Savings Account,Active,2022-04-04,1
PROD-11140,CUST-05311,PROD_SAVINGS,Savings Account,Active,2021-01-01,1
PROD-11141,CUST-05312,PROD_SAVINGS,Savings Account,Active,2018-11-12,1
PROD-11142,CUST-05312,PROD_CREDIT_CARD,Credit Card,Active,2019-12-16,1
PROD-11143,CUST-05312,PROD_RETIREMENT,Retirement Account,Active,2023-03-25,1
PROD-11144,CUST-05313,PROD_SAVINGS,Savings Account,Active,2022-08-02,1
PROD-11145,CUST-05313,PROD_RETIREMENT,Retirement Account,Active,2025-07-22,1
PROD-11146,CUST-05313,PROD_INVESTMENT,Investment Account,Active,2024-05-29,1
PROD-11147,CUST-05313,PROD_MORTGAGE,Mortgage,Active,2024-01-06,1
PROD-11148,CUST-05314,PROD_SAVINGS,Savings Account,Active,2021-03-31,1
PROD-11149,CUST-05314,PROD_RETIREMENT,Retirement Account,Active,2024-09-01,1
PROD-11150,CUST-05314,PROD_AUTO_LOAN,Auto Loan,Closed,2024-08-20,0
PROD-11151,CUST-05315,PROD_SAVINGS,Savings Account,Active,2018-04-06,1
PROD-11152,CUST-05315,PROD_PERSONAL_LOAN,Personal Loan,Active,2023-08-26,1
PROD-11153,CUST-05315,PROD_MORTGAGE,Mortgage,Active,2025-05-27,1
PROD-11154,CUST-05316,PROD_SAVINGS,Savings Account,Active,2024-02-03,1
PROD-11155,CUST-05316,PROD_MORTGAGE,Mortgage,Active,2024-11-28,1
PROD-11156,CUST-05317,PROD_SAVINGS,Savings Account,Active,2020-04-12,1
PROD-11157,CUST-05317,PROD_CREDIT_CARD,Credit Card,Active,2020-08-13,1
PROD-11158,CUST-05317,PROD_MORTGAGE,Mortgage,Active,2020-06-05,1
PROD-11159,CUST-05317,PROD_RETIREMENT,Retirement Account,Active,2021-12-26,1
PROD-11160,CUST-05318,PROD_SAVINGS,Savings Account,Active,2021-12-17,1
PROD-11161,CUST-05318,PROD_MORTGAGE,Mortgage,Active,2025-09-28,1
PROD-11162,CUST-05318,PROD_CREDIT_CARD,Credit Card,Active,2025-02-11,1
PROD-11163,CUST-05319,PROD_SAVINGS,Savings Account,Active,2023-10-17,1
PROD-11164,CUST-05319,PROD_INVESTMENT,Investment Account,Active,2024-03-23,1
PROD-11165,CUST-05319,PROD_RETIREMENT,Retirement Account,Active,2025-07-05,1
PROD-11166,CUST-05320,PROD_SAVINGS,Savings Account,Active,2023-06-11,1
PROD-11167,CUST-05321,PROD_SAVINGS,Savings Account,Active,2023-04-27,1
PROD-11168,CUST-05321,PROD_MORTGAGE,Mortgage,Closed,2025-06-02,0
PROD-11169,CUST-05321,PROD_RETIREMENT,Retirement Account,Active,2025-03-26,1
PROD-11170,CUST-05321,PROD_AUTO_LOAN,Auto Loan,Active,2024-09-16,1
PROD-11171,CUST-05322,PROD_SAVINGS,Savings Account,Active,2022-11-25,1
PROD-11172,CUST-05322,PROD_AUTO_LOAN,Auto Loan,Active,2024-03-30,1
PROD-11173,CUST-05323,PROD_SAVINGS,Savings Account,Active,2023-06-06,1
PROD-11174,CUST-05323,PROD_CREDIT_CARD,Credit Card,Active,2024-03-16,1
PROD-11175,CUST-05324,PROD_SAVINGS,Savings Account,Active,2020-08-10,1
PROD-11176,CUST-05324,PROD_CREDIT_CARD,Credit Card,Active,2020-10-28,1
PROD-11177,CUST-05324,PROD_RETIREMENT,Retirement Account,Active,2020-08-17,1
PROD-11178,CUST-05324,PROD_PERSONAL_LOAN,Personal Loan,Closed,2023-07-27,0
PROD-11179,CUST-05325,PROD_SAVINGS,Savings Account,Active,2024-04-19,1
PROD-11180,CUST-05325,PROD_RETIREMENT,Retirement Account,Closed,2025-08-13,0
PROD-11181,CUST-05326,PROD_SAVINGS,Savings Account,Active,2024-01-21,1
PROD-11182,CUST-05327,PROD_SAVINGS,Savings Account,Active,2023-10-01,1
PROD-11183,CUST-05327,PROD_RETIREMENT,Retirement Account,Active,2024-03-27,1
PROD-11184,CUST-05327,PROD_CREDIT_CARD,Credit Card,Active,2024-01-10,1
PROD-11185,CUST-05328,PROD_SAVINGS,Savings Account,Active,2021-02-21,1
PROD-11186,CUST-05328,PROD_PERSONAL_LOAN,Personal Loan,Active,2025-10-13,1
PROD-11187,CUST-05328,PROD_INVESTMENT,Investment Account,Active,2024-12-11,1
PROD-11188,CUST-05329,PROD_SAVINGS,Savings Account,Active,2024-11-15,1
PROD-11189,CUST-05329,PROD_INVESTMENT,Investment Account,Closed,2025-12-13,0
PROD-11190,CUST-05330,PROD_SAVINGS,Savings Account,Active,2024-01-17,1
PROD-11191,CUST-05330,PROD_INVESTMENT,Investment Account,Closed,2025-11-26,0
PROD-11192,CUST-05330,PROD_AUTO_LOAN,Auto Loan,Active,2024-04-02,1
PROD-11193,CUST-05330,PROD_RETIREMENT,Retirement Account,Active,2025-09-19,1
PROD-11194,CUST-05331,PROD_SAVINGS,Savings Account,Active,2019-11-04,1
PROD-11195,CUST-05331,PROD_CREDIT_CARD,Credit Card,Churned,2025-04-16,0
PROD-11196,CUST-05331,PROD_MORTGAGE,Mortgage,Active,2022-05-13,1
PROD-11197,CUST-05332,PROD_SAVINGS,Savings Account,Active,2020-04-07,1
PROD-11198,CUST-05333,PROD_SAVINGS,Savings Account,Active,2019-03-29,1
PROD-11199,CUST-05333,PROD_PERSONAL_LOAN,Personal Loan,Active,2020-12-12,1
PROD-11200,CUST-05333,PROD_AUTO_LOAN,Auto Loan,Active,2022-08-05,1
PROD-11201,CUST-05334,PROD_SAVINGS,Savings Account,Active,2021-11-14,1
PROD-11202,CUST-05334,PROD_PERSONAL_LOAN,Personal Loan,Active,2025-06-06,1
PROD-11203,CUST-05334,PROD_AUTO_LOAN,Auto Loan,Active,2025-08-16,1
PROD-11204,CUST-05334,PROD_CREDIT_CARD,Credit Card,Active,2022-09-19,1
PROD-11205,CUST-05335,PROD_SAVINGS,Savings Account,Active,2019-10-03,1
PROD-11206,CUST-05335,PROD_AUTO_LOAN,Auto Loan,Active,2019-12-03,1
PROD-11207,CUST-05335,PROD_INVESTMENT,Investment Account,Active,2025-12-01,1
PROD-11208,CUST-05336,PROD_SAVINGS,Savings Account,Active,2024-04-11,1
PROD-11209,CUST-05336,PROD_CREDIT_CARD,Credit Card,Active,2025-02-25,1
PROD-11210,CUST-05337,PROD_SAVINGS,Savings Account,Active,2021-10-18,1
PROD-11211,CUST-05337,PROD_AUTO_LOAN,Auto Loan,Closed,2021-12-22,0
PROD-11212,CUST-05337,PROD_PERSONAL_LOAN,Personal Loan,Active,2023-09-01,1
PROD-11213,CUST-05338,PROD_SAVINGS,Savings Account,Active,2021-07-18,1
PROD-11214,CUST-05339,PROD_SAVINGS,Savings Account,Active,2023-03-10,1
PROD-11215,CUST-05339,PROD_MORTGAGE,Mortgage,Active,2023-03-10,1
PROD-11216,CUST-05340,PROD_SAVINGS,Savings Account,Active,2021-03-19,1
PROD-11217,CUST-05340,PROD_MORTGAGE,Mortgage,Closed,2025-10-01,0
PROD-11218,CUST-05341,PROD_SAVINGS,Savings Account,Active,2022-04-11,1
PROD-11219,CUST-05341,PROD_AUTO_LOAN,Auto Loan,Active,2024-03-05,1
PROD-11220,CUST-05341,PROD_INVESTMENT,Investment Account,Active,2024-04-20,1
PROD-11221,CUST-05342,PROD_SAVINGS,Savings Account,Active,2019-03-20,1
PROD-11222,CUST-05343,PROD_SAVINGS,Savings Account,Active,2019-03-15,1
PROD-11223,CUST-05343,PROD_RETIREMENT,Retirement Account,Closed,2024-11-06,0
PROD-11224,CUST-05344,PROD_SAVINGS,Savings Account,Active,2024-02-01,1
PROD-11225,CUST-05344,PROD_MORTGAGE,Mortgage,Churned,2025-01-28,0
PROD-11226,CUST-05344,PROD_INVESTMENT,Investment Account,Active,2025-10-29,1
PROD-11227,CUST-05345,PROD_SAVINGS,Savings Account,Active,2020-12-05,1
PROD-11228,CUST-05345,PROD_INVESTMENT,Investment Account,Pending,2025-06-17,0
PROD-11229,CUST-05346,PROD_SAVINGS,Savings Account,Active,2023-07-12,1
PROD-11230,CUST-05347,PROD_SAVINGS,Savings Account,Active,2019-03-10,1
PROD-11231,CUST-05348,PROD_SAVINGS,Savings Account,Active,2022-12-01,1
PROD-11232,CUST-05348,PROD_MORTGAGE,Mortgage,Closed,2025-04-11,0
PROD-11233,CUST-05348,PROD_RETIREMENT,Retirement Account,Active,2024-07-23,1
PROD-11234,CUST-05348,PROD_INVESTMENT,Investment Account,Active,2023-07-02,1
PROD-11235,CUST-05349,PROD_SAVINGS,Savings Account,Active,2024-07-30,1
PROD-11236,CUST-05350,PROD_SAVINGS,Savings Account,Active,2021-05-04,1
PROD-11237,CUST-05350,PROD_CREDIT_CARD,Credit Card,Closed,2023-06-07,0
PROD-11238,CUST-05350,PROD_RETIREMENT,Retirement Account,Active,2024-07-01,1
PROD-11239,CUST-05350,PROD_MORTGAGE,Mortgage,Active,2023-01-28,1
PROD-11240,CUST-05351,PROD_SAVINGS,Savings Account,Active,2024-08-09,1
PROD-11241,CUST-05351,PROD_AUTO_LOAN,Auto Loan,Active,2025-02-28,1
PROD-11242,CUST-05351,PROD_CREDIT_CARD,Credit Card,Active,2025-02-28,1
PROD-11243,CUST-05352,PROD_SAVINGS,Savings Account,Active,2018-06-30,1
PROD-11244,CUST-05352,PROD_RETIREMENT,Retirement Account,Active,2022-02-03,1
PROD-11245,CUST-05353,PROD_SAVINGS,Savings Account,Active,2018-01-29,1
PROD-11246,CUST-05354,PROD_SAVINGS,Savings Account,Active,2023-03-26,1
PROD-11247,CUST-05354,PROD_AUTO_LOAN,Auto Loan,Active,2024-11-15,1
PROD-11248,CUST-05355,PROD_SAVINGS,Savings Account,Active,2024-05-16,1
PROD-11249,CUST-05355,PROD_INVESTMENT,Investment Account,Active,2024-12-02,1
PROD-11250,CUST-05355,PROD_MORTGAGE,Mortgage,Active,2024-06-01,1
PROD-11251,CUST-05356,PROD_SAVINGS,Savings Account,Active,2022-09-21,1
PROD-11252,CUST-05356,PROD_INVESTMENT,Investment Account,Active,2023-06-18,1
PROD-11253,CUST-05357,PROD_SAVINGS,Savings Account,Active,2023-06-30,1
PROD-11254,CUST-05357,PROD_CREDIT_CARD,Credit Card,Active,2024-11-04,1
PROD-11255,CUST-05358,PROD_SAVINGS,Savings Account,Active,2020-12-25,1
PROD-11256,CUST-05358,PROD_PERSONAL_LOAN,Personal Loan,Active,2022-04-17,1
PROD-11257,CUST-05358,PROD_CREDIT_CARD,Credit Card,Active,2025-08-04,1
PROD-11258,CUST-05358,PROD_MORTGAGE,Mortgage,Active,2025-01-13,1
PROD-11259,CUST-05359,PROD_SAVINGS,Savings Account,Active,2021-04-22,1
PROD-11260,CUST-05359,PROD_AUTO_LOAN,Auto Loan,Active,2023-05-15,1
PROD-11261,CUST-05360,PROD_SAVINGS,Savings Account,Active,2020-10-30,1
PROD-11262,CUST-05360,PROD_RETIREMENT,Retirement Account,Active,2022-12-31,1
PROD-11263,CUST-05360,PROD_CREDIT_CARD,Credit Card,Closed,2023-08-23,0
PROD-11264,CUST-05360,PROD_PERSONAL_LOAN,Personal Loan,Active,2024-10-26,1
PROD-11265,CUST-05361,PROD_SAVINGS,Savings Account,Active,2018-04-13,1
PROD-11266,CUST-05361,PROD_PERSONAL_LOAN,Personal Loan,Closed,2024-09-24,0
PROD-11267,CUST-05362,PROD_SAVINGS,Savings Account,Active,2021-01-28,1
PROD-11268,CUST-05363,PROD_SAVINGS,Savings Account,Active,2018-12-22,1
PROD-11269,CUST-05363,PROD_AUTO_LOAN,Auto Loan,Active,2021-01-26,1
PROD-11270,CUST-05364,PROD_SAVINGS,Savings Account,Active,2021-06-13,1
PROD-11271,CUST-05365,PROD_SAVINGS,Savings Account,Active,2021-04-20,1
PROD-11272,CUST-05365,PROD_RETIREMENT,Retirement Account,Active,2022-10-15,1
PROD-11273,CUST-05365,PROD_INVESTMENT,Investment Account,Active,2021-05-06,1
PROD-11274,CUST-05366,PROD_SAVINGS,Savings Account,Active,2021-11-03,1
PROD-11275,CUST-05366,PROD_PERSONAL_LOAN,Personal Loan,Active,2024-10-08,1
PROD-11276,CUST-05367,PROD_SAVINGS,Savings Account,Active,2019-01-22,1
PROD-11277,CUST-05367,PROD_CREDIT_CARD,Credit Card,Closed,2019-09-28,0
PROD-11278,CUST-05368,PROD_SAVINGS,Savings Account,Active,2023-10-13,1
PROD-11279,CUST-05368,PROD_RETIREMENT,Retirement Account,Closed,2025-11-12,0
PROD-11280,CUST-05369,PROD_SAVINGS,Savings Account,Active,2018-04-03,1
PROD-11281,CUST-05369,PROD_AUTO_LOAN,Auto Loan,Active,2022-09-30,1
PROD-11282,CUST-05370,PROD_SAVINGS,Savings Account,Active,2022-04-13,1
PROD-11283,CUST-05370,PROD_RETIREMENT,Retirement Account,Active,2024-12-26,1
PROD-11284,CUST-05371,PROD_SAVINGS,Savings Account,Active,2020-12-17,1
PROD-11285,CUST-05371,PROD_AUTO_LOAN,Auto Loan,Active,2020-12-17,1
PROD-11286,CUST-05372,PROD_SAVINGS,Savings Account,Active,2020-07-14,1
PROD-11287,CUST-05372,PROD_MORTGAGE,Mortgage,Active,2022-06-14,1
PROD-11288,CUST-05372,PROD_AUTO_LOAN,Auto Loan,Active,2020-08-16,1
PROD-11289,CUST-05372,PROD_INVESTMENT,Investment Account,Active,2023-06-28,1
PROD-11290,CUST-05373,PROD_SAVINGS,Savings Account,Active,2022-04-27,1
PROD-11291,CUST-05373,PROD_MORTGAGE,Mortgage,Active,2024-10-26,1
PROD-11292,CUST-05373,PROD_CREDIT_CARD,Credit Card,Active,2023-12-11,1
PROD-11293,CUST-05373,PROD_RETIREMENT,Retirement Account,Active,2025-10-01,1
PROD-11294,CUST-05374,PROD_SAVINGS,Savings Account,Active,2024-11-01,1
PROD-11295,CUST-05374,PROD_AUTO_LOAN,Auto Loan,Active,2025-06-05,1
PROD-11296,CUST-05374,PROD_CREDIT_CARD,Credit Card,Active,2025-01-18,1
PROD-11297,CUST-05374,PROD_RETIREMENT,Retirement Account,Active,2025-09-15,1
PROD-11298,CUST-05375,PROD_SAVINGS,Savings Account,Active,2022-03-15,1
PROD-11299,CUST-05376,PROD_SAVINGS,Savings Account,Active,2018-07-19,1
PROD-11300,CUST-05376,PROD_PERSONAL_LOAN,Personal Loan,Active,2025-06-17,1
PROD-11301,CUST-05377,PROD_SAVINGS,Savings Account,Active,2022-08-17,1
PROD-11302,CUST-05377,PROD_MORTGAGE,Mortgage,Active,2025-07-04,1
PROD-11303,CUST-05378,PROD_SAVINGS,Savings Account,Active,2023-01-23,1
PROD-11304,CUST-05379,PROD_SAVINGS,Savings Account,Active,2021-01-08,1
PROD-11305,CUST-05379,PROD_INVESTMENT,Investment Account,Active,2024-06-11,1
PROD-11306,CUST-05379,PROD_MORTGAGE,Mortgage,Active,2022-12-09,1
PROD-11307,CUST-05379,PROD_AUTO_LOAN,Auto Loan,Active,2024-09-20,1
PROD-11308,CUST-05380,PROD_SAVINGS,Savings Account,Active,2022-02-08,1
PROD-11309,CUST-05381,PROD_SAVINGS,Savings Account,Active,2020-11-30,1
PROD-11310,CUST-05381,PROD_AUTO_LOAN,Auto Loan,Active,2022-11-15,1
PROD-11311,CUST-05382,PROD_SAVINGS,Savings Account,Active,2024-12-03,1
PROD-11312,CUST-05382,PROD_AUTO_LOAN,Auto Loan,Active,2025-01-30,1
PROD-11313,CUST-05383,PROD_SAVINGS,Savings Account,Active,2018-03-22,1
PROD-11314,CUST-05383,PROD_MORTGAGE,Mortgage,Active,2018-10-23,1
PROD-11315,CUST-05383,PROD_PERSONAL_LOAN,Personal Loan,Active,2021-12-08,1
PROD-11316,CUST-05384,PROD_SAVINGS,Savings Account,Active,2020-05-14,1
PROD-11317,CUST-05385,PROD_SAVINGS,Savings Account,Active,2018-08-01,1
PROD-11318,CUST-05385,PROD_RETIREMENT,Retirement Account,Pending,2020-01-14,0
PROD-11319,CUST-05385,PROD_AUTO_LOAN,Auto Loan,Churned,2023-11-01,0
PROD-11320,CUST-05386,PROD_SAVINGS,Savings Account,Active,2019-01-09,1
PROD-11321,CUST-05387,PROD_SAVINGS,Savings Account,Active,2021-08-17,1
PROD-11322,CUST-05387,PROD_AUTO_LOAN,Auto Loan,Closed,2023-10-02,0
PROD-11323,CUST-05388,PROD_SAVINGS,Savings Account,Active,2022-03-04,1
PROD-11324,CUST-05388,PROD_INVESTMENT,Investment Account,Active,2024-02-19,1
PROD-11325,CUST-05388,PROD_AUTO_LOAN,Auto Loan,Active,2022-08-17,1
PROD-11326,CUST-05389,PROD_SAVINGS,Savings Account,Active,2021-05-16,1
PROD-11327,CUST-05389,PROD_PERSONAL_LOAN,Personal Loan,Active,2024-07-12,1
PROD-11328,CUST-05390,PROD_SAVINGS,Savings Account,Active,2020-07-31,1
PROD-11329,CUST-05391,PROD_SAVINGS,Savings Account,Active,2020-02-24,1
PROD-11330,CUST-05391,PROD_RETIREMENT,Retirement Account,Closed,2022-02-18,0
PROD-11331,CUST-05392,PROD_SAVINGS,Savings Account,Active,2019-06-28,1
PROD-11332,CUST-05393,PROD_SAVINGS,Savings Account,Active,2021-12-03,1
PROD-11333,CUST-05394,PROD_SAVINGS,Savings Account,Active,2021-09-29,1
PROD-11334,CUST-05395,PROD_SAVINGS,Savings Account,Active,2018-04-11,1
PROD-11335,CUST-05395,PROD_AUTO_LOAN,Auto Loan,Active,2022-07-18,1
PROD-11336,CUST-05395,PROD_RETIREMENT,Retirement Account,Active,2023-12-01,1
