income_id,customer_id,monthly_income,annual_income,income_source,income_stability
INC-07349,CUST-07349,7040.58,84486.96,Business,Medium
INC-07350,CUST-07350,4669.32,56031.84,Salary,High
INC-07351,CUST-07351,5612.4,67348.8,Business,Medium
INC-07352,CUST-07352,6691.21,80294.52,Salary,Medium
INC-07353,CUST-07353,5654.45,67853.4,Pension/Government,High
INC-07354,CUST-07354,6874.3,82491.6,Salary,High
INC-07355,CUST-07355,4715.24,56582.88,Pension/Government,High
INC-07356,CUST-07356,6976.59,83719.08,Salary,Medium
INC-07357,CUST-07357,8490.88,101890.56,Salary,High
INC-07358,CUST-07358,1119.93,13439.16,Government Support,Low
INC-07359,CUST-07359,8274.67,99296.04,Salary,High
INC-07360,CUST-07360,5179.11,62149.32,Salary,High
INC-07361,CUST-07361,5533.89,66406.68,Salary,High
INC-07362,CUST-07362,4951.24,59414.88,Salary,High
INC-07363,CUST-07363,6800.98,81611.76,Investment,High
INC-07364,CUST-07364,12736.35,152836.2,Salary,High
INC-07365,CUST-07365,8463.4,101560.8,Salary,High
INC-07366,CUST-07366,5492.2,65906.4,Business,Low
INC-07367,CUST-07367,6878.42,82541.04,Salary,Medium
INC-07368,CUST-07368,3184.99,38219.88,Salary,High
INC-07369,CUST-07369,3285.52,39426.24,Salary,Medium
INC-07370,CUST-07370,3883.51,46602.12,Salary,High
INC-07371,CUST-07371,10916.31,130995.72,Salary,High
INC-07372,CUST-07372,10137.45,121649.4,Salary,Medium
INC-07373,CUST-07373,5151.0,61812.0,Salary,Medium
INC-07374,CUST-07374,931.52,11178.24,Government Support,Low
INC-07375,CUST-07375,3410.25,40923.0,Salary,High
INC-07376,CUST-07376,10053.59,120643.08,Salary,High
INC-07377,CUST-07377,8573.85,102886.2,Salary,High
INC-07378,CUST-07378,5011.96,60143.52,Salary,Medium
INC-07379,CUST-07379,7269.21,87230.52,Salary,Medium
INC-07380,CUST-07380,2413.22,28958.64,Salary,High
INC-07381,CUST-07381,6734.6,80815.2,Salary,High
INC-07382,CUST-07382,1238.85,14866.2,Government Support,Low
INC-07383,CUST-07383,12108.23,145298.76,Salary,High
INC-07384,CUST-07384,8064.07,96768.84,Salary,High
INC-07385,CUST-07385,6737.16,80845.92,Pension/Government,High
INC-07386,CUST-07386,8392.35,100708.2,Salary,High
INC-07387,CUST-07387,9372.6,112471.2,Salary,High
INC-07388,CUST-07388,5210.62,62527.44,Business,Low
INC-07389,CUST-07389,712.51,8550.12,Family,Low
INC-07390,CUST-07390,7134.38,85612.56,Salary,High
INC-07391,CUST-07391,7008.47,84101.64,Salary,High
INC-07392,CUST-07392,5274.55,63294.6,Salary,Medium
INC-07393,CUST-07393,4384.36,52612.32,Pension/Government,High
INC-07394,CUST-07394,6238.12,74857.44,Salary,High
INC-07395,CUST-07395,1076.98,12923.76,Family,Low
INC-07396,CUST-07396,4265.88,51190.56,Salary,High
INC-07397,CUST-07397,5754.95,69059.4,Pension/Government,High
INC-07398,CUST-07398,3240.18,38882.16,Salary,High
INC-07399,CUST-07399,835.23,10022.76,Family,Low
INC-07400,CUST-07400,7806.03,93672.36,Salary,High
INC-07401,CUST-07401,7320.08,87840.96,Business,Medium
INC-07402,CUST-07402,2044.17,24530.04,Government Support,Low
INC-07403,CUST-07403,6713.31,80559.72,Business,Low
INC-07404,CUST-07404,6308.45,75701.4,Salary,Medium
INC-07405,CUST-07405,8704.78,104457.36,Business,Medium
INC-07406,CUST-07406,11601.45,139217.4,Salary,High
INC-07407,CUST-07407,4568.56,54822.72,Salary,Medium
INC-07408,CUST-07408,5770.37,69244.44,Salary,High
INC-07409,CUST-07409,1573.27,18879.24,Government Support,Low
INC-07410,CUST-07410,9581.17,114974.04,Salary,Medium
INC-07411,CUST-07411,8769.66,105235.92,Salary,High
INC-07412,CUST-07412,6309.98,75719.76,Salary,High
INC-07413,CUST-07413,7743.41,92920.92,Salary,High
INC-07414,CUST-07414,8312.17,99746.04,Salary,Medium
INC-07415,CUST-07415,4581.54,54978.48,Salary,High
INC-07416,CUST-07416,5007.59,60091.08,Salary,High
INC-07417,CUST-07417,7115.82,85389.84,Pension/Government,High
INC-07418,CUST-07418,3440.44,41285.28,Business,Medium
INC-07419,CUST-07419,14256.11,171073.32,Salary,High
INC-07420,CUST-07420,4047.8,48573.6,Investment,High
INC-07421,CUST-07421,4738.58,56862.96,Salary,High
INC-07422,CUST-07422,5648.8,67785.6,Salary,High
INC-07423,CUST-07423,11185.75,134229.0,Salary,Medium
INC-07424,CUST-07424,7459.68,89516.16,Salary,High
INC-07425,CUST-07425,9906.32,118875.84,Salary,High
INC-07426,CUST-07426,1665.62,19987.44,Salary,High
INC-07427,CUST-07427,10576.47,126917.64,Salary,High
INC-07428,CUST-07428,6327.15,75925.8,Salary,Medium
INC-07429,CUST-07429,5985.92,71831.04,Salary,High
INC-07430,CUST-07430,9009.38,108112.56,Salary,Medium
INC-07431,CUST-07431,3209.91,38518.92,Salary,High
INC-07432,CUST-07432,4213.04,50556.48,Salary,High
INC-07433,CUST-07433,6731.9,80782.8,Salary,High
INC-07434,CUST-07434,11796.58,141558.96,Salary,Medium
INC-07435,CUST-07435,4219.33,50631.96,Salary,High
INC-07436,CUST-07436,8896.83,106761.96,Freelance,Medium
INC-07437,CUST-07437,4699.56,56394.72,Salary,High
INC-07438,CUST-07438,824.71,9896.52,Family,Low
INC-07439,CUST-07439,4827.46,57929.52,Salary,Medium
INC-07440,CUST-07440,7002.01,84024.12,Salary,High
INC-07441,CUST-07441,6908.47,82901.64,Salary,High
INC-07442,CUST-07442,9325.53,111906.36,Salary,Medium
INC-07443,CUST-07443,7863.89,94366.68,Business,Low
INC-07444,CUST-07444,1247.89,14974.68,Government Support,Low
INC-07445,CUST-07445,7548.83,90585.96,Salary,High
INC-07446,CUST-07446,9023.01,108276.12,Salary,High
INC-07447,CUST-07447,3525.57,42306.84,Investment,High
INC-07448,CUST-07448,4593.94,55127.28,Salary,High
INC-07449,CUST-07449,11456.09,137473.08,Salary,High
INC-07450,CUST-07450,6689.53,80274.36,Salary,Medium
INC-07451,CUST-07451,6492.53,77910.36,Salary,High
INC-07452,CUST-07452,7253.72,87044.64,Freelance,Medium
INC-07453,CUST-07453,4102.22,49226.64,Salary,High
INC-07454,CUST-07454,7400.86,88810.32,Salary,High
INC-07455,CUST-07455,5064.97,60779.64,Salary,High
INC-07456,CUST-07456,7563.78,90765.36,Salary,High
INC-07457,CUST-07457,5466.0,65592.0,Salary,High
INC-07458,CUST-07458,5933.88,71206.56,Salary,High
INC-07459,CUST-07459,4150.37,49804.44,Salary,Medium
INC-07460,CUST-07460,4882.08,58584.96,Salary,High
INC-07461,CUST-07461,10261.93,123143.16,Salary,High
INC-07462,CUST-07462,4696.35,56356.2,Salary,High
INC-07463,CUST-07463,5163.07,61956.84,Salary,Medium
INC-07464,CUST-07464,4383.12,52597.44,Business,Low
INC-07465,CUST-07465,7484.43,89813.16,Salary,High
INC-07466,CUST-07466,9906.75,118881.0,Pension/Government,High
INC-07467,CUST-07467,7635.8,91629.6,Salary,High
INC-07468,CUST-07468,3457.88,41494.56,Salary,High
INC-07469,CUST-07469,6525.66,78307.92,Salary,High
INC-07470,CUST-07470,4516.63,54199.56,Salary,High
INC-07471,CUST-07471,8016.47,96197.64,Salary,High
INC-07472,CUST-07472,5730.01,68760.12,Salary,High
INC-07473,CUST-07473,3414.17,40970.04,Investment,High
INC-07474,CUST-07474,6692.38,80308.56,Salary,High
INC-07475,CUST-07475,7751.31,93015.72,Salary,High
INC-07476,CUST-07476,9010.32,108123.84,Salary,High
INC-07477,CUST-07477,3294.22,39530.64,Salary,High
INC-07478,CUST-07478,9999.94,119999.28,Salary,High
INC-07479,CUST-07479,1888.97,22667.64,Government Support,Low
INC-07480,CUST-07480,4946.5,59358.0,Pension/Government,High
INC-07481,CUST-07481,4699.87,56398.44,Salary,High
INC-07482,CUST-07482,8949.96,107399.52,Salary,High
INC-07483,CUST-07483,3048.38,36580.56,Salary,High
INC-07484,CUST-07484,1017.42,12209.04,Government Support,Low
INC-07485,CUST-07485,8295.37,99544.44,Salary,High
INC-07486,CUST-07486,4737.81,56853.72,Salary,High
INC-07487,CUST-07487,3338.95,40067.4,Salary,High
INC-07488,CUST-07488,14457.73,173492.76,Salary,High
INC-07489,CUST-07489,5319.95,63839.4,Salary,High
INC-07490,CUST-07490,8974.18,107690.16,Salary,High
INC-07491,CUST-07491,1021.51,12258.12,Government Support,Low
INC-07492,CUST-07492,6245.58,74946.96,Salary,High
INC-07493,CUST-07493,5378.18,64538.16,Salary,High
INC-07494,CUST-07494,3339.33,40071.96,Salary,High
INC-07495,CUST-07495,5440.26,65283.12,Freelance,Low
INC-07496,CUST-07496,5475.28,65703.36,Salary,Medium
INC-07497,CUST-07497,4321.1,51853.2,Salary,High
INC-07498,CUST-07498,5920.69,71048.28,Salary,High
INC-07499,CUST-07499,11037.6,132451.2,Salary,High
INC-07500,CUST-07500,13664.96,163979.52,Salary,High
INC-07501,CUST-07501,1484.36,17812.32,Family,Low
INC-07502,CUST-07502,5841.74,70100.88,Salary,Medium
INC-07503,CUST-07503,3271.77,39261.24,Salary,High
INC-07504,CUST-07504,7673.62,92083.44,Business,Low
INC-07505,CUST-07505,11193.16,134317.92,Salary,Medium
INC-07506,CUST-07506,3313.87,39766.44,Salary,High
INC-07507,CUST-07507,4922.71,59072.52,Investment,High
INC-07508,CUST-07508,2958.92,35507.04,Salary,Medium
INC-07509,CUST-07509,5287.98,63455.76,Business,Medium
INC-07510,CUST-07510,8682.97,104195.64,Salary,Medium
INC-07511,CUST-07511,5222.8,62673.6,Salary,High
INC-07512,CUST-07512,10400.21,124802.52,Business,Medium
INC-07513,CUST-07513,3254.15,39049.8,Salary,High
INC-07514,CUST-07514,7590.66,91087.92,Salary,High
INC-07515,CUST-07515,13870.4,166444.8,Salary,Medium
INC-07516,CUST-07516,4881.29,58575.48,Business,Medium
INC-07517,CUST-07517,6011.49,72137.88,Salary,High
INC-07518,CUST-07518,5131.05,61572.6,Salary,High
INC-07519,CUST-07519,7065.17,84782.04,Salary,High
INC-07520,CUST-07520,3044.42,36533.04,Salary,High
INC-07521,CUST-07521,3206.81,38481.72,Salary,Medium
INC-07522,CUST-07522,3922.6,47071.2,Salary,High
INC-07523,CUST-07523,917.25,11007.0,Government Support,Low
INC-07524,CUST-07524,4438.84,53266.08,Salary,High
INC-07525,CUST-07525,7830.85,93970.2,Business,Medium
INC-07526,CUST-07526,3158.12,37897.44,Salary,Medium
INC-07527,CUST-07527,4257.22,51086.64,Business,Low
INC-07528,CUST-07528,5928.86,71146.32,Pension/Government,High
INC-07529,CUST-07529,7288.75,87465.0,Investment,High
INC-07530,CUST-07530,11957.77,143493.24,Salary,Medium
INC-07531,CUST-07531,1492.15,17905.8,Government Support,Low
INC-07532,CUST-07532,804.83,9657.96,Government Support,Low
INC-07533,CUST-07533,1643.52,19722.24,Family,Low
INC-07534,CUST-07534,3898.91,46786.92,Business,Medium
INC-07535,CUST-07535,6175.99,74111.88,Salary,Medium
INC-07536,CUST-07536,3123.05,37476.6,Salary,Medium
INC-07537,CUST-07537,6946.58,83358.96,Salary,High
INC-07538,CUST-07538,10545.82,126549.84,Salary,Medium
INC-07539,CUST-07539,3992.4,47908.8,Pension/Government,High
INC-07540,CUST-07540,5670.62,68047.44,Pension/Government,High
INC-07541,CUST-07541,4008.43,48101.16,Freelance,Medium
INC-07542,CUST-07542,2010.92,24131.04,Salary,High
INC-07543,CUST-07543,9968.31,119619.72,Salary,High
INC-07544,CUST-07544,2470.44,29645.28,Salary,High
INC-07545,CUST-07545,12480.83,149769.96,Salary,Medium
INC-07546,CUST-07546,1177.86,14134.32,Government Support,Low
INC-07547,CUST-07547,5162.95,61955.4,Salary,Medium
INC-07548,CUST-07548,5613.79,67365.48,Freelance,Medium
INC-07549,CUST-07549,4899.29,58791.48,Business,Medium
INC-07550,CUST-07550,8812.78,105753.36,Salary,High
INC-07551,CUST-07551,5929.13,71149.56,Salary,High
INC-07552,CUST-07552,3351.18,40214.16,Salary,High
INC-07553,CUST-07553,5161.11,61933.32,Salary,High
INC-07554,CUST-07554,3716.43,44597.16,Pension/Government,High
INC-07555,CUST-07555,8057.41,96688.92,Salary,High
INC-07556,CUST-07556,7420.77,89049.24,Salary,High
INC-07557,CUST-07557,5861.27,70335.24,Salary,High
INC-07558,CUST-07558,957.84,11494.08,Government Support,Low
INC-07559,CUST-07559,6992.96,83915.52,Freelance,Medium
INC-07560,CUST-07560,12919.54,155034.48,Salary,High
INC-07561,CUST-07561,3495.24,41942.88,Salary,High
INC-07562,CUST-07562,2902.68,34832.16,Salary,High
INC-07563,CUST-07563,3270.82,39249.84,Investment,High
INC-07564,CUST-07564,5999.96,71999.52,Salary,High
INC-07565,CUST-07565,4612.12,55345.44,Salary,High
INC-07566,CUST-07566,2837.85,34054.2,Pension/Government,High
INC-07567,CUST-07567,8917.32,107007.84,Salary,Medium
INC-07568,CUST-07568,7598.07,91176.84,Freelance,Medium
INC-07569,CUST-07569,6684.52,80214.24,Salary,High
INC-07570,CUST-07570,3816.47,45797.64,Salary,Medium
INC-07571,CUST-07571,5016.03,60192.36,Salary,High
INC-07572,CUST-07572,5137.99,61655.88,Business,Low
INC-07573,CUST-07573,5291.09,63493.08,Freelance,Medium
INC-07574,CUST-07574,6551.74,78620.88,Salary,High
INC-07575,CUST-07575,6157.98,73895.76,Salary,Medium
INC-07576,CUST-07576,5425.53,65106.36,Salary,High
INC-07577,CUST-07577,5842.12,70105.44,Salary,High
INC-07578,CUST-07578,5490.89,65890.68,Investment,High
INC-07579,CUST-07579,11422.95,137075.4,Business,Medium
INC-07580,CUST-07580,5891.21,70694.52,Salary,High
INC-07581,CUST-07581,4599.67,55196.04,Salary,High
INC-07582,CUST-07582,11470.87,137650.44,Salary,Medium
INC-07583,CUST-07583,5572.6,66871.2,Salary,High
INC-07584,CUST-07584,6200.21,74402.52,Freelance,Low
INC-07585,CUST-07585,4276.35,51316.2,Salary,Medium
INC-07586,CUST-07586,7096.38,85156.56,Salary,Medium
INC-07587,CUST-07587,10191.73,122300.76,Salary,High
INC-07588,CUST-07588,8444.55,101334.6,Salary,High
INC-07589,CUST-07589,6020.29,72243.48,Investment,High
INC-07590,CUST-07590,6773.14,81277.68,Salary,High
INC-07591,CUST-07591,6690.29,80283.48,Salary,High
INC-07592,CUST-07592,3982.01,47784.12,Salary,Medium
INC-07593,CUST-07593,4852.33,58227.96,Business,Medium
INC-07594,CUST-07594,9964.03,119568.36,Salary,High
INC-07595,CUST-07595,8154.46,97853.52,Pension/Government,High
INC-07596,CUST-07596,9434.95,113219.4,Salary,High
INC-07597,CUST-07597,6226.79,74721.48,Salary,Medium
INC-07598,CUST-07598,3805.28,45663.36,Salary,Medium
INC-07599,CUST-07599,4332.18,51986.16,Salary,High
INC-07600,CUST-07600,5931.74,71180.88,Salary,High
INC-07601,CUST-07601,2017.85,24214.2,Government Support,Low
INC-07602,CUST-07602,8299.51,99594.12,Salary,High
INC-07603,CUST-07603,12349.17,148190.04,Salary,High
INC-07604,CUST-07604,5826.32,69915.84,Salary,High
INC-07605,CUST-07605,13019.38,156232.56,Salary,High
INC-07606,CUST-07606,6572.81,78873.72,Salary,High
INC-07607,CUST-07607,5724.42,68693.04,Salary,High
INC-07608,CUST-07608,7039.26,84471.12,Salary,High
INC-07609,CUST-07609,5517.7,66212.4,Salary,High
INC-07610,CUST-07610,5736.98,68843.76,Salary,High
INC-07611,CUST-07611,8924.7,107096.4,Salary,High
INC-07612,CUST-07612,11031.2,132374.4,Salary,High
INC-07613,CUST-07613,6967.38,83608.56,Salary,High
INC-07614,CUST-07614,2221.66,26659.92,Government Support,Low
INC-07615,CUST-07615,8850.32,106203.84,Salary,High
INC-07616,CUST-07616,3530.49,42365.88,Salary,High
INC-07617,CUST-07617,5338.14,64057.68,Salary,Medium
INC-07618,CUST-07618,3562.63,42751.56,Pension/Government,High
INC-07619,CUST-07619,4801.09,57613.08,Business,Low
INC-07620,CUST-07620,8793.21,105518.52,Pension/Government,High
INC-07621,CUST-07621,2951.92,35423.04,Salary,High
INC-07622,CUST-07622,1032.19,12386.28,Government Support,Low
INC-07623,CUST-07623,7860.85,94330.2,Salary,High
INC-07624,CUST-07624,1184.3,14211.6,Family,Low
INC-07625,CUST-07625,9206.82,110481.84,Salary,High
INC-07626,CUST-07626,4984.8,59817.6,Salary,Medium
INC-07627,CUST-07627,5302.58,63630.96,Business,Low
INC-07628,CUST-07628,9786.25,117435.0,Salary,High
INC-07629,CUST-07629,7159.2,85910.4,Salary,High
INC-07630,CUST-07630,3979.67,47756.04,Salary,Medium
INC-07631,CUST-07631,7453.18,89438.16,Salary,High
INC-07632,CUST-07632,4305.67,51668.04,Pension/Government,High
INC-07633,CUST-07633,8593.04,103116.48,Pension/Government,High
INC-07634,CUST-07634,4809.89,57718.68,Salary,High
INC-07635,CUST-07635,4332.04,51984.48,Salary,High
INC-07636,CUST-07636,5586.1,67033.2,Pension/Government,Medium
INC-07637,CUST-07637,4070.84,48850.08,Salary,High
INC-07638,CUST-07638,7168.37,86020.44,Salary,High
INC-07639,CUST-07639,3148.14,37777.68,Investment,High
INC-07640,CUST-07640,1231.43,14777.16,Government Support,Low
INC-07641,CUST-07641,9601.55,115218.6,Salary,High
INC-07642,CUST-07642,8246.34,98956.08,Investment,Medium
INC-07643,CUST-07643,5564.01,66768.12,Pension/Government,High
INC-07644,CUST-07644,7304.34,87652.08,Investment,High
INC-07645,CUST-07645,7450.46,89405.52,Pension/Government,High
INC-07646,CUST-07646,6590.47,79085.64,Salary,High
INC-07647,CUST-07647,3737.63,44851.56,Business,Medium
INC-07648,CUST-07648,794.63,9535.56,Government Support,Low
INC-07649,CUST-07649,5265.17,63182.04,Salary,High
INC-07650,CUST-07650,5099.37,61192.44,Salary,High
INC-07651,CUST-07651,4119.1,49429.2,Salary,High
INC-07652,CUST-07652,7501.91,90022.92,Business,Medium
INC-07653,CUST-07653,8495.55,101946.6,Pension/Government,High
INC-07654,CUST-07654,4106.26,49275.12,Salary,Medium
INC-07655,CUST-07655,9941.51,119298.12,Salary,High
INC-07656,CUST-07656,5472.59,65671.08,Pension/Government,High
INC-07657,CUST-07657,2449.25,29391.0,Salary,Medium
INC-07658,CUST-07658,8096.27,97155.24,Salary,High
INC-07659,CUST-07659,7930.33,95163.96,Salary,Medium
INC-07660,CUST-07660,6663.43,79961.16,Salary,High
INC-07661,CUST-07661,9107.01,109284.12,Pension/Government,High
INC-07662,CUST-07662,11762.61,141151.32,Salary,High
INC-07663,CUST-07663,8761.8,105141.6,Salary,High
INC-07664,CUST-07664,2124.97,25499.64,Salary,High
INC-07665,CUST-07665,3566.4,42796.8,Pension/Government,High
INC-07666,CUST-07666,6145.03,73740.36,Salary,High
INC-07667,CUST-07667,2709.91,32518.92,Salary,High
INC-07668,CUST-07668,4017.68,48212.16,Salary,High
INC-07669,CUST-07669,4051.66,48619.92,Salary,High
INC-07670,CUST-07670,4099.05,49188.6,Business,Medium
INC-07671,CUST-07671,2032.93,24395.16,Government Support,Low
INC-07672,CUST-07672,3512.98,42155.76,Salary,High
INC-07673,CUST-07673,9566.68,114800.16,Business,Low
INC-07674,CUST-07674,3474.22,41690.64,Business,Medium
INC-07675,CUST-07675,6284.98,75419.76,Salary,High
INC-07676,CUST-07676,11978.35,143740.2,Salary,High
INC-07677,CUST-07677,4348.56,52182.72,Salary,Medium
INC-07678,CUST-07678,7049.82,84597.84,Salary,Medium
INC-07679,CUST-07679,1066.12,12793.44,Family,Low
INC-07680,CUST-07680,9708.53,116502.36,Salary,High
INC-07681,CUST-07681,8027.64,96331.68,Salary,High
INC-07682,CUST-07682,22854.38,274252.56,Salary,Medium
INC-07683,CUST-07683,7163.22,85958.64,Salary,Medium
INC-07684,CUST-07684,3413.68,40964.16,Salary,High
INC-07685,CUST-07685,5744.11,68929.32,Salary,High
INC-07686,CUST-07686,5167.96,62015.52,Salary,High
INC-07687,CUST-07687,2560.56,30726.72,Business,Low
INC-07688,CUST-07688,3107.57,37290.84,Pension/Government,High
INC-07689,CUST-07689,5884.5,70614.0,Freelance,Low
INC-07690,CUST-07690,5296.67,63560.04,Salary,High
INC-07691,CUST-07691,3974.96,47699.52,Business,Medium
INC-07692,CUST-07692,10373.01,124476.12,Salary,High
INC-07693,CUST-07693,8555.29,102663.48,Salary,Medium
INC-07694,CUST-07694,10458.12,125497.44,Business,Medium
INC-07695,CUST-07695,8212.58,98550.96,Pension/Government,High
INC-07696,CUST-07696,5364.61,64375.32,Pension/Government,High
INC-07697,CUST-07697,6052.39,72628.68,Pension/Government,High
INC-07698,CUST-07698,5954.23,71450.76,Business,Low
INC-07699,CUST-07699,10502.92,126035.04,Salary,Medium
INC-07700,CUST-07700,5062.77,60753.24,Salary,High
INC-07701,CUST-07701,6733.52,80802.24,Salary,Medium
INC-07702,CUST-07702,3746.46,44957.52,Salary,High
INC-07703,CUST-07703,5981.56,71778.72,Salary,High
INC-07704,CUST-07704,8043.97,96527.64,Freelance,Medium
INC-07705,CUST-07705,5667.25,68007.0,Salary,High
INC-07706,CUST-07706,4324.01,51888.12,Salary,High
INC-07707,CUST-07707,10994.41,131932.92,Salary,High
INC-07708,CUST-07708,6590.9,79090.8,Salary,High
INC-07709,CUST-07709,7574.74,90896.88,Salary,High
INC-07710,CUST-07710,5451.01,65412.12,Pension/Government,High
INC-07711,CUST-07711,6349.02,76188.24,Business,Low
INC-07712,CUST-07712,6560.79,78729.48,Pension/Government,High
INC-07713,CUST-07713,4784.3,57411.6,Investment,High
INC-07714,CUST-07714,4241.09,50893.08,Salary,Medium
INC-07715,CUST-07715,3429.87,41158.44,Salary,Medium
INC-07716,CUST-07716,7117.0,85404.0,Investment,High
INC-07717,CUST-07717,3585.43,43025.16,Salary,Medium
INC-07718,CUST-07718,5893.48,70721.76,Freelance,Medium
INC-07719,CUST-07719,3011.54,36138.48,Salary,High
INC-07720,CUST-07720,8206.26,98475.12,Investment,High
INC-07721,CUST-07721,8165.05,97980.6,Salary,High
INC-07722,CUST-07722,1069.18,12830.16,Government Support,Low
INC-07723,CUST-07723,4286.57,51438.84,Salary,High
INC-07724,CUST-07724,1575.36,18904.32,Government Support,Low
INC-07725,CUST-07725,7956.74,95480.88,Salary,High
INC-07726,CUST-07726,9285.36,111424.32,Pension/Government,High
INC-07727,CUST-07727,5174.68,62096.16,Salary,High
INC-07728,CUST-07728,1603.22,19238.64,Government Support,Low
INC-07729,CUST-07729,3715.66,44587.92,Salary,High
INC-07730,CUST-07730,4727.37,56728.44,Salary,High
INC-07731,CUST-07731,3574.82,42897.84,Salary,Medium
INC-07732,CUST-07732,7655.46,91865.52,Pension/Government,High
INC-07733,CUST-07733,3750.53,45006.36,Salary,High
INC-07734,CUST-07734,6998.85,83986.2,Salary,High
INC-07735,CUST-07735,4284.61,51415.32,Salary,High
INC-07736,CUST-07736,3652.19,43826.28,Salary,High
INC-07737,CUST-07737,5992.55,71910.6,Salary,High
INC-07738,CUST-07738,4016.24,48194.88,Salary,High
INC-07739,CUST-07739,10269.92,123239.04,Salary,High
INC-07740,CUST-07740,4787.83,57453.96,Investment,High
INC-07741,CUST-07741,12405.48,148865.76,Freelance,Medium
INC-07742,CUST-07742,4410.87,52930.44,Salary,High
INC-07743,CUST-07743,10085.37,121024.44,Salary,High
INC-07744,CUST-07744,5763.02,69156.24,Salary,Medium
INC-07745,CUST-07745,5965.79,71589.48,Freelance,Low
INC-07746,CUST-07746,5260.77,63129.24,Salary,High
INC-07747,CUST-07747,4526.69,54320.28,Salary,High
INC-07748,CUST-07748,8620.72,103448.64,Salary,High
INC-07749,CUST-07749,4988.94,59867.28,Salary,High
INC-07750,CUST-07750,4825.32,57903.84,Salary,High
INC-07751,CUST-07751,3830.71,45968.52,Salary,Medium
INC-07752,CUST-07752,4061.56,48738.72,Salary,Medium
INC-07753,CUST-07753,1557.5,18690.0,Freelance,Low
INC-07754,CUST-07754,6410.23,76922.76,Salary,High
INC-07755,CUST-07755,4542.26,54507.12,Salary,Medium
INC-07756,CUST-07756,14989.66,179875.92,Salary,Medium
INC-07757,CUST-07757,5328.49,63941.88,Salary,Medium
INC-07758,CUST-07758,6062.96,72755.52,Salary,High
INC-07759,CUST-07759,4564.68,54776.16,Salary,Medium
INC-07760,CUST-07760,5159.52,61914.24,Salary,High
INC-07761,CUST-07761,4653.87,55846.44,Salary,High
INC-07762,CUST-07762,9064.99,108779.88,Salary,Medium
INC-07763,CUST-07763,1346.32,16155.84,Family,Low
INC-07764,CUST-07764,8423.38,101080.56,Salary,Medium
INC-07765,CUST-07765,14133.23,169598.76,Salary,Medium
INC-07766,CUST-07766,8517.5,102210.0,Business,Low
INC-07767,CUST-07767,3896.58,46758.96,Salary,High
INC-07768,CUST-07768,1487.82,17853.84,Government Support,Low
INC-07769,CUST-07769,5152.6,61831.2,Salary,High
INC-07770,CUST-07770,7155.57,85866.84,Salary,Medium
INC-07771,CUST-07771,5263.94,63167.28,Business,Medium
INC-07772,CUST-07772,10986.89,131842.68,Salary,Medium
INC-07773,CUST-07773,6659.21,79910.52,Business,Medium
INC-07774,CUST-07774,4425.96,53111.52,Salary,High
INC-07775,CUST-07775,7382.15,88585.8,Pension/Government,High
INC-07776,CUST-07776,3321.71,39860.52,Salary,Medium
INC-07777,CUST-07777,2928.33,35139.96,Salary,Medium
INC-07778,CUST-07778,8921.29,107055.48,Pension/Government,High
INC-07779,CUST-07779,6648.5,79782.0,Salary,High
INC-07780,CUST-07780,6734.69,80816.28,Salary,Medium
INC-07781,CUST-07781,17405.98,208871.76,Salary,Medium
INC-07782,CUST-07782,5927.37,71128.44,Salary,High
INC-07783,CUST-07783,3377.44,40529.28,Salary,High
INC-07784,CUST-07784,6815.16,81781.92,Salary,High
INC-07785,CUST-07785,5266.8,63201.6,Business,Medium
INC-07786,CUST-07786,4666.57,55998.84,Salary,High
INC-07787,CUST-07787,10476.08,125712.96,Salary,High
INC-07788,CUST-07788,5993.05,71916.6,Salary,Medium
INC-07789,CUST-07789,3287.74,39452.88,Salary,High
INC-07790,CUST-07790,6815.81,81789.72,Business,Medium
INC-07791,CUST-07791,3577.6,42931.2,Salary,High
INC-07792,CUST-07792,8273.08,99276.96,Salary,High
INC-07793,CUST-07793,6330.72,75968.64,Salary,High
INC-07794,CUST-07794,3159.91,37918.92,Salary,High
INC-07795,CUST-07795,8062.82,96753.84,Pension/Government,High
INC-07796,CUST-07796,6641.38,79696.56,Salary,High
INC-07797,CUST-07797,10126.31,121515.72,Salary,High
INC-07798,CUST-07798,2335.86,28030.32,Salary,High
INC-07799,CUST-07799,6523.07,78276.84,Salary,High
INC-07800,CUST-07800,3632.58,43590.96,Salary,Medium
INC-07801,CUST-07801,5932.61,71191.32,Investment,High
INC-07802,CUST-07802,12838.17,154058.04,Salary,High
INC-07803,CUST-07803,8927.52,107130.24,Salary,High
INC-07804,CUST-07804,9457.49,113489.88,Salary,High
INC-07805,CUST-07805,3606.59,43279.08,Salary,High
INC-07806,CUST-07806,8534.83,102417.96,Salary,Medium
INC-07807,CUST-07807,2735.35,32824.2,Government Support,Low
INC-07808,CUST-07808,6907.08,82884.96,Business,Medium
INC-07809,CUST-07809,12693.7,152324.4,Salary,High
INC-07810,CUST-07810,7208.61,86503.32,Salary,Medium
INC-07811,CUST-07811,5173.28,62079.36,Salary,Medium
INC-07812,CUST-07812,11775.16,141301.92,Salary,High
INC-07813,CUST-07813,5444.52,65334.24,Pension/Government,High
INC-07814,CUST-07814,8908.03,106896.36,Salary,Medium
INC-07815,CUST-07815,884.06,10608.72,Government Support,Low
INC-07816,CUST-07816,9408.71,112904.52,Salary,High
