savings_id,customer_id,monthly_savings,savings_balance,savings_rate,emergency_fund_status
SAV-07267,CUST-07267,2788.75,125046.59,0.2103,Fully Funded
SAV-07268,CUST-07268,1311.69,71318.73,0.2081,Fully Funded
SAV-07269,CUST-07269,733.21,25724.8,0.0735,Partially Funded
SAV-07270,CUST-07270,1289.4,42966.69,0.2143,Fully Funded
SAV-07271,CUST-07271,1230.65,103906.21,0.1809,Fully Funded
SAV-07272,CUST-07272,831.83,40293.69,0.1329,Fully Funded
SAV-07273,CUST-07273,473.33,24011.95,0.1069,Fully Funded
SAV-07274,CUST-07274,472.48,13377.62,0.1167,Partially Funded
SAV-07275,CUST-07275,1532.81,29837.13,0.2435,Fully Funded
SAV-07276,CUST-07276,1307.59,107857.44,0.1725,Fully Funded
SAV-07277,CUST-07277,700.86,39510.43,0.1212,Fully Funded
SAV-07278,CUST-07278,696.96,40505.7,0.2038,Fully Funded
SAV-07279,CUST-07279,191.65,12096.58,0.1635,Fully Funded
SAV-07280,CUST-07280,870.32,49066.71,0.199,Fully Funded
SAV-07281,CUST-07281,677.77,39222.08,0.1,Fully Funded
SAV-07282,CUST-07282,1834.67,79408.46,0.2315,Fully Funded
SAV-07283,CUST-07283,217.99,24149.63,0.159,Fully Funded
SAV-07284,CUST-07284,1255.16,68574.95,0.1431,Fully Funded
SAV-07285,CUST-07285,999.84,25949.96,0.1697,Partially Funded
SAV-07286,CUST-07286,2208.81,124575.62,0.2291,Fully Funded
SAV-07287,CUST-07287,990.21,48030.46,0.2171,Fully Funded
SAV-07288,CUST-07288,1311.33,51292.15,0.2438,Fully Funded
SAV-07289,CUST-07289,2361.15,109023.06,0.19,Fully Funded
SAV-07290,CUST-07290,1660.8,90578.55,0.171,Fully Funded
SAV-07291,CUST-07291,1317.35,94516.96,0.2859,Fully Funded
SAV-07292,CUST-07292,1048.67,84303.27,0.1964,Fully Funded
SAV-07293,CUST-07293,481.68,10096.45,0.0859,Low
SAV-07294,CUST-07294,1299.01,55832.78,0.071,Partially Funded
SAV-07295,CUST-07295,963.02,63470.76,0.1704,Fully Funded
SAV-07296,CUST-07296,1350.46,87058.06,0.1742,Fully Funded
SAV-07297,CUST-07297,504.67,39769.29,0.1353,Fully Funded
SAV-07298,CUST-07298,916.83,34303.96,0.1074,Partially Funded
SAV-07299,CUST-07299,221.25,11714.14,0.0902,Partially Funded
SAV-07300,CUST-07300,370.08,20613.88,0.165,Fully Funded
SAV-07301,CUST-07301,1528.78,146401.61,0.1604,Fully Funded
SAV-07302,CUST-07302,2674.05,25333.56,0.198,Low
SAV-07303,CUST-07303,951.2,44924.03,0.1507,Fully Funded
SAV-07304,CUST-07304,1107.0,93079.69,0.1704,Fully Funded
SAV-07305,CUST-07305,294.01,25544.91,0.1011,Fully Funded
SAV-07306,CUST-07306,583.31,13788.94,0.1648,Partially Funded
SAV-07307,CUST-07307,2364.58,132808.03,0.2092,Fully Funded
SAV-07308,CUST-07308,194.38,9031.02,0.203,Fully Funded
SAV-07309,CUST-07309,835.49,46549.86,0.1348,Fully Funded
SAV-07310,CUST-07310,590.38,57952.79,0.1497,Fully Funded
SAV-07311,CUST-07311,1421.63,103412.44,0.2419,Fully Funded
SAV-07312,CUST-07312,695.89,24816.64,0.1114,Partially Funded
SAV-07313,CUST-07313,577.76,56564.23,0.204,Fully Funded
SAV-07314,CUST-07314,1276.4,75672.19,0.1365,Fully Funded
SAV-07315,CUST-07315,2725.2,65405.23,0.1802,Fully Funded
SAV-07316,CUST-07316,1527.16,129351.41,0.2459,Fully Funded
SAV-07317,CUST-07317,161.29,16897.37,0.1217,Fully Funded
SAV-07318,CUST-07318,1253.15,91955.48,0.1854,Fully Funded
SAV-07319,CUST-07319,533.57,52508.54,0.1306,Fully Funded
SAV-07320,CUST-07320,119.63,3828.96,0.1651,Fully Funded
SAV-07321,CUST-07321,1140.76,17331.27,0.1934,Partially Funded
SAV-07322,CUST-07322,660.68,63721.9,0.2129,Fully Funded
SAV-07323,CUST-07323,1736.27,56068.82,0.144,Partially Funded
SAV-07324,CUST-07324,532.42,14308.38,0.1652,Fully Funded
SAV-07325,CUST-07325,1363.35,130873.52,0.1476,Fully Funded
SAV-07326,CUST-07326,1012.89,49349.14,0.1699,Fully Funded
SAV-07327,CUST-07327,1900.95,38691.86,0.1664,Partially Funded
SAV-07328,CUST-07328,950.7,28008.03,0.276,Fully Funded
SAV-07329,CUST-07329,1208.49,126742.21,0.2422,Fully Funded
SAV-07330,CUST-07330,417.69,19096.87,0.1392,Fully Funded
SAV-07331,CUST-07331,954.28,58393.02,0.1849,Fully Funded
SAV-07332,CUST-07332,368.79,26771.73,0.2201,Fully Funded
SAV-07333,CUST-07333,539.55,50438.89,0.143,Fully Funded
SAV-07334,CUST-07334,675.4,36696.01,0.1344,Fully Funded
SAV-07335,CUST-07335,1174.83,95172.85,0.127,Fully Funded
SAV-07336,CUST-07336,1360.22,37732.45,0.1359,Partially Funded
SAV-07337,CUST-07337,524.72,18956.74,0.0875,Partially Funded
SAV-07338,CUST-07338,222.67,11822.91,0.0789,Partially Funded
SAV-07339,CUST-07339,822.59,48875.4,0.2324,Fully Funded
SAV-07340,CUST-07340,116.35,10083.27,0.1268,Fully Funded
SAV-07341,CUST-07341,1124.06,30904.5,0.1144,Partially Funded
SAV-07342,CUST-07342,497.18,26997.81,0.1409,Fully Funded
SAV-07343,CUST-07343,649.38,30863.63,0.0932,Partially Funded
SAV-07344,CUST-07344,468.65,27570.82,0.089,Fully Funded
SAV-07345,CUST-07345,580.45,56816.97,0.1395,Fully Funded
SAV-07346,CUST-07346,247.48,12312.86,0.0905,Partially Funded
SAV-07347,CUST-07347,529.03,18614.7,0.1003,Partially Funded
SAV-07348,CUST-07348,577.69,37247.35,0.0904,Fully Funded
SAV-07349,CUST-07349,1031.03,55492.44,0.1464,Fully Funded
SAV-07350,CUST-07350,947.03,17269.97,0.2028,Partially Funded
SAV-07351,CUST-07351,642.29,18496.09,0.1144,Partially Funded
SAV-07352,CUST-07352,618.89,58745.1,0.0925,Fully Funded
SAV-07353,CUST-07353,959.8,34484.94,0.1697,Fully Funded
SAV-07354,CUST-07354,695.13,44691.56,0.1011,Fully Funded
SAV-07355,CUST-07355,414.09,8005.84,0.0878,Low
SAV-07356,CUST-07356,1496.17,29796.12,0.2145,Fully Funded
SAV-07357,CUST-07357,2085.32,178716.92,0.2456,Fully Funded
SAV-07358,CUST-07358,221.08,9212.53,0.1974,Fully Funded
SAV-07359,CUST-07359,1332.72,55661.05,0.1611,Fully Funded
SAV-07360,CUST-07360,1009.82,23280.35,0.195,Partially Funded
SAV-07361,CUST-07361,886.43,24242.57,0.1602,Partially Funded
SAV-07362,CUST-07362,1046.21,44904.6,0.2113,Fully Funded
SAV-07363,CUST-07363,914.89,61905.82,0.1345,Fully Funded
SAV-07364,CUST-07364,1551.56,93916.75,0.1218,Fully Funded
SAV-07365,CUST-07365,1322.16,139771.68,0.1562,Fully Funded
SAV-07366,CUST-07366,905.29,67981.98,0.1648,Fully Funded
SAV-07367,CUST-07367,957.42,71448.02,0.1392,Fully Funded
SAV-07368,CUST-07368,535.87,23918.29,0.1682,Fully Funded
SAV-07369,CUST-07369,886.21,45114.47,0.2697,Fully Funded
SAV-07370,CUST-07370,366.51,27134.99,0.0944,Fully Funded
SAV-07371,CUST-07371,1351.55,98530.4,0.1238,Fully Funded
SAV-07372,CUST-07372,1682.9,20939.21,0.166,Low
SAV-07373,CUST-07373,664.79,65005.98,0.1291,Fully Funded
SAV-07374,CUST-07374,145.17,12667.78,0.1558,Fully Funded
SAV-07375,CUST-07375,611.96,34067.17,0.1794,Fully Funded
SAV-07376,CUST-07376,1614.68,158995.57,0.1606,Fully Funded
SAV-07377,CUST-07377,2176.45,167106.24,0.2538,Fully Funded
SAV-07378,CUST-07378,928.19,29144.56,0.1852,Fully Funded
SAV-07379,CUST-07379,1302.06,29095.96,0.1791,Partially Funded
SAV-07380,CUST-07380,546.22,35195.39,0.2263,Fully Funded
SAV-07381,CUST-07381,1087.65,64619.99,0.1615,Fully Funded
SAV-07382,CUST-07382,124.84,5739.34,0.1008,Partially Funded
SAV-07383,CUST-07383,3596.53,329299.87,0.297,Fully Funded
SAV-07384,CUST-07384,1264.33,11966.47,0.1568,Low
SAV-07385,CUST-07385,1947.16,40856.96,0.289,Fully Funded
SAV-07386,CUST-07386,2063.12,97897.21,0.2458,Fully Funded
SAV-07387,CUST-07387,1011.74,51271.61,0.1079,Fully Funded
SAV-07388,CUST-07388,731.25,12853.87,0.1403,Partially Funded
SAV-07389,CUST-07389,179.61,6769.36,0.2521,Fully Funded
SAV-07390,CUST-07390,1151.28,54381.13,0.1614,Fully Funded
SAV-07391,CUST-07391,764.67,23051.52,0.1091,Partially Funded
SAV-07392,CUST-07392,1493.01,87143.99,0.2831,Fully Funded
SAV-07393,CUST-07393,397.78,20822.86,0.0907,Fully Funded
SAV-07394,CUST-07394,973.0,36630.12,0.156,Fully Funded
SAV-07395,CUST-07395,168.62,5682.69,0.1566,Fully Funded
SAV-07396,CUST-07396,759.36,69757.06,0.178,Fully Funded
SAV-07397,CUST-07397,1501.7,32976.9,0.2609,Fully Funded
SAV-07398,CUST-07398,501.17,55562.98,0.1547,Fully Funded
SAV-07399,CUST-07399,129.86,3530.04,0.1555,Partially Funded
SAV-07400,CUST-07400,1223.75,80555.51,0.1568,Fully Funded
SAV-07401,CUST-07401,780.2,21292.03,0.1066,Partially Funded
SAV-07402,CUST-07402,351.06,6546.89,0.1717,Partially Funded
SAV-07403,CUST-07403,678.81,27802.39,0.1011,Partially Funded
SAV-07404,CUST-07404,1238.79,64525.75,0.1964,Fully Funded
SAV-07405,CUST-07405,1824.69,79352.5,0.2096,Fully Funded
SAV-07406,CUST-07406,1958.06,195027.0,0.1688,Fully Funded
SAV-07407,CUST-07407,793.76,21449.55,0.1737,Fully Funded
SAV-07408,CUST-07408,693.92,55850.71,0.1203,Fully Funded
SAV-07409,CUST-07409,239.33,19254.19,0.1521,Fully Funded
SAV-07410,CUST-07410,1098.83,36801.77,0.1147,Partially Funded
SAV-07411,CUST-07411,542.72,9251.89,0.0619,Low
SAV-07412,CUST-07412,1110.89,98724.04,0.1761,Fully Funded
SAV-07413,CUST-07413,1324.71,94313.3,0.1711,Fully Funded
SAV-07414,CUST-07414,1828.78,113829.94,0.22,Fully Funded
SAV-07415,CUST-07415,1051.83,25657.0,0.2296,Fully Funded
SAV-07416,CUST-07416,989.37,24383.3,0.1976,Fully Funded
SAV-07417,CUST-07417,822.23,7089.48,0.1155,Low
SAV-07418,CUST-07418,611.72,37046.41,0.1778,Fully Funded
SAV-07419,CUST-07419,1345.76,40334.55,0.0944,Partially Funded
SAV-07420,CUST-07420,856.93,39720.02,0.2117,Fully Funded
SAV-07421,CUST-07421,797.27,26104.32,0.1683,Fully Funded
SAV-07422,CUST-07422,1141.38,29603.6,0.2021,Fully Funded
SAV-07423,CUST-07423,1864.06,69847.87,0.1666,Fully Funded
SAV-07424,CUST-07424,1098.25,32196.88,0.1472,Partially Funded
SAV-07425,CUST-07425,1220.0,81855.74,0.1232,Fully Funded
SAV-07426,CUST-07426,126.25,6902.15,0.0758,Partially Funded
SAV-07427,CUST-07427,754.86,69627.62,0.0714,Fully Funded
SAV-07428,CUST-07428,642.65,27224.19,0.1016,Partially Funded
SAV-07429,CUST-07429,1191.93,19830.34,0.1991,Partially Funded
SAV-07430,CUST-07430,916.35,10328.72,0.1017,Low
SAV-07431,CUST-07431,588.74,46455.83,0.1834,Fully Funded
SAV-07432,CUST-07432,825.01,52548.57,0.1958,Fully Funded
SAV-07433,CUST-07433,356.09,28534.22,0.0529,Partially Funded
SAV-07434,CUST-07434,1571.81,139521.67,0.1332,Fully Funded
SAV-07435,CUST-07435,871.03,95285.36,0.2064,Fully Funded
SAV-07436,CUST-07436,1042.25,111787.72,0.1171,Fully Funded
SAV-07437,CUST-07437,817.57,50106.37,0.174,Fully Funded
SAV-07438,CUST-07438,162.63,2236.77,0.1972,Partially Funded
SAV-07439,CUST-07439,1452.47,24786.71,0.3009,Fully Funded
SAV-07440,CUST-07440,841.02,31717.64,0.1201,Fully Funded
SAV-07441,CUST-07441,1630.57,108956.96,0.236,Fully Funded
SAV-07442,CUST-07442,1015.43,24308.34,0.1089,Partially Funded
SAV-07443,CUST-07443,1166.48,50421.25,0.1483,Fully Funded
SAV-07444,CUST-07444,146.51,6185.81,0.1174,Fully Funded
SAV-07445,CUST-07445,842.08,38083.55,0.1116,Fully Funded
SAV-07446,CUST-07446,1125.04,49334.3,0.1247,Fully Funded
SAV-07447,CUST-07447,615.53,27932.29,0.1746,Fully Funded
SAV-07448,CUST-07448,530.7,7383.83,0.1155,Low
SAV-07449,CUST-07449,1534.67,134495.68,0.134,Fully Funded
SAV-07450,CUST-07450,928.0,78553.54,0.1387,Fully Funded
SAV-07451,CUST-07451,364.09,16204.57,0.0561,Low
SAV-07452,CUST-07452,520.99,28078.65,0.0718,Partially Funded
SAV-07453,CUST-07453,1002.49,73304.22,0.2444,Fully Funded
SAV-07454,CUST-07454,1386.54,116787.01,0.1873,Fully Funded
SAV-07455,CUST-07455,1224.34,88229.45,0.2417,Fully Funded
SAV-07456,CUST-07456,1409.33,69687.82,0.1863,Fully Funded
SAV-07457,CUST-07457,994.29,59236.26,0.1819,Fully Funded
SAV-07458,CUST-07458,633.98,11338.47,0.1068,Low
SAV-07459,CUST-07459,658.95,12530.69,0.1588,Partially Funded
SAV-07460,CUST-07460,1064.59,53218.46,0.2181,Fully Funded
SAV-07461,CUST-07461,2353.35,171687.21,0.2293,Fully Funded
SAV-07462,CUST-07462,948.35,56122.01,0.2019,Fully Funded
SAV-07463,CUST-07463,955.98,26268.2,0.1852,Fully Funded
SAV-07464,CUST-07464,1062.25,85365.02,0.2424,Fully Funded
SAV-07465,CUST-07465,647.38,36828.93,0.0865,Fully Funded
SAV-07466,CUST-07466,1687.05,64867.76,0.1703,Fully Funded
SAV-07467,CUST-07467,739.6,21691.99,0.0969,Partially Funded
SAV-07468,CUST-07468,287.24,23530.3,0.0831,Fully Funded
SAV-07469,CUST-07469,1107.08,77294.46,0.1697,Fully Funded
SAV-07470,CUST-07470,443.08,26351.75,0.0981,Fully Funded
SAV-07471,CUST-07471,855.34,70766.56,0.1067,Fully Funded
SAV-07472,CUST-07472,1122.53,45412.81,0.1959,Fully Funded
SAV-07473,CUST-07473,732.43,62381.27,0.2145,Fully Funded
SAV-07474,CUST-07474,1164.79,55073.7,0.174,Fully Funded
SAV-07475,CUST-07475,1642.19,124375.42,0.2119,Fully Funded
SAV-07476,CUST-07476,745.64,28156.98,0.0828,Partially Funded
SAV-07477,CUST-07477,410.52,11880.51,0.1246,Partially Funded
SAV-07478,CUST-07478,1051.5,32395.86,0.1052,Partially Funded
SAV-07479,CUST-07479,194.57,11912.28,0.103,Fully Funded
SAV-07480,CUST-07480,1125.76,111598.85,0.2276,Fully Funded
SAV-07481,CUST-07481,624.45,32219.26,0.1329,Fully Funded
SAV-07482,CUST-07482,1518.11,41303.38,0.1696,Fully Funded
SAV-07483,CUST-07483,198.35,12672.68,0.0651,Partially Funded
SAV-07484,CUST-07484,250.58,12297.23,0.2463,Fully Funded
SAV-07485,CUST-07485,1539.24,65636.81,0.1856,Fully Funded
SAV-07486,CUST-07486,1337.1,18365.91,0.2822,Partially Funded
SAV-07487,CUST-07487,581.16,29969.32,0.1741,Fully Funded
SAV-07488,CUST-07488,3701.05,384378.85,0.256,Fully Funded
SAV-07489,CUST-07489,614.62,25122.05,0.1155,Partially Funded
SAV-07490,CUST-07490,1582.92,126979.73,0.1764,Fully Funded
SAV-07491,CUST-07491,204.03,8810.66,0.1997,Fully Funded
SAV-07492,CUST-07492,1438.46,71013.38,0.2303,Fully Funded
SAV-07493,CUST-07493,776.39,69499.98,0.1444,Fully Funded
SAV-07494,CUST-07494,640.31,35047.47,0.1917,Fully Funded
SAV-07495,CUST-07495,498.02,8814.16,0.0915,Low
SAV-07496,CUST-07496,739.77,38124.16,0.1351,Fully Funded
SAV-07497,CUST-07497,668.3,27820.56,0.1547,Fully Funded
SAV-07498,CUST-07498,1101.98,66617.36,0.1861,Fully Funded
SAV-07499,CUST-07499,2608.73,64925.01,0.2363,Fully Funded
SAV-07500,CUST-07500,3540.47,201969.41,0.2591,Fully Funded
SAV-07501,CUST-07501,195.04,9137.49,0.1314,Fully Funded
SAV-07502,CUST-07502,539.83,26502.96,0.0924,Partially Funded
SAV-07503,CUST-07503,361.6,16048.87,0.1105,Partially Funded
SAV-07504,CUST-07504,1024.98,16969.87,0.1336,Partially Funded
SAV-07505,CUST-07505,1632.77,163203.52,0.1459,Fully Funded
SAV-07506,CUST-07506,657.45,73815.66,0.1984,Fully Funded
SAV-07507,CUST-07507,451.29,24617.15,0.0917,Fully Funded
SAV-07508,CUST-07508,451.87,14584.4,0.1527,Fully Funded
SAV-07509,CUST-07509,320.59,13335.72,0.0606,Low
SAV-07510,CUST-07510,834.32,18131.26,0.0961,Low
SAV-07511,CUST-07511,683.79,65480.64,0.1309,Fully Funded
SAV-07512,CUST-07512,2336.17,47582.99,0.2246,Fully Funded
SAV-07513,CUST-07513,687.75,48123.63,0.2113,Fully Funded
SAV-07514,CUST-07514,487.45,34265.04,0.0642,Partially Funded
SAV-07515,CUST-07515,1877.94,152140.36,0.1354,Fully Funded
SAV-07516,CUST-07516,948.16,73861.72,0.1942,Fully Funded
SAV-07517,CUST-07517,632.72,42214.03,0.1053,Fully Funded
SAV-07518,CUST-07518,736.34,20595.76,0.1435,Partially Funded
SAV-07519,CUST-07519,1407.61,74456.92,0.1992,Fully Funded
SAV-07520,CUST-07520,692.59,30114.57,0.2275,Fully Funded
SAV-07521,CUST-07521,287.68,18094.46,0.0897,Fully Funded
SAV-07522,CUST-07522,746.29,73312.69,0.1903,Fully Funded
SAV-07523,CUST-07523,122.75,4023.63,0.1338,Partially Funded
SAV-07524,CUST-07524,1049.44,26481.03,0.2364,Fully Funded
SAV-07525,CUST-07525,1084.34,55550.28,0.1385,Fully Funded
SAV-07526,CUST-07526,296.21,24041.73,0.0938,Fully Funded
SAV-07527,CUST-07527,558.66,16476.77,0.1312,Partially Funded
SAV-07528,CUST-07528,988.22,60808.03,0.1667,Fully Funded
SAV-07529,CUST-07529,1038.71,11641.71,0.1425,Low
SAV-07530,CUST-07530,1070.7,74796.24,0.0895,Fully Funded
SAV-07531,CUST-07531,459.17,28621.06,0.3077,Fully Funded
SAV-07532,CUST-07532,83.17,2374.97,0.1033,Partially Funded
SAV-07533,CUST-07533,329.59,13178.85,0.2005,Fully Funded
SAV-07534,CUST-07534,814.26,18924.88,0.2088,Fully Funded
SAV-07535,CUST-07535,630.01,17867.73,0.102,Partially Funded
SAV-07536,CUST-07536,560.23,55578.39,0.1794,Fully Funded
SAV-07537,CUST-07537,836.62,40910.45,0.1204,Fully Funded
SAV-07538,CUST-07538,2252.25,72533.45,0.2136,Fully Funded
SAV-07539,CUST-07539,279.01,10333.95,0.0699,Partially Funded
SAV-07540,CUST-07540,1028.52,87585.18,0.1814,Fully Funded
SAV-07541,CUST-07541,718.09,23362.19,0.1791,Fully Funded
SAV-07542,CUST-07542,390.47,5644.46,0.1942,Partially Funded
SAV-07543,CUST-07543,1776.02,48818.48,0.1782,Fully Funded
SAV-07544,CUST-07544,401.86,19030.01,0.1627,Fully Funded
SAV-07545,CUST-07545,1510.73,120260.34,0.121,Fully Funded
SAV-07546,CUST-07546,129.38,7624.84,0.1098,Fully Funded
SAV-07547,CUST-07547,795.72,13608.0,0.1541,Partially Funded
SAV-07548,CUST-07548,325.68,25572.0,0.058,Partially Funded
SAV-07549,CUST-07549,946.49,37682.74,0.1932,Fully Funded
SAV-07550,CUST-07550,896.45,24508.21,0.1017,Partially Funded
SAV-07551,CUST-07551,1032.59,29952.43,0.1742,Fully Funded
SAV-07552,CUST-07552,292.98,22911.57,0.0874,Fully Funded
SAV-07553,CUST-07553,773.73,78093.73,0.1499,Fully Funded
SAV-07554,CUST-07554,787.06,13026.43,0.2118,Partially Funded
SAV-07555,CUST-07555,1163.01,73818.95,0.1443,Fully Funded
SAV-07556,CUST-07556,1409.88,78649.59,0.19,Fully Funded
SAV-07557,CUST-07557,1468.03,29320.41,0.2505,Fully Funded
SAV-07558,CUST-07558,235.55,5346.39,0.2459,Fully Funded
SAV-07559,CUST-07559,1244.31,37925.33,0.1779,Fully Funded
SAV-07560,CUST-07560,2645.98,147547.86,0.2048,Fully Funded
SAV-07561,CUST-07561,355.97,39843.44,0.1018,Fully Funded
SAV-07562,CUST-07562,339.43,9256.98,0.1169,Partially Funded
SAV-07563,CUST-07563,610.26,45870.47,0.1866,Fully Funded
SAV-07564,CUST-07564,1196.07,39657.81,0.1993,Fully Funded
SAV-07565,CUST-07565,634.22,37432.29,0.1375,Fully Funded
SAV-07566,CUST-07566,291.58,7485.04,0.1027,Partially Funded
SAV-07567,CUST-07567,1915.81,144456.39,0.2148,Fully Funded
SAV-07568,CUST-07568,642.2,23420.1,0.0845,Partially Funded
SAV-07569,CUST-07569,961.46,31390.1,0.1438,Fully Funded
SAV-07570,CUST-07570,723.2,49149.62,0.1895,Fully Funded
SAV-07571,CUST-07571,689.63,71569.53,0.1375,Fully Funded
SAV-07572,CUST-07572,1130.18,121393.16,0.22,Fully Funded
SAV-07573,CUST-07573,454.38,45947.73,0.0859,Fully Funded
SAV-07574,CUST-07574,1298.58,77297.6,0.1982,Fully Funded
SAV-07575,CUST-07575,1001.77,68186.71,0.1627,Fully Funded
SAV-07576,CUST-07576,499.05,14333.78,0.092,Partially Funded
SAV-07577,CUST-07577,493.09,32548.99,0.0844,Fully Funded
SAV-07578,CUST-07578,1152.92,40435.96,0.21,Fully Funded
SAV-07579,CUST-07579,2603.73,125468.59,0.2279,Fully Funded
SAV-07580,CUST-07580,1510.44,63705.61,0.2564,Fully Funded
SAV-07581,CUST-07581,505.59,43574.7,0.1099,Fully Funded
SAV-07582,CUST-07582,1658.86,103508.46,0.1446,Fully Funded
SAV-07583,CUST-07583,1008.21,84853.63,0.1809,Fully Funded
SAV-07584,CUST-07584,992.5,48970.02,0.1601,Fully Funded
SAV-07585,CUST-07585,963.35,75394.81,0.2253,Fully Funded
SAV-07586,CUST-07586,1806.84,52561.69,0.2546,Fully Funded
SAV-07587,CUST-07587,1109.13,23272.96,0.1088,Low
SAV-07588,CUST-07588,1332.1,24702.18,0.1577,Partially Funded
SAV-07589,CUST-07589,689.11,40012.26,0.1145,Fully Funded
SAV-07590,CUST-07590,581.51,24304.54,0.0859,Partially Funded
SAV-07591,CUST-07591,1251.8,24975.76,0.1871,Partially Funded
SAV-07592,CUST-07592,726.23,37657.9,0.1824,Fully Funded
SAV-07593,CUST-07593,433.7,17564.41,0.0894,Partially Funded
SAV-07594,CUST-07594,1731.6,140919.77,0.1738,Fully Funded
SAV-07595,CUST-07595,830.63,18353.14,0.1019,Low
SAV-07596,CUST-07596,1149.3,95782.16,0.1218,Fully Funded
SAV-07597,CUST-07597,1210.5,25840.67,0.1944,Partially Funded
SAV-07598,CUST-07598,868.18,67912.71,0.2282,Fully Funded
SAV-07599,CUST-07599,596.8,65896.62,0.1378,Fully Funded
SAV-07600,CUST-07600,1268.74,102451.13,0.2139,Fully Funded
SAV-07601,CUST-07601,209.64,12233.04,0.1039,Fully Funded
SAV-07602,CUST-07602,1090.25,30372.91,0.1314,Partially Funded
SAV-07603,CUST-07603,1690.72,72365.97,0.1369,Fully Funded
SAV-07604,CUST-07604,549.93,22835.42,0.0944,Partially Funded
SAV-07605,CUST-07605,1976.81,33960.37,0.1518,Partially Funded
SAV-07606,CUST-07606,851.8,68810.36,0.1296,Fully Funded
SAV-07607,CUST-07607,569.16,13184.89,0.0994,Low
SAV-07608,CUST-07608,829.63,84744.67,0.1179,Fully Funded
SAV-07609,CUST-07609,1305.14,35831.64,0.2365,Fully Funded
SAV-07610,CUST-07610,990.83,29908.17,0.1727,Fully Funded
SAV-07611,CUST-07611,2034.94,176988.84,0.228,Fully Funded
SAV-07612,CUST-07612,1572.81,124078.57,0.1426,Fully Funded
SAV-07613,CUST-07613,1370.74,58698.06,0.1967,Fully Funded
SAV-07614,CUST-07614,248.82,14998.18,0.112,Fully Funded
SAV-07615,CUST-07615,1484.09,72032.52,0.1677,Fully Funded
SAV-07616,CUST-07616,518.81,11851.53,0.147,Partially Funded
SAV-07617,CUST-07617,597.0,11151.07,0.1118,Low
SAV-07618,CUST-07618,586.74,37076.57,0.1647,Fully Funded
SAV-07619,CUST-07619,412.08,28180.02,0.0858,Fully Funded
SAV-07620,CUST-07620,1862.28,59748.52,0.2118,Fully Funded
SAV-07621,CUST-07621,403.68,24963.0,0.1368,Fully Funded
SAV-07622,CUST-07622,128.67,1863.09,0.1247,Low
SAV-07623,CUST-07623,1121.44,64862.75,0.1427,Fully Funded
SAV-07624,CUST-07624,201.78,10624.75,0.1704,Fully Funded
SAV-07625,CUST-07625,2603.69,98425.12,0.2828,Fully Funded
SAV-07626,CUST-07626,803.56,28497.65,0.1612,Fully Funded
SAV-07627,CUST-07627,1260.67,106194.61,0.2377,Fully Funded
SAV-07628,CUST-07628,1382.83,41037.92,0.1413,Fully Funded
SAV-07629,CUST-07629,1161.01,103195.84,0.1622,Fully Funded
SAV-07630,CUST-07630,298.0,17491.93,0.0749,Partially Funded
SAV-07631,CUST-07631,814.43,66126.87,0.1093,Fully Funded
SAV-07632,CUST-07632,775.78,35948.57,0.1802,Fully Funded
SAV-07633,CUST-07633,2219.36,219337.52,0.2583,Fully Funded
SAV-07634,CUST-07634,826.49,82499.49,0.1718,Fully Funded
SAV-07635,CUST-07635,932.1,92556.23,0.2152,Fully Funded
SAV-07636,CUST-07636,1194.02,88293.9,0.2137,Fully Funded
SAV-07637,CUST-07637,597.42,37751.35,0.1468,Fully Funded
SAV-07638,CUST-07638,1680.43,111641.54,0.2344,Fully Funded
SAV-07639,CUST-07639,327.26,15760.39,0.104,Fully Funded
SAV-07640,CUST-07640,159.41,4563.32,0.1295,Partially Funded
SAV-07641,CUST-07641,2064.78,155073.27,0.215,Fully Funded
SAV-07642,CUST-07642,1446.74,145462.93,0.1754,Fully Funded
SAV-07643,CUST-07643,999.28,105416.61,0.1796,Fully Funded
SAV-07644,CUST-07644,1218.07,72282.89,0.1668,Fully Funded
SAV-07645,CUST-07645,2035.21,182192.82,0.2732,Fully Funded
SAV-07646,CUST-07646,1366.91,104753.06,0.2074,Fully Funded
SAV-07647,CUST-07647,434.72,38617.68,0.1163,Fully Funded
SAV-07648,CUST-07648,92.43,5098.56,0.1163,Fully Funded
SAV-07649,CUST-07649,364.15,16201.79,0.0692,Partially Funded
SAV-07650,CUST-07650,1776.41,35124.7,0.3484,Fully Funded
SAV-07651,CUST-07651,772.65,70627.39,0.1876,Fully Funded
SAV-07652,CUST-07652,1975.16,40298.04,0.2633,Fully Funded
SAV-07653,CUST-07653,1889.57,45948.49,0.2224,Fully Funded
SAV-07654,CUST-07654,541.99,49007.22,0.132,Fully Funded
SAV-07655,CUST-07655,1178.71,98116.35,0.1186,Fully Funded
SAV-07656,CUST-07656,1000.67,63343.61,0.1829,Fully Funded
SAV-07657,CUST-07657,477.44,36818.67,0.1949,Fully Funded
SAV-07658,CUST-07658,1433.91,122025.56,0.1771,Fully Funded
SAV-07659,CUST-07659,1971.88,102610.85,0.2487,Fully Funded
SAV-07660,CUST-07660,1067.63,74747.7,0.1602,Fully Funded
SAV-07661,CUST-07661,1956.39,145399.45,0.2148,Fully Funded
SAV-07662,CUST-07662,1602.69,81558.5,0.1363,Fully Funded
SAV-07663,CUST-07663,1425.58,134447.91,0.1627,Fully Funded
