transaction_id,customer_id,transaction_date,transaction_type,category,amount,payment_method,merchant_type
TXN-0036607,CUST-07245,2022-09-30 00:00:00,Debit,Shopping,254.46,Bank Transfer,Service Provider
TXN-0036608,CUST-07245,2024-05-24 00:00:00,Debit,Travel,808.04,Digital Wallet,Restaurant
TXN-0036609,CUST-07246,2025-07-30 00:00:00,Debit,Entertainment,145.93,Cash,Restaurant
TXN-0036610,CUST-07246,2025-01-30 00:00:00,Debit,Entertainment,96.94,Digital Wallet,Service Provider
TXN-0036611,CUST-07247,2025-08-05 00:00:00,Debit,Education,1435.56,Bank Transfer,Supermarket
TXN-0036612,CUST-07247,2024-09-16 00:00:00,Debit,Entertainment,89.41,Credit Card,Electronics
TXN-0036613,CUST-07247,2024-08-14 00:00:00,Debit,Utilities,307.29,Digital Wallet,Online Retail
TXN-0036614,CUST-07247,2025-09-23 00:00:00,Debit,Transfer,421.05,Credit Card,Gas Station
TXN-0036615,CUST-07247,2024-12-14 00:00:00,Debit,Subscription,16.91,Bank Transfer,Supermarket
TXN-0036616,CUST-07247,2025-11-08 00:00:00,Debit,Dining,133.97,Credit Card,Electronics
TXN-0036617,CUST-07248,2025-06-19 00:00:00,Debit,Subscription,60.57,Debit Card,Apparel
TXN-0036618,CUST-07248,2024-11-29 00:00:00,Debit,Transfer,1991.21,Cash,Restaurant
TXN-0036619,CUST-07248,2024-09-10 00:00:00,Debit,Healthcare,393.84,Cash,Restaurant
TXN-0036620,CUST-07248,2023-06-28 00:00:00,Debit,Entertainment,188.29,Bank Transfer,Electronics
TXN-0036621,CUST-07248,2023-03-16 00:00:00,Debit,Travel,614.5,Digital Wallet,Service Provider
TXN-0036622,CUST-07248,2024-10-10 00:00:00,Credit,Transfer,793.32,Cash,Supermarket
TXN-0036623,CUST-07248,2024-09-12 00:00:00,Debit,Shopping,409.69,Debit Card,Restaurant
TXN-0036624,CUST-07248,2023-12-25 00:00:00,Debit,Groceries,240.28,Debit Card,General Merchant
TXN-0036625,CUST-07248,2024-05-30 00:00:00,Debit,Entertainment,176.56,Cash,Gas Station
TXN-0036626,CUST-07249,2024-05-03 00:00:00,Debit,Utilities,232.53,Credit Card,Service Provider
TXN-0036627,CUST-07249,2025-01-26 00:00:00,Debit,Groceries,195.39,Cash,Apparel
TXN-0036628,CUST-07249,2024-03-13 00:00:00,Debit,Groceries,32.72,Digital Wallet,Service Provider
TXN-0036629,CUST-07249,2024-06-12 00:00:00,Debit,Entertainment,95.39,Cash,Restaurant
TXN-0036630,CUST-07249,2023-12-30 00:00:00,Debit,Shopping,92.16,Cash,Apparel
TXN-0036631,CUST-07249,2024-06-03 00:00:00,Debit,Healthcare,233.37,Debit Card,Service Provider
TXN-0036632,CUST-07249,2024-09-26 00:00:00,Credit,Transfer,932.07,Bank Transfer,Service Provider
TXN-0036633,CUST-07250,2021-07-22 00:00:00,Debit,Entertainment,59.7,Cash,Supermarket
TXN-0036634,CUST-07250,2020-02-10 00:00:00,Debit,Dining,66.08,Credit Card,Electronics
TXN-0036635,CUST-07250,2021-09-06 00:00:00,Debit,Shopping,177.5,Credit Card,Gas Station
TXN-0036636,CUST-07250,2020-02-18 00:00:00,Debit,Healthcare,149.41,Bank Transfer,Electronics
TXN-0036637,CUST-07250,2022-01-04 00:00:00,Debit,Groceries,275.04,Debit Card,Apparel
TXN-0036638,CUST-07250,2021-05-14 00:00:00,Debit,Travel,291.6,Credit Card,Healthcare
TXN-0036639,CUST-07250,2019-04-25 00:00:00,Debit,Subscription,49.49,Bank Transfer,Gas Station
TXN-0036640,CUST-07251,2020-10-06 00:00:00,Debit,Subscription,50.32,Debit Card,Healthcare
TXN-0036641,CUST-07251,2022-07-24 00:00:00,Debit,Entertainment,121.08,Cash,Gas Station
TXN-0036642,CUST-07251,2024-04-15 00:00:00,Debit,Transfer,2043.97,Digital Wallet,Service Provider
TXN-0036643,CUST-07251,2023-11-03 00:00:00,Debit,Travel,985.51,Digital Wallet,General Merchant
TXN-0036644,CUST-07251,2025-11-11 00:00:00,Debit,Entertainment,184.64,Debit Card,Electronics
TXN-0036645,CUST-07252,2023-12-09 00:00:00,Debit,Shopping,461.42,Credit Card,Apparel
TXN-0036646,CUST-07252,2021-10-05 00:00:00,Debit,Travel,156.86,Bank Transfer,Online Retail
TXN-0036647,CUST-07252,2024-02-23 00:00:00,Debit,Education,481.64,Digital Wallet,Service Provider
TXN-0036648,CUST-07252,2024-09-05 00:00:00,Debit,Groceries,127.21,Debit Card,Service Provider
TXN-0036649,CUST-07252,2023-07-30 00:00:00,Debit,Transfer,109.67,Digital Wallet,Gas Station
TXN-0036650,CUST-07253,2020-09-11 00:00:00,Debit,Dining,156.65,Bank Transfer,Restaurant
TXN-0036651,CUST-07253,2024-02-25 00:00:00,Debit,Dining,145.18,Digital Wallet,Online Retail
TXN-0036652,CUST-07253,2020-04-29 00:00:00,Debit,Entertainment,46.86,Digital Wallet,Restaurant
TXN-0036653,CUST-07253,2021-04-12 00:00:00,Debit,Groceries,272.24,Digital Wallet,Restaurant
TXN-0036654,CUST-07253,2021-11-11 00:00:00,Debit,Subscription,38.0,Bank Transfer,Electronics
TXN-0036655,CUST-07253,2024-06-09 00:00:00,Debit,Subscription,13.43,Debit Card,Service Provider
TXN-0036656,CUST-07253,2021-01-25 00:00:00,Debit,Entertainment,14.52,Digital Wallet,Online Retail
TXN-0036657,CUST-07254,2023-07-17 00:00:00,Debit,Travel,390.46,Debit Card,Electronics
TXN-0036658,CUST-07254,2023-03-01 00:00:00,Debit,Groceries,137.95,Credit Card,Gas Station
TXN-0036659,CUST-07254,2023-05-26 00:00:00,Debit,Shopping,44.1,Cash,Online Retail
TXN-0036660,CUST-07254,2025-05-17 00:00:00,Debit,Subscription,12.51,Credit Card,Healthcare
TXN-0036661,CUST-07254,2025-04-27 00:00:00,Debit,Groceries,122.52,Cash,Service Provider
TXN-0036662,CUST-07254,2023-01-03 00:00:00,Debit,Transfer,1612.17,Debit Card,Gas Station
TXN-0036663,CUST-07254,2024-04-20 00:00:00,Credit,Transfer,304.69,Cash,Service Provider
TXN-0036664,CUST-07254,2025-09-23 00:00:00,Debit,Transfer,1776.34,Credit Card,Electronics
TXN-0036665,CUST-07255,2018-08-09 00:00:00,Debit,Groceries,172.0,Digital Wallet,Apparel
TXN-0036666,CUST-07255,2022-05-02 00:00:00,Debit,Education,697.79,Cash,Apparel
TXN-0036667,CUST-07255,2021-04-02 00:00:00,Debit,Entertainment,45.71,Digital Wallet,Electronics
TXN-0036668,CUST-07255,2023-05-24 00:00:00,Debit,Dining,125.49,Debit Card,Restaurant
TXN-0036669,CUST-07255,2024-05-22 00:00:00,Debit,Groceries,173.4,Debit Card,Healthcare
TXN-0036670,CUST-07255,2022-12-10 00:00:00,Debit,Shopping,391.47,Debit Card,Supermarket
TXN-0036671,CUST-07255,2021-02-18 00:00:00,Debit,Healthcare,210.8,Bank Transfer,Supermarket
TXN-0036672,CUST-07255,2022-07-08 00:00:00,Debit,Travel,1289.68,Debit Card,Gas Station
TXN-0036673,CUST-07256,2024-01-22 00:00:00,Debit,Healthcare,444.46,Bank Transfer,Electronics
TXN-0036674,CUST-07256,2021-10-01 00:00:00,Debit,Travel,559.67,Digital Wallet,Apparel
TXN-0036675,CUST-07256,2024-10-07 00:00:00,Debit,Travel,232.64,Cash,Supermarket
TXN-0036676,CUST-07257,2024-03-30 00:00:00,Debit,Shopping,170.47,Debit Card,Electronics
TXN-0036677,CUST-07257,2024-08-02 00:00:00,Debit,Subscription,12.59,Cash,Electronics
TXN-0036678,CUST-07258,2024-09-15 00:00:00,Debit,Dining,43.97,Credit Card,Electronics
TXN-0036679,CUST-07258,2025-09-10 00:00:00,Debit,Education,128.71,Cash,Healthcare
TXN-0036680,CUST-07258,2025-10-07 00:00:00,Debit,Healthcare,432.94,Digital Wallet,Healthcare
TXN-0036681,CUST-07258,2024-12-08 00:00:00,Debit,Utilities,196.23,Bank Transfer,Online Retail
TXN-0036682,CUST-07258,2025-10-09 00:00:00,Debit,Groceries,54.73,Bank Transfer,Electronics
TXN-0036683,CUST-07258,2025-05-27 00:00:00,Debit,Dining,120.94,Debit Card,Supermarket
TXN-0036684,CUST-07258,2023-08-30 00:00:00,Debit,Shopping,381.47,Bank Transfer,Service Provider
TXN-0036685,CUST-07259,2023-09-24 00:00:00,Debit,Travel,1015.12,Digital Wallet,Online Retail
TXN-0036686,CUST-07259,2025-12-04 00:00:00,Debit,Education,662.73,Digital Wallet,Online Retail
TXN-0036687,CUST-07260,2021-12-29 00:00:00,Debit,Groceries,125.44,Digital Wallet,Apparel
TXN-0036688,CUST-07260,2024-02-09 00:00:00,Debit,Education,488.41,Debit Card,Electronics
TXN-0036689,CUST-07260,2022-07-22 00:00:00,Debit,Entertainment,88.03,Digital Wallet,Electronics
TXN-0036690,CUST-07260,2024-03-22 00:00:00,Debit,Utilities,86.79,Credit Card,Healthcare
TXN-0036691,CUST-07261,2020-08-11 00:00:00,Debit,Groceries,246.78,Credit Card,Restaurant
TXN-0036692,CUST-07261,2022-04-19 00:00:00,Debit,Dining,153.38,Digital Wallet,Supermarket
TXN-0036693,CUST-07261,2020-12-29 00:00:00,Debit,Entertainment,115.43,Debit Card,Healthcare
TXN-0036694,CUST-07261,2023-02-14 00:00:00,Debit,Shopping,93.17,Digital Wallet,Electronics
TXN-0036695,CUST-07261,2025-05-21 00:00:00,Debit,Healthcare,450.26,Digital Wallet,Electronics
TXN-0036696,CUST-07261,2024-12-07 00:00:00,Debit,Subscription,39.15,Credit Card,Healthcare
TXN-0036697,CUST-07262,2025-04-30 00:00:00,Debit,Healthcare,483.89,Cash,Gas Station
TXN-0036698,CUST-07262,2022-01-28 00:00:00,Debit,Travel,950.85,Credit Card,Restaurant
TXN-0036699,CUST-07262,2024-11-14 00:00:00,Debit,Dining,20.83,Cash,Service Provider
TXN-0036700,CUST-07262,2024-02-16 00:00:00,Debit,Education,747.62,Bank Transfer,Electronics
TXN-0036701,CUST-07262,2023-10-09 00:00:00,Debit,Travel,1141.33,Digital Wallet,Restaurant
TXN-0036702,CUST-07262,2022-09-03 00:00:00,Debit,Healthcare,272.36,Debit Card,Supermarket
TXN-0036703,CUST-07262,2022-02-05 00:00:00,Debit,Dining,97.79,Credit Card,Restaurant
TXN-0036704,CUST-07262,2022-01-11 00:00:00,Debit,Utilities,315.59,Debit Card,Healthcare
TXN-0036705,CUST-07262,2023-10-02 00:00:00,Debit,Groceries,56.48,Debit Card,Supermarket
TXN-0036706,CUST-07263,2022-09-07 00:00:00,Debit,Groceries,245.88,Cash,Gas Station
TXN-0036707,CUST-07263,2024-05-05 00:00:00,Debit,Healthcare,388.22,Debit Card,Healthcare
TXN-0036708,CUST-07263,2025-04-28 00:00:00,Debit,Shopping,241.62,Debit Card,Healthcare
TXN-0036709,CUST-07264,2024-10-23 00:00:00,Credit,Transfer,1908.13,Digital Wallet,Online Retail
TXN-0036710,CUST-07264,2025-11-10 00:00:00,Debit,Education,890.05,Debit Card,Restaurant
TXN-0036711,CUST-07265,2024-11-26 00:00:00,Debit,Transfer,1611.37,Cash,Electronics
TXN-0036712,CUST-07265,2023-04-26 00:00:00,Debit,Education,691.48,Credit Card,Supermarket
TXN-0036713,CUST-07265,2023-06-30 00:00:00,Debit,Utilities,306.8,Digital Wallet,Service Provider
TXN-0036714,CUST-07265,2023-02-19 00:00:00,Debit,Dining,93.96,Digital Wallet,Healthcare
TXN-0036715,CUST-07265,2022-10-21 00:00:00,Debit,Utilities,299.15,Credit Card,Healthcare
TXN-0036716,CUST-07266,2025-05-11 00:00:00,Debit,Entertainment,82.8,Credit Card,Restaurant
TXN-0036717,CUST-07266,2025-12-11 00:00:00,Debit,Shopping,420.26,Cash,Online Retail
TXN-0036718,CUST-07266,2025-02-03 00:00:00,Credit,Transfer,1528.16,Debit Card,Online Retail
TXN-0036719,CUST-07267,2024-05-02 00:00:00,Debit,Dining,56.37,Cash,Electronics
TXN-0036720,CUST-07267,2024-11-08 00:00:00,Debit,Shopping,134.25,Credit Card,Gas Station
TXN-0036721,CUST-07267,2023-04-29 00:00:00,Debit,Utilities,325.38,Bank Transfer,Electronics
TXN-0036722,CUST-07267,2023-11-28 00:00:00,Debit,Dining,179.48,Cash,Online Retail
TXN-0036723,CUST-07267,2024-03-05 00:00:00,Debit,Subscription,12.82,Debit Card,Electronics
TXN-0036724,CUST-07268,2021-12-28 00:00:00,Debit,Travel,562.78,Cash,Gas Station
TXN-0036725,CUST-07268,2021-08-13 00:00:00,Debit,Groceries,155.65,Digital Wallet,Service Provider
TXN-0036726,CUST-07268,2023-01-27 00:00:00,Credit,Transfer,1030.57,Bank Transfer,Electronics
TXN-0036727,CUST-07268,2025-01-07 00:00:00,Debit,Subscription,27.77,Digital Wallet,Restaurant
TXN-0036728,CUST-07268,2020-07-20 00:00:00,Debit,Subscription,9.41,Debit Card,Gas Station
TXN-0036729,CUST-07268,2022-01-31 00:00:00,Debit,Utilities,71.97,Cash,Service Provider
TXN-0036730,CUST-07268,2021-06-18 00:00:00,Debit,Healthcare,347.92,Bank Transfer,Gas Station
TXN-0036731,CUST-07268,2023-04-23 00:00:00,Debit,Entertainment,73.91,Debit Card,Apparel
TXN-0036732,CUST-07269,2024-09-19 00:00:00,Debit,Transfer,2262.13,Debit Card,Electronics
TXN-0036733,CUST-07269,2025-02-12 00:00:00,Debit,Shopping,475.19,Credit Card,Supermarket
TXN-0036734,CUST-07269,2024-10-20 00:00:00,Debit,Travel,1401.17,Debit Card,Supermarket
TXN-0036735,CUST-07269,2023-11-12 00:00:00,Debit,Dining,175.49,Debit Card,Gas Station
TXN-0036736,CUST-07269,2024-02-15 00:00:00,Debit,Utilities,171.3,Digital Wallet,Online Retail
TXN-0036737,CUST-07269,2023-08-02 00:00:00,Debit,Subscription,7.37,Debit Card,Restaurant
TXN-0036738,CUST-07269,2025-07-29 00:00:00,Debit,Entertainment,204.36,Digital Wallet,Apparel
TXN-0036739,CUST-07269,2025-04-18 00:00:00,Debit,Healthcare,253.36,Cash,Online Retail
TXN-0036740,CUST-07270,2023-11-23 00:00:00,Debit,Groceries,120.76,Cash,Healthcare
TXN-0036741,CUST-07270,2025-04-04 00:00:00,Debit,Dining,54.42,Debit Card,Apparel
TXN-0036742,CUST-07270,2023-07-18 00:00:00,Debit,Shopping,290.0,Digital Wallet,Online Retail
TXN-0036743,CUST-07270,2024-08-05 00:00:00,Debit,Education,1260.18,Digital Wallet,Gas Station
TXN-0036744,CUST-07270,2023-04-28 00:00:00,Debit,Healthcare,276.16,Credit Card,Apparel
TXN-0036745,CUST-07270,2023-06-28 00:00:00,Debit,Travel,135.53,Bank Transfer,Online Retail
TXN-0036746,CUST-07271,2020-09-06 00:00:00,Debit,Shopping,289.31,Bank Transfer,Restaurant
TXN-0036747,CUST-07271,2022-12-10 00:00:00,Debit,Entertainment,209.48,Bank Transfer,Supermarket
TXN-0036748,CUST-07271,2023-01-30 00:00:00,Debit,Dining,32.74,Cash,Apparel
TXN-0036749,CUST-07271,2025-08-28 00:00:00,Debit,Healthcare,551.72,Credit Card,Electronics
TXN-0036750,CUST-07271,2020-11-19 00:00:00,Debit,Education,1128.79,Cash,Electronics
TXN-0036751,CUST-07271,2024-07-18 00:00:00,Debit,Entertainment,150.51,Bank Transfer,Electronics
TXN-0036752,CUST-07272,2024-03-02 00:00:00,Debit,Utilities,222.91,Cash,Supermarket
TXN-0036753,CUST-07272,2022-11-14 00:00:00,Debit,Travel,491.0,Debit Card,Gas Station
TXN-0036754,CUST-07272,2024-03-23 00:00:00,Debit,Groceries,124.48,Cash,Healthcare
TXN-0036755,CUST-07272,2023-09-30 00:00:00,Debit,Subscription,42.74,Debit Card,Online Retail
TXN-0036756,CUST-07273,2022-09-30 00:00:00,Debit,Education,1446.69,Digital Wallet,Healthcare
TXN-0036757,CUST-07273,2025-10-12 00:00:00,Debit,Shopping,73.91,Cash,Apparel
TXN-0036758,CUST-07273,2022-05-19 00:00:00,Debit,Education,726.97,Debit Card,Service Provider
TXN-0036759,CUST-07273,2023-03-06 00:00:00,Debit,Subscription,5.53,Debit Card,Healthcare
TXN-0036760,CUST-07274,2023-08-16 00:00:00,Debit,Education,553.07,Digital Wallet,Electronics
TXN-0036761,CUST-07274,2024-01-21 00:00:00,Debit,Healthcare,282.32,Bank Transfer,Supermarket
TXN-0036762,CUST-07274,2023-06-21 00:00:00,Debit,Utilities,204.33,Debit Card,Healthcare
TXN-0036763,CUST-07274,2025-11-14 00:00:00,Debit,Groceries,92.92,Bank Transfer,Online Retail
TXN-0036764,CUST-07274,2024-10-16 00:00:00,Debit,Shopping,146.56,Credit Card,Online Retail
TXN-0036765,CUST-07274,2025-02-28 00:00:00,Debit,Groceries,41.78,Bank Transfer,Gas Station
TXN-0036766,CUST-07274,2024-04-26 00:00:00,Debit,Shopping,223.6,Credit Card,Supermarket
TXN-0036767,CUST-07275,2025-02-28 00:00:00,Debit,Travel,169.03,Bank Transfer,Healthcare
TXN-0036768,CUST-07275,2025-01-25 00:00:00,Debit,Transfer,987.5,Bank Transfer,Healthcare
TXN-0036769,CUST-07275,2024-08-29 00:00:00,Debit,Healthcare,318.95,Credit Card,Restaurant
TXN-0036770,CUST-07275,2024-12-13 00:00:00,Debit,Utilities,179.03,Digital Wallet,Restaurant
TXN-0036771,CUST-07275,2025-02-09 00:00:00,Debit,Travel,834.64,Digital Wallet,Supermarket
TXN-0036772,CUST-07276,2023-09-14 00:00:00,Debit,Shopping,140.49,Cash,Restaurant
TXN-0036773,CUST-07276,2024-05-06 00:00:00,Debit,Travel,1153.79,Cash,Service Provider
TXN-0036774,CUST-07276,2020-04-11 00:00:00,Debit,Utilities,130.5,Digital Wallet,Service Provider
TXN-0036775,CUST-07276,2021-08-22 00:00:00,Debit,Transfer,1587.86,Credit Card,Service Provider
TXN-0036776,CUST-07276,2024-10-25 00:00:00,Debit,Education,661.27,Debit Card,Apparel
TXN-0036777,CUST-07276,2021-01-18 00:00:00,Debit,Healthcare,451.28,Cash,Service Provider
TXN-0036778,CUST-07276,2022-07-20 00:00:00,Debit,Education,500.15,Digital Wallet,Service Provider
TXN-0036779,CUST-07277,2023-11-16 00:00:00,Debit,Subscription,54.21,Digital Wallet,Supermarket
TXN-0036780,CUST-07277,2023-10-16 00:00:00,Debit,Dining,27.0,Cash,Supermarket
TXN-0036781,CUST-07277,2023-04-13 00:00:00,Debit,Entertainment,121.8,Digital Wallet,Electronics
TXN-0036782,CUST-07277,2021-11-19 00:00:00,Debit,Utilities,206.41,Credit Card,Restaurant
TXN-0036783,CUST-07278,2022-01-25 00:00:00,Debit,Healthcare,363.73,Credit Card,Healthcare
TXN-0036784,CUST-07278,2023-05-03 00:00:00,Debit,Education,1087.71,Credit Card,Online Retail
TXN-0036785,CUST-07278,2021-05-24 00:00:00,Debit,Shopping,260.39,Debit Card,Healthcare
TXN-0036786,CUST-07278,2024-01-28 00:00:00,Debit,Transfer,516.59,Digital Wallet,Online Retail
TXN-0036787,CUST-07278,2022-10-16 00:00:00,Debit,Subscription,20.43,Digital Wallet,Healthcare
TXN-0036788,CUST-07279,2023-11-20 00:00:00,Debit,Dining,22.79,Debit Card,Supermarket
TXN-0036789,CUST-07279,2023-03-20 00:00:00,Debit,Travel,139.37,Cash,Supermarket
TXN-0036790,CUST-07280,2023-02-10 00:00:00,Debit,Groceries,68.03,Debit Card,Service Provider
TXN-0036791,CUST-07280,2024-12-09 00:00:00,Debit,Dining,113.74,Debit Card,Service Provider
TXN-0036792,CUST-07280,2023-01-17 00:00:00,Debit,Subscription,34.29,Debit Card,Supermarket
TXN-0036793,CUST-07280,2025-11-21 00:00:00,Debit,Utilities,100.65,Bank Transfer,Service Provider
TXN-0036794,CUST-07280,2022-12-01 00:00:00,Debit,Utilities,75.27,Credit Card,Online Retail
TXN-0036795,CUST-07280,2023-10-05 00:00:00,Debit,Groceries,55.27,Digital Wallet,Online Retail
TXN-0036796,CUST-07280,2025-01-26 00:00:00,Debit,Groceries,101.07,Digital Wallet,Restaurant
TXN-0036797,CUST-07280,2024-12-05 00:00:00,Debit,Shopping,413.89,Digital Wallet,Restaurant
TXN-0036798,CUST-07280,2024-03-29 00:00:00,Debit,Education,595.34,Cash,Healthcare
TXN-0036799,CUST-07281,2025-11-07 00:00:00,Debit,Groceries,78.95,Cash,Online Retail
TXN-0036800,CUST-07281,2022-02-20 00:00:00,Debit,Dining,133.59,Bank Transfer,Apparel
TXN-0036801,CUST-07281,2023-12-05 00:00:00,Debit,Subscription,54.34,Credit Card,General Merchant
TXN-0036802,CUST-07281,2022-11-19 00:00:00,Debit,Subscription,40.16,Credit Card,Healthcare
TXN-0036803,CUST-07281,2022-04-27 00:00:00,Debit,Dining,169.1,Cash,Gas Station
TXN-0036804,CUST-07282,2025-03-17 00:00:00,Debit,Healthcare,155.55,Digital Wallet,Electronics
TXN-0036805,CUST-07282,2024-07-27 00:00:00,Debit,Utilities,106.74,Credit Card,Gas Station
TXN-0036806,CUST-07282,2024-11-15 00:00:00,Debit,Healthcare,275.02,Cash,Online Retail
TXN-0036807,CUST-07282,2023-11-12 00:00:00,Debit,Travel,1293.14,Credit Card,Service Provider
TXN-0036808,CUST-07282,2024-08-09 00:00:00,Debit,Subscription,35.55,Credit Card,Electronics
TXN-0036809,CUST-07282,2025-07-05 00:00:00,Debit,Subscription,16.06,Cash,Healthcare
TXN-0036810,CUST-07282,2024-08-31 00:00:00,Debit,Entertainment,42.41,Cash,Electronics
TXN-0036811,CUST-07282,2025-01-29 00:00:00,Debit,Transfer,253.63,Debit Card,Apparel
TXN-0036812,CUST-07283,2019-04-13 00:00:00,Debit,Utilities,303.76,Credit Card,Restaurant
TXN-0036813,CUST-07283,2020-03-06 00:00:00,Debit,Entertainment,48.44,Debit Card,Restaurant
TXN-0036814,CUST-07283,2025-09-07 00:00:00,Debit,Education,528.2,Debit Card,Supermarket
TXN-0036815,CUST-07283,2024-03-22 00:00:00,Debit,Education,1184.7,Bank Transfer,Restaurant
TXN-0036816,CUST-07283,2019-09-04 00:00:00,Debit,Travel,1004.86,Digital Wallet,Healthcare
TXN-0036817,CUST-07283,2021-08-25 00:00:00,Debit,Entertainment,37.59,Bank Transfer,Online Retail
TXN-0036818,CUST-07284,2023-04-17 00:00:00,Debit,Shopping,412.58,Cash,Supermarket
TXN-0036819,CUST-07284,2025-09-21 00:00:00,Debit,Entertainment,34.33,Debit Card,Supermarket
TXN-0036820,CUST-07284,2023-05-03 00:00:00,Credit,Transfer,264.8,Bank Transfer,Restaurant
TXN-0036821,CUST-07284,2024-09-27 00:00:00,Debit,Shopping,346.29,Bank Transfer,Apparel
TXN-0036822,CUST-07285,2023-09-15 00:00:00,Debit,Travel,737.01,Bank Transfer,Supermarket
TXN-0036823,CUST-07285,2024-08-03 00:00:00,Debit,Healthcare,116.3,Debit Card,Gas Station
TXN-0036824,CUST-07286,2021-08-09 00:00:00,Debit,Education,1504.54,Debit Card,Electronics
TXN-0036825,CUST-07286,2023-11-04 00:00:00,Debit,Groceries,220.59,Cash,Apparel
TXN-0036826,CUST-07286,2019-11-14 00:00:00,Debit,Transfer,774.78,Debit Card,Service Provider
TXN-0036827,CUST-07286,2023-10-24 00:00:00,Debit,Dining,83.28,Cash,Supermarket
TXN-0036828,CUST-07287,2023-11-17 00:00:00,Debit,Shopping,206.88,Cash,Electronics
TXN-0036829,CUST-07287,2022-03-11 00:00:00,Debit,Entertainment,212.57,Debit Card,General Merchant
TXN-0036830,CUST-07287,2022-04-19 00:00:00,Debit,Dining,105.98,Bank Transfer,Service Provider
TXN-0036831,CUST-07287,2025-06-10 00:00:00,Debit,Subscription,32.5,Debit Card,Gas Station
TXN-0036832,CUST-07288,2022-05-11 00:00:00,Debit,Healthcare,105.3,Credit Card,Healthcare
TXN-0036833,CUST-07288,2023-03-29 00:00:00,Debit,Groceries,155.89,Bank Transfer,Gas Station
TXN-0036834,CUST-07288,2022-11-28 00:00:00,Debit,Dining,50.48,Cash,Restaurant
TXN-0036835,CUST-07288,2023-02-10 00:00:00,Debit,Groceries,226.96,Debit Card,Service Provider
TXN-0036836,CUST-07288,2023-10-11 00:00:00,Debit,Healthcare,395.98,Cash,Service Provider
TXN-0036837,CUST-07288,2025-11-12 00:00:00,Debit,Healthcare,98.34,Digital Wallet,Electronics
TXN-0036838,CUST-07288,2022-06-27 00:00:00,Debit,Travel,999.21,Credit Card,Electronics
TXN-0036839,CUST-07289,2023-05-30 00:00:00,Debit,Education,309.19,Bank Transfer,Healthcare
TXN-0036840,CUST-07289,2021-08-19 00:00:00,Debit,Healthcare,257.91,Debit Card,Supermarket
TXN-0036841,CUST-07289,2022-07-18 00:00:00,Debit,Entertainment,192.19,Bank Transfer,Healthcare
TXN-0036842,CUST-07290,2023-06-11 00:00:00,Debit,Subscription,54.5,Cash,Online Retail
TXN-0036843,CUST-07290,2024-11-09 00:00:00,Credit,Transfer,397.54,Debit Card,Gas Station
TXN-0036844,CUST-07290,2023-07-29 00:00:00,Debit,Education,1386.88,Debit Card,Service Provider
TXN-0036845,CUST-07290,2023-10-16 00:00:00,Debit,Shopping,143.87,Cash,Apparel
TXN-0036846,CUST-07290,2025-11-13 00:00:00,Debit,Shopping,73.16,Cash,Gas Station
TXN-0036847,CUST-07291,2023-12-14 00:00:00,Debit,Travel,132.72,Digital Wallet,Healthcare
TXN-0036848,CUST-07291,2023-02-16 00:00:00,Debit,Education,1125.94,Cash,Gas Station
TXN-0036849,CUST-07291,2020-11-07 00:00:00,Debit,Dining,33.2,Cash,Restaurant
TXN-0036850,CUST-07291,2022-05-21 00:00:00,Debit,Subscription,22.8,Digital Wallet,Service Provider
TXN-0036851,CUST-07292,2025-02-03 00:00:00,Debit,Healthcare,265.32,Bank Transfer,Online Retail
TXN-0036852,CUST-07292,2024-03-23 00:00:00,Debit,Subscription,13.68,Cash,Online Retail
TXN-0036853,CUST-07292,2020-10-27 00:00:00,Debit,Shopping,77.51,Digital Wallet,Apparel
TXN-0036854,CUST-07292,2020-11-01 00:00:00,Debit,Subscription,15.19,Cash,Electronics
TXN-0036855,CUST-07293,2025-06-28 00:00:00,Debit,Travel,1051.6,Debit Card,Apparel
TXN-0036856,CUST-07293,2024-07-11 00:00:00,Debit,Travel,1301.93,Credit Card,Electronics
TXN-0036857,CUST-07293,2024-07-02 00:00:00,Debit,Healthcare,211.38,Bank Transfer,Healthcare
TXN-0036858,CUST-07293,2025-06-08 00:00:00,Debit,Entertainment,43.26,Credit Card,Healthcare
TXN-0036859,CUST-07293,2025-12-30 00:00:00,Debit,Healthcare,169.04,Debit Card,Healthcare
TXN-0036860,CUST-07293,2024-02-15 00:00:00,Debit,Education,191.62,Debit Card,Online Retail
TXN-0036861,CUST-07294,2023-09-24 00:00:00,Debit,Entertainment,55.36,Credit Card,Restaurant
TXN-0036862,CUST-07294,2021-07-24 00:00:00,Debit,Utilities,237.97,Cash,Electronics
TXN-0036863,CUST-07294,2022-11-07 00:00:00,Debit,Education,1349.52,Digital Wallet,Supermarket
TXN-0036864,CUST-07294,2024-02-21 00:00:00,Debit,Shopping,383.18,Credit Card,Electronics
TXN-0036865,CUST-07294,2023-11-11 00:00:00,Debit,Shopping,182.18,Bank Transfer,Restaurant
TXN-0036866,CUST-07295,2022-02-16 00:00:00,Debit,Dining,20.07,Debit Card,Gas Station
TXN-0036867,CUST-07295,2021-03-24 00:00:00,Debit,Dining,161.25,Credit Card,Online Retail
TXN-0036868,CUST-07295,2025-02-10 00:00:00,Debit,Dining,123.54,Digital Wallet,Apparel
TXN-0036869,CUST-07295,2024-05-26 00:00:00,Debit,Shopping,364.34,Debit Card,Supermarket
