credit_id,customer_id,credit_score,payment_behavior,missed_payments,credit_utilization,credit_risk_category
CRED-06886,CUST-06886,636,Occasional Late,1,0.69,High Risk
CRED-06887,CUST-06887,753,On-Time,0,0.09,Low Risk
CRED-06888,CUST-06888,706,On-Time,2,0.25,Medium Risk
CRED-06889,CUST-06889,696,On-Time,0,0.39,Medium Risk
CRED-06890,CUST-06890,660,Occasional Late,4,0.46,High Risk
CRED-06891,CUST-06891,621,Frequently Late,1,0.8,High Risk
CRED-06892,CUST-06892,788,On-Time,0,0.05,Low Risk
CRED-06893,CUST-06893,624,Frequently Late,4,0.55,High Risk
CRED-06894,CUST-06894,604,Occasional Late,4,0.66,High Risk
CRED-06895,CUST-06895,731,On-Time,0,0.21,Medium Risk
CRED-06896,CUST-06896,613,Frequently Late,2,0.51,High Risk
CRED-06897,CUST-06897,618,Occasional Late,1,0.71,High Risk
CRED-06898,CUST-06898,731,On-Time,0,0.4,Medium Risk
CRED-06899,CUST-06899,660,Frequently Late,1,0.78,High Risk
CRED-06900,CUST-06900,744,On-Time,1,0.29,Medium Risk
CRED-06901,CUST-06901,704,Occasional Late,0,0.41,Medium Risk
CRED-06902,CUST-06902,743,On-Time,0,0.33,Medium Risk
CRED-06903,CUST-06903,761,On-Time,0,0.23,Low Risk
CRED-06904,CUST-06904,746,On-Time,0,0.42,Medium Risk
CRED-06905,CUST-06905,748,On-Time,1,0.32,Medium Risk
CRED-06906,CUST-06906,626,Occasional Late,2,0.85,High Risk
CRED-06907,CUST-06907,737,Occasional Late,0,0.5,Medium Risk
CRED-06908,CUST-06908,769,On-Time,0,0.16,Low Risk
CRED-06909,CUST-06909,741,Occasional Late,1,0.44,Medium Risk
CRED-06910,CUST-06910,763,On-Time,0,0.24,Low Risk
CRED-06911,CUST-06911,743,Occasional Late,0,0.25,Medium Risk
CRED-06912,CUST-06912,729,On-Time,0,0.35,Medium Risk
CRED-06913,CUST-06913,749,On-Time,1,0.21,Medium Risk
CRED-06914,CUST-06914,748,Occasional Late,2,0.45,Medium Risk
CRED-06915,CUST-06915,767,On-Time,0,0.25,Low Risk
CRED-06916,CUST-06916,662,Frequently Late,3,0.75,High Risk
CRED-06917,CUST-06917,631,Frequently Late,1,0.8,High Risk
CRED-06918,CUST-06918,650,Occasional Late,3,0.76,High Risk
CRED-06919,CUST-06919,477,Default Risk,8,0.72,Very High Risk
CRED-06920,CUST-06920,756,On-Time,0,0.24,Low Risk
CRED-06921,CUST-06921,716,On-Time,0,0.28,Medium Risk
CRED-06922,CUST-06922,679,On-Time,0,0.43,Medium Risk
CRED-06923,CUST-06923,727,Occasional Late,2,0.37,Medium Risk
CRED-06924,CUST-06924,609,Occasional Late,3,0.59,High Risk
CRED-06925,CUST-06925,666,Occasional Late,4,0.47,High Risk
CRED-06926,CUST-06926,799,On-Time,0,0.2,Low Risk
CRED-06927,CUST-06927,699,On-Time,0,0.25,Medium Risk
CRED-06928,CUST-06928,714,On-Time,0,0.24,Medium Risk
CRED-06929,CUST-06929,683,On-Time,1,0.44,Medium Risk
CRED-06930,CUST-06930,603,Occasional Late,4,0.5,High Risk
CRED-06931,CUST-06931,714,On-Time,0,0.31,Medium Risk
CRED-06932,CUST-06932,746,On-Time,1,0.41,Medium Risk
CRED-06933,CUST-06933,758,On-Time,0,0.07,Low Risk
CRED-06934,CUST-06934,589,Frequently Late,3,0.82,High Risk
CRED-06935,CUST-06935,727,On-Time,0,0.32,Medium Risk
CRED-06936,CUST-06936,737,Occasional Late,1,0.34,Medium Risk
CRED-06937,CUST-06937,701,Occasional Late,0,0.46,Medium Risk
CRED-06938,CUST-06938,609,Occasional Late,1,0.54,High Risk
CRED-06939,CUST-06939,724,On-Time,0,0.35,Medium Risk
CRED-06940,CUST-06940,676,On-Time,2,0.28,Medium Risk
CRED-06941,CUST-06941,745,On-Time,0,0.22,Medium Risk
CRED-06942,CUST-06942,742,On-Time,0,0.43,Medium Risk
CRED-06943,CUST-06943,710,On-Time,0,0.34,Medium Risk
CRED-06944,CUST-06944,689,On-Time,0,0.37,Medium Risk
CRED-06945,CUST-06945,606,Frequently Late,4,0.83,High Risk
CRED-06946,CUST-06946,782,On-Time,0,0.11,Low Risk
CRED-06947,CUST-06947,674,On-Time,0,0.26,Medium Risk
CRED-06948,CUST-06948,682,On-Time,0,0.38,Medium Risk
CRED-06949,CUST-06949,659,Occasional Late,2,0.81,High Risk
CRED-06950,CUST-06950,742,On-Time,0,0.44,Medium Risk
CRED-06951,CUST-06951,715,On-Time,0,0.28,Medium Risk
CRED-06952,CUST-06952,686,Occasional Late,0,0.33,Medium Risk
CRED-06953,CUST-06953,700,On-Time,2,0.38,Medium Risk
CRED-06954,CUST-06954,712,Occasional Late,0,0.43,Medium Risk
CRED-06955,CUST-06955,732,On-Time,1,0.39,Medium Risk
CRED-06956,CUST-06956,728,On-Time,1,0.48,Medium Risk
CRED-06957,CUST-06957,632,Frequently Late,3,0.73,High Risk
CRED-06958,CUST-06958,634,Occasional Late,3,0.52,High Risk
CRED-06959,CUST-06959,757,On-Time,0,0.2,Low Risk
CRED-06960,CUST-06960,698,On-Time,0,0.38,Medium Risk
CRED-06961,CUST-06961,656,Frequently Late,4,0.69,High Risk
CRED-06962,CUST-06962,780,On-Time,0,0.17,Low Risk
CRED-06963,CUST-06963,764,On-Time,0,0.08,Low Risk
CRED-06964,CUST-06964,654,Occasional Late,1,0.79,High Risk
CRED-06965,CUST-06965,698,On-Time,2,0.31,Medium Risk
CRED-06966,CUST-06966,668,Frequently Late,3,0.63,High Risk
CRED-06967,CUST-06967,708,Occasional Late,0,0.48,Medium Risk
CRED-06968,CUST-06968,737,On-Time,0,0.32,Medium Risk
CRED-06969,CUST-06969,737,Occasional Late,2,0.46,Medium Risk
CRED-06970,CUST-06970,548,Default Risk,6,0.77,Very High Risk
CRED-06971,CUST-06971,723,Occasional Late,1,0.31,Medium Risk
CRED-06972,CUST-06972,780,On-Time,0,0.1,Low Risk
CRED-06973,CUST-06973,675,Occasional Late,0,0.34,Medium Risk
CRED-06974,CUST-06974,760,On-Time,0,0.15,Low Risk
CRED-06975,CUST-06975,713,Occasional Late,0,0.23,Medium Risk
CRED-06976,CUST-06976,698,On-Time,0,0.49,Medium Risk
CRED-06977,CUST-06977,670,Occasional Late,0,0.26,Medium Risk
CRED-06978,CUST-06978,750,On-Time,0,0.14,Low Risk
CRED-06979,CUST-06979,714,On-Time,0,0.45,Medium Risk
CRED-06980,CUST-06980,694,On-Time,0,0.4,Medium Risk
CRED-06981,CUST-06981,781,On-Time,0,0.11,Low Risk
CRED-06982,CUST-06982,713,On-Time,0,0.37,Medium Risk
CRED-06983,CUST-06983,629,Occasional Late,3,0.78,High Risk
CRED-06984,CUST-06984,700,Occasional Late,1,0.34,Medium Risk
CRED-06985,CUST-06985,686,On-Time,0,0.24,Medium Risk
CRED-06986,CUST-06986,715,On-Time,0,0.39,Medium Risk
CRED-06987,CUST-06987,671,On-Time,0,0.22,Medium Risk
CRED-06988,CUST-06988,660,Occasional Late,3,0.47,High Risk
CRED-06989,CUST-06989,697,On-Time,0,0.3,Medium Risk
CRED-06990,CUST-06990,680,Occasional Late,0,0.39,Medium Risk
CRED-06991,CUST-06991,495,Frequently Late,7,0.85,Very High Risk
CRED-06992,CUST-06992,703,On-Time,0,0.43,Medium Risk
CRED-06993,CUST-06993,434,Frequently Late,5,0.88,Very High Risk
CRED-06994,CUST-06994,621,Occasional Late,4,0.51,High Risk
CRED-06995,CUST-06995,671,On-Time,1,0.42,Medium Risk
CRED-06996,CUST-06996,719,On-Time,0,0.39,Medium Risk
CRED-06997,CUST-06997,774,On-Time,0,0.08,Low Risk
CRED-06998,CUST-06998,638,Frequently Late,3,0.83,High Risk
CRED-06999,CUST-06999,689,Occasional Late,0,0.49,Medium Risk
CRED-07000,CUST-07000,683,Occasional Late,1,0.33,Medium Risk
CRED-07001,CUST-07001,652,Occasional Late,2,0.64,High Risk
CRED-07002,CUST-07002,790,On-Time,1,0.25,Low Risk
CRED-07003,CUST-07003,723,Occasional Late,2,0.37,Medium Risk
CRED-07004,CUST-07004,743,On-Time,1,0.4,Medium Risk
CRED-07005,CUST-07005,563,Default Risk,8,0.78,Very High Risk
CRED-07006,CUST-07006,695,Occasional Late,0,0.48,Medium Risk
CRED-07007,CUST-07007,724,Occasional Late,0,0.22,Medium Risk
CRED-07008,CUST-07008,578,Frequently Late,10,0.95,Very High Risk
CRED-07009,CUST-07009,700,Occasional Late,1,0.29,Medium Risk
CRED-07010,CUST-07010,639,Frequently Late,1,0.78,High Risk
CRED-07011,CUST-07011,681,On-Time,0,0.4,Medium Risk
CRED-07012,CUST-07012,721,On-Time,0,0.39,Medium Risk
CRED-07013,CUST-07013,520,Default Risk,8,0.95,Very High Risk
CRED-07014,CUST-07014,765,On-Time,0,0.19,Low Risk
CRED-07015,CUST-07015,733,On-Time,0,0.24,Medium Risk
CRED-07016,CUST-07016,628,Occasional Late,3,0.66,High Risk
CRED-07017,CUST-07017,551,Frequently Late,9,0.76,Very High Risk
CRED-07018,CUST-07018,736,On-Time,0,0.24,Medium Risk
CRED-07019,CUST-07019,690,On-Time,0,0.22,Medium Risk
CRED-07020,CUST-07020,731,Occasional Late,0,0.37,Medium Risk
CRED-07021,CUST-07021,744,On-Time,1,0.44,Medium Risk
CRED-07022,CUST-07022,699,Occasional Late,2,0.34,Medium Risk
CRED-07023,CUST-07023,724,On-Time,1,0.39,Medium Risk
CRED-07024,CUST-07024,590,Frequently Late,2,0.49,High Risk
CRED-07025,CUST-07025,594,Occasional Late,3,0.46,High Risk
CRED-07026,CUST-07026,663,Frequently Late,4,0.58,High Risk
CRED-07027,CUST-07027,730,Occasional Late,1,0.43,Medium Risk
CRED-07028,CUST-07028,707,On-Time,2,0.48,Medium Risk
CRED-07029,CUST-07029,738,On-Time,0,0.39,Medium Risk
CRED-07030,CUST-07030,813,On-Time,0,0.19,Low Risk
CRED-07031,CUST-07031,708,On-Time,0,0.28,Medium Risk
CRED-07032,CUST-07032,659,Frequently Late,4,0.79,High Risk
CRED-07033,CUST-07033,664,Frequently Late,2,0.53,High Risk
CRED-07034,CUST-07034,746,Occasional Late,0,0.23,Medium Risk
CRED-07035,CUST-07035,724,On-Time,0,0.45,Medium Risk
CRED-07036,CUST-07036,717,On-Time,0,0.44,Medium Risk
CRED-07037,CUST-07037,710,Occasional Late,0,0.32,Medium Risk
CRED-07038,CUST-07038,649,Occasional Late,2,0.47,High Risk
CRED-07039,CUST-07039,738,Occasional Late,1,0.27,Medium Risk
CRED-07040,CUST-07040,710,On-Time,0,0.31,Medium Risk
CRED-07041,CUST-07041,788,On-Time,0,0.24,Low Risk
CRED-07042,CUST-07042,590,Frequently Late,1,0.55,High Risk
CRED-07043,CUST-07043,784,On-Time,0,0.16,Low Risk
CRED-07044,CUST-07044,665,Occasional Late,4,0.7,High Risk
CRED-07045,CUST-07045,633,Frequently Late,2,0.71,High Risk
CRED-07046,CUST-07046,521,Frequently Late,5,0.9,Very High Risk
CRED-07047,CUST-07047,743,On-Time,2,0.3,Medium Risk
CRED-07048,CUST-07048,781,On-Time,0,0.15,Low Risk
CRED-07049,CUST-07049,696,On-Time,0,0.38,Medium Risk
CRED-07050,CUST-07050,722,On-Time,0,0.2,Medium Risk
CRED-07051,CUST-07051,732,On-Time,0,0.36,Medium Risk
CRED-07052,CUST-07052,572,Default Risk,11,0.74,Very High Risk
CRED-07053,CUST-07053,665,Frequently Late,2,0.54,High Risk
CRED-07054,CUST-07054,689,Occasional Late,0,0.22,Medium Risk
CRED-07055,CUST-07055,664,Occasional Late,2,0.66,High Risk
CRED-07056,CUST-07056,715,On-Time,0,0.31,Medium Risk
CRED-07057,CUST-07057,798,On-Time,0,0.21,Low Risk
CRED-07058,CUST-07058,646,Occasional Late,2,0.49,High Risk
CRED-07059,CUST-07059,687,On-Time,0,0.46,Medium Risk
CRED-07060,CUST-07060,719,On-Time,0,0.22,Medium Risk
CRED-07061,CUST-07061,654,Occasional Late,3,0.61,High Risk
CRED-07062,CUST-07062,485,Default Risk,9,0.77,Very High Risk
CRED-07063,CUST-07063,729,Occasional Late,0,0.29,Medium Risk
CRED-07064,CUST-07064,656,Occasional Late,2,0.73,High Risk
CRED-07065,CUST-07065,728,On-Time,1,0.34,Medium Risk
CRED-07066,CUST-07066,752,On-Time,0,0.08,Low Risk
CRED-07067,CUST-07067,688,Occasional Late,1,0.46,Medium Risk
CRED-07068,CUST-07068,742,On-Time,0,0.46,Medium Risk
CRED-07069,CUST-07069,803,On-Time,0,0.05,Low Risk
CRED-07070,CUST-07070,633,Occasional Late,2,0.84,High Risk
CRED-07071,CUST-07071,729,Occasional Late,0,0.32,Medium Risk
CRED-07072,CUST-07072,637,Frequently Late,3,0.74,High Risk
CRED-07073,CUST-07073,722,Occasional Late,0,0.48,Medium Risk
CRED-07074,CUST-07074,663,Occasional Late,2,0.82,High Risk
CRED-07075,CUST-07075,678,On-Time,0,0.28,Medium Risk
CRED-07076,CUST-07076,606,Frequently Late,3,0.68,High Risk
CRED-07077,CUST-07077,697,On-Time,1,0.49,Medium Risk
CRED-07078,CUST-07078,733,On-Time,0,0.21,Medium Risk
CRED-07079,CUST-07079,676,On-Time,0,0.4,Medium Risk
CRED-07080,CUST-07080,705,On-Time,0,0.4,Medium Risk
CRED-07081,CUST-07081,691,On-Time,0,0.34,Medium Risk
CRED-07082,CUST-07082,581,Frequently Late,3,0.47,High Risk
CRED-07083,CUST-07083,724,Occasional Late,0,0.49,Medium Risk
CRED-07084,CUST-07084,760,On-Time,0,0.14,Low Risk
CRED-07085,CUST-07085,780,On-Time,0,0.15,Low Risk
CRED-07086,CUST-07086,748,Occasional Late,1,0.31,Medium Risk
CRED-07087,CUST-07087,757,On-Time,0,0.21,Low Risk
CRED-07088,CUST-07088,720,On-Time,0,0.24,Medium Risk
CRED-07089,CUST-07089,720,On-Time,0,0.44,Medium Risk
CRED-07090,CUST-07090,747,On-Time,0,0.5,Medium Risk
CRED-07091,CUST-07091,746,On-Time,0,0.47,Medium Risk
CRED-07092,CUST-07092,674,Occasional Late,1,0.23,Medium Risk
CRED-07093,CUST-07093,678,On-Time,1,0.29,Medium Risk
CRED-07094,CUST-07094,788,On-Time,0,0.22,Low Risk
CRED-07095,CUST-07095,654,Occasional Late,1,0.61,High Risk
CRED-07096,CUST-07096,670,On-Time,0,0.4,Medium Risk
CRED-07097,CUST-07097,767,On-Time,0,0.22,Low Risk
CRED-07098,CUST-07098,802,On-Time,0,0.18,Low Risk
CRED-07099,CUST-07099,700,Occasional Late,0,0.2,Medium Risk
CRED-07100,CUST-07100,695,On-Time,0,0.42,Medium Risk
CRED-07101,CUST-07101,752,On-Time,0,0.2,Low Risk
CRED-07102,CUST-07102,739,On-Time,0,0.33,Medium Risk
CRED-07103,CUST-07103,559,Default Risk,10,0.87,Very High Risk
CRED-07104,CUST-07104,691,Occasional Late,1,0.31,Medium Risk
CRED-07105,CUST-07105,724,On-Time,1,0.26,Medium Risk
CRED-07106,CUST-07106,664,Occasional Late,2,0.6,High Risk
CRED-07107,CUST-07107,598,Occasional Late,3,0.67,High Risk
CRED-07108,CUST-07108,710,On-Time,0,0.48,Medium Risk
CRED-07109,CUST-07109,631,Occasional Late,4,0.45,High Risk
CRED-07110,CUST-07110,734,On-Time,1,0.28,Medium Risk
CRED-07111,CUST-07111,674,Occasional Late,1,0.23,Medium Risk
CRED-07112,CUST-07112,594,Occasional Late,1,0.47,High Risk
CRED-07113,CUST-07113,737,Occasional Late,0,0.46,Medium Risk
CRED-07114,CUST-07114,683,On-Time,0,0.46,Medium Risk
CRED-07115,CUST-07115,793,On-Time,0,0.15,Low Risk
CRED-07116,CUST-07116,769,On-Time,0,0.21,Low Risk
CRED-07117,CUST-07117,786,On-Time,0,0.23,Low Risk
CRED-07118,CUST-07118,726,Occasional Late,0,0.29,Medium Risk
CRED-07119,CUST-07119,664,Occasional Late,3,0.61,High Risk
CRED-07120,CUST-07120,666,Occasional Late,2,0.67,High Risk
CRED-07121,CUST-07121,763,On-Time,0,0.19,Low Risk
CRED-07122,CUST-07122,743,Occasional Late,2,0.39,Medium Risk
CRED-07123,CUST-07123,742,On-Time,0,0.24,Medium Risk
CRED-07124,CUST-07124,730,On-Time,0,0.38,Medium Risk
CRED-07125,CUST-07125,767,On-Time,0,0.18,Low Risk
CRED-07126,CUST-07126,637,Frequently Late,2,0.53,High Risk
CRED-07127,CUST-07127,695,On-Time,0,0.37,Medium Risk
CRED-07128,CUST-07128,767,On-Time,0,0.19,Low Risk
CRED-07129,CUST-07129,702,On-Time,0,0.21,Medium Risk
CRED-07130,CUST-07130,724,On-Time,0,0.33,Medium Risk
CRED-07131,CUST-07131,702,On-Time,2,0.23,Medium Risk
CRED-07132,CUST-07132,714,On-Time,2,0.38,Medium Risk
CRED-07133,CUST-07133,745,On-Time,2,0.28,Medium Risk
CRED-07134,CUST-07134,781,On-Time,0,0.17,Low Risk
CRED-07135,CUST-07135,666,Occasional Late,1,0.73,High Risk
CRED-07136,CUST-07136,706,Occasional Late,0,0.32,Medium Risk
CRED-07137,CUST-07137,589,Occasional Late,3,0.53,High Risk
CRED-07138,CUST-07138,756,On-Time,0,0.07,Low Risk
CRED-07139,CUST-07139,675,On-Time,2,0.41,Medium Risk
CRED-07140,CUST-07140,724,On-Time,1,0.32,Medium Risk
CRED-07141,CUST-07141,713,On-Time,0,0.35,Medium Risk
CRED-07142,CUST-07142,620,Frequently Late,1,0.85,High Risk
CRED-07143,CUST-07143,687,On-Time,0,0.32,Medium Risk
CRED-07144,CUST-07144,457,Frequently Late,10,0.81,Very High Risk
CRED-07145,CUST-07145,711,On-Time,1,0.33,Medium Risk
CRED-07146,CUST-07146,670,On-Time,0,0.23,Medium Risk
CRED-07147,CUST-07147,715,On-Time,2,0.22,Medium Risk
CRED-07148,CUST-07148,691,On-Time,2,0.23,Medium Risk
CRED-07149,CUST-07149,732,On-Time,2,0.23,Medium Risk
CRED-07150,CUST-07150,710,On-Time,0,0.46,Medium Risk
CRED-07151,CUST-07151,751,On-Time,0,0.12,Low Risk
CRED-07152,CUST-07152,732,On-Time,0,0.32,Medium Risk
CRED-07153,CUST-07153,603,Occasional Late,1,0.73,High Risk
CRED-07154,CUST-07154,722,On-Time,2,0.39,Medium Risk
CRED-07155,CUST-07155,765,On-Time,0,0.18,Low Risk
CRED-07156,CUST-07156,753,On-Time,0,0.06,Low Risk
CRED-07157,CUST-07157,727,On-Time,0,0.41,Medium Risk
CRED-07158,CUST-07158,742,On-Time,1,0.46,Medium Risk
CRED-07159,CUST-07159,754,On-Time,0,0.11,Low Risk
CRED-07160,CUST-07160,693,Occasional Late,0,0.28,Medium Risk
CRED-07161,CUST-07161,719,On-Time,2,0.42,Medium Risk
CRED-07162,CUST-07162,769,On-Time,0,0.16,Low Risk
CRED-07163,CUST-07163,750,On-Time,0,0.07,Low Risk
CRED-07164,CUST-07164,791,On-Time,0,0.24,Low Risk
CRED-07165,CUST-07165,690,Occasional Late,0,0.35,Medium Risk
CRED-07166,CUST-07166,682,On-Time,0,0.49,Medium Risk
CRED-07167,CUST-07167,649,Frequently Late,1,0.57,High Risk
CRED-07168,CUST-07168,783,On-Time,0,0.12,Low Risk
CRED-07169,CUST-07169,692,Occasional Late,0,0.33,Medium Risk
CRED-07170,CUST-07170,784,On-Time,1,0.16,Low Risk
CRED-07171,CUST-07171,741,On-Time,0,0.41,Medium Risk
CRED-07172,CUST-07172,683,On-Time,0,0.22,Medium Risk
CRED-07173,CUST-07173,726,On-Time,1,0.36,Medium Risk
CRED-07174,CUST-07174,479,Frequently Late,8,0.87,Very High Risk
CRED-07175,CUST-07175,594,Frequently Late,4,0.55,High Risk
CRED-07176,CUST-07176,766,On-Time,0,0.13,Low Risk
CRED-07177,CUST-07177,725,Occasional Late,0,0.39,Medium Risk
CRED-07178,CUST-07178,655,Occasional Late,4,0.69,High Risk
CRED-07179,CUST-07179,687,On-Time,1,0.34,Medium Risk
CRED-07180,CUST-07180,693,On-Time,0,0.22,Medium Risk
CRED-07181,CUST-07181,676,On-Time,0,0.3,Medium Risk
CRED-07182,CUST-07182,613,Frequently Late,3,0.65,High Risk
CRED-07183,CUST-07183,699,Occasional Late,0,0.36,Medium Risk
CRED-07184,CUST-07184,651,Occasional Late,4,0.65,High Risk
CRED-07185,CUST-07185,802,On-Time,0,0.14,Low Risk
CRED-07186,CUST-07186,749,Occasional Late,0,0.36,Medium Risk
CRED-07187,CUST-07187,680,On-Time,0,0.39,Medium Risk
CRED-07188,CUST-07188,759,On-Time,0,0.11,Low Risk
CRED-07189,CUST-07189,688,On-Time,0,0.42,Medium Risk
CRED-07190,CUST-07190,750,On-Time,0,0.12,Low Risk
CRED-07191,CUST-07191,580,Frequently Late,2,0.7,High Risk
CRED-07192,CUST-07192,708,On-Time,0,0.28,Medium Risk
CRED-07193,CUST-07193,757,On-Time,0,0.17,Low Risk
CRED-07194,CUST-07194,686,On-Time,1,0.45,Medium Risk
CRED-07195,CUST-07195,698,On-Time,1,0.34,Medium Risk
CRED-07196,CUST-07196,753,On-Time,0,0.23,Low Risk
CRED-07197,CUST-07197,614,Occasional Late,4,0.8,High Risk
CRED-07198,CUST-07198,665,Frequently Late,4,0.75,High Risk
CRED-07199,CUST-07199,810,On-Time,0,0.15,Low Risk
CRED-07200,CUST-07200,793,On-Time,0,0.08,Low Risk
CRED-07201,CUST-07201,632,Frequently Late,3,0.65,High Risk
CRED-07202,CUST-07202,669,Occasional Late,1,0.48,High Risk
CRED-07203,CUST-07203,780,On-Time,0,0.11,Low Risk
CRED-07204,CUST-07204,725,On-Time,0,0.22,Medium Risk
CRED-07205,CUST-07205,702,On-Time,0,0.48,Medium Risk
CRED-07206,CUST-07206,571,Frequently Late,9,0.78,Very High Risk
CRED-07207,CUST-07207,693,On-Time,2,0.23,Medium Risk
CRED-07208,CUST-07208,726,On-Time,0,0.49,Medium Risk
CRED-07209,CUST-07209,695,Occasional Late,1,0.39,Medium Risk
CRED-07210,CUST-07210,676,Occasional Late,0,0.48,Medium Risk
CRED-07211,CUST-07211,720,Occasional Late,1,0.46,Medium Risk
CRED-07212,CUST-07212,721,Occasional Late,0,0.25,Medium Risk
CRED-07213,CUST-07213,640,Occasional Late,4,0.71,High Risk
CRED-07214,CUST-07214,679,On-Time,0,0.5,Medium Risk
CRED-07215,CUST-07215,811,On-Time,0,0.09,Low Risk
CRED-07216,CUST-07216,729,On-Time,0,0.43,Medium Risk
CRED-07217,CUST-07217,717,On-Time,0,0.31,Medium Risk
CRED-07218,CUST-07218,705,Occasional Late,0,0.23,Medium Risk
CRED-07219,CUST-07219,690,Occasional Late,0,0.48,Medium Risk
CRED-07220,CUST-07220,700,Occasional Late,1,0.24,Medium Risk
CRED-07221,CUST-07221,721,Occasional Late,0,0.31,Medium Risk
CRED-07222,CUST-07222,677,On-Time,0,0.25,Medium Risk
CRED-07223,CUST-07223,580,Occasional Late,2,0.8,High Risk
CRED-07224,CUST-07224,716,On-Time,1,0.46,Medium Risk
CRED-07225,CUST-07225,770,On-Time,0,0.17,Low Risk
CRED-07226,CUST-07226,751,On-Time,0,0.16,Low Risk
CRED-07227,CUST-07227,555,Default Risk,5,0.73,Very High Risk
CRED-07228,CUST-07228,678,On-Time,0,0.45,Medium Risk
CRED-07229,CUST-07229,741,Occasional Late,2,0.28,Medium Risk
CRED-07230,CUST-07230,736,On-Time,1,0.33,Medium Risk
CRED-07231,CUST-07231,685,On-Time,1,0.29,Medium Risk
CRED-07232,CUST-07232,652,Occasional Late,3,0.79,High Risk
CRED-07233,CUST-07233,770,On-Time,0,0.22,Low Risk
CRED-07234,CUST-07234,775,On-Time,0,0.11,Low Risk
CRED-07235,CUST-07235,771,On-Time,0,0.14,Low Risk
CRED-07236,CUST-07236,494,Default Risk,7,0.79,Very High Risk
CRED-07237,CUST-07237,722,On-Time,0,0.48,Medium Risk
CRED-07238,CUST-07238,700,Occasional Late,2,0.27,Medium Risk
CRED-07239,CUST-07239,709,On-Time,0,0.33,Medium Risk
CRED-07240,CUST-07240,708,On-Time,0,0.45,Medium Risk
CRED-07241,CUST-07241,689,Occasional Late,1,0.42,Medium Risk
CRED-07242,CUST-07242,756,On-Time,0,0.23,Low Risk
CRED-07243,CUST-07243,640,Occasional Late,2,0.71,High Risk
CRED-07244,CUST-07244,678,On-Time,0,0.26,Medium Risk
CRED-07245,CUST-07245,666,Frequently Late,3,0.49,High Risk
CRED-07246,CUST-07246,658,Occasional Late,4,0.59,High Risk
CRED-07247,CUST-07247,678,On-Time,2,0.37,Medium Risk
CRED-07248,CUST-07248,764,On-Time,0,0.18,Low Risk
CRED-07249,CUST-07249,668,Occasional Late,1,0.56,High Risk
CRED-07250,CUST-07250,689,Occasional Late,0,0.34,Medium Risk
CRED-07251,CUST-07251,631,Occasional Late,3,0.64,High Risk
CRED-07252,CUST-07252,685,On-Time,2,0.24,Medium Risk
CRED-07253,CUST-07253,551,Default Risk,5,0.93,Very High Risk
CRED-07254,CUST-07254,585,Occasional Late,1,0.63,High Risk
CRED-07255,CUST-07255,741,On-Time,0,0.38,Medium Risk
CRED-07256,CUST-07256,686,On-Time,1,0.33,Medium Risk
CRED-07257,CUST-07257,721,On-Time,0,0.26,Medium Risk
CRED-07258,CUST-07258,650,Frequently Late,2,0.46,High Risk
CRED-07259,CUST-07259,759,On-Time,1,0.13,Low Risk
CRED-07260,CUST-07260,578,Frequently Late,4,0.89,Very High Risk
CRED-07261,CUST-07261,549,Frequently Late,9,0.97,Very High Risk
CRED-07262,CUST-07262,759,On-Time,0,0.22,Low Risk
CRED-07263,CUST-07263,624,Occasional Late,4,0.8,High Risk
CRED-07264,CUST-07264,662,Frequently Late,3,0.49,High Risk
CRED-07265,CUST-07265,600,Frequently Late,3,0.47,High Risk
CRED-07266,CUST-07266,729,Occasional Late,0,0.21,Medium Risk
CRED-07267,CUST-07267,808,On-Time,0,0.14,Low Risk
CRED-07268,CUST-07268,721,Occasional Late,0,0.27,Medium Risk
CRED-07269,CUST-07269,614,Frequently Late,3,0.56,High Risk
CRED-07270,CUST-07270,551,Default Risk,9,0.86,Very High Risk
CRED-07271,CUST-07271,696,On-Time,0,0.22,Medium Risk
CRED-07272,CUST-07272,720,On-Time,2,0.34,Medium Risk
CRED-07273,CUST-07273,627,Frequently Late,2,0.52,High Risk
CRED-07274,CUST-07274,671,On-Time,1,0.49,Medium Risk
CRED-07275,CUST-07275,625,Frequently Late,1,0.66,High Risk
CRED-07276,CUST-07276,619,Occasional Late,2,0.46,High Risk
CRED-07277,CUST-07277,637,Occasional Late,3,0.8,High Risk
CRED-07278,CUST-07278,508,Frequently Late,9,0.94,Very High Risk
CRED-07279,CUST-07279,642,Frequently Late,4,0.66,High Risk
CRED-07280,CUST-07280,678,On-Time,0,0.4,Medium Risk
CRED-07281,CUST-07281,735,On-Time,0,0.5,Medium Risk
CRED-07282,CUST-07282,776,On-Time,0,0.12,Low Risk
CRED-07283,CUST-07283,784,On-Time,0,0.16,Low Risk
CRED-07284,CUST-07284,665,Occasional Late,4,0.52,High Risk
CRED-07285,CUST-07285,539,Frequently Late,8,0.79,Very High Risk
CRED-07286,CUST-07286,686,On-Time,0,0.41,Medium Risk
CRED-07287,CUST-07287,768,On-Time,0,0.2,Low Risk
CRED-07288,CUST-07288,664,Frequently Late,3,0.49,High Risk
CRED-07289,CUST-07289,671,On-Time,0,0.24,Medium Risk
CRED-07290,CUST-07290,653,Occasional Late,3,0.66,High Risk
CRED-07291,CUST-07291,758,On-Time,0,0.06,Low Risk
CRED-07292,CUST-07292,672,On-Time,1,0.29,Medium Risk
