customer_id,age,gender,education,employment_status,marital_status,city_tier,occupation,customer_since
CUST-08884,60,Male,High School,Self-Employed,Married,Tier 2,Software/Tech,2022-09-20
CUST-08885,61,Male,Bachelor'S,Employed,Married,Tier 1,Finance/Banking,2022-05-02
CUST-08886,26,Male,Associate,Employed,Married,Tier 3,Healthcare,2022-09-16
CUST-08887,30,Male,Bachelor'S,Employed,Married,Tier 1,Retail/Hospitality,2020-09-15
CUST-08888,32,Non-Binary,Master'S,Employed,Single,Tier 3,Education,2020-06-17
CUST-08889,44,Male,Associate,Self-Employed,Married,Tier 1,Trades/Manufacturing,2019-10-24
CUST-08890,32,Male,Bachelor'S,Employed,Married,Tier 1,Retail/Hospitality,2023-03-23
CUST-08891,45,Male,Associate,Employed,Married,Tier 1,Healthcare,2019-02-24
CUST-08892,54,Female,High School,Employed,Single,Tier 2,Healthcare,2021-10-29
CUST-08893,72,Male,Bachelor'S,Retired,Single,Tier 2,Retired,2024-11-07
CUST-08894,36,Male,Bachelor'S,Self-Employed,Married,Tier 3,Management/Executive,2022-12-24
CUST-08895,43,Male,Bachelor'S,Employed,Married,Tier 2,Finance/Banking,2019-05-07
CUST-08896,69,Male,Associate,Employed,Married,Tier 1,Finance/Banking,2023-06-06
CUST-08897,43,Male,Master'S,Self-Employed,Divorced,Tier 1,Software/Tech,2022-01-23
CUST-08898,42,Female,High School,Employed,Married,Tier 1,Trades/Manufacturing,2021-01-07
CUST-08899,43,Male,Associate,Self-Employed,Single,Tier 2,Software/Tech,2024-10-14
CUST-08900,43,Female,Master'S,Employed,Married,Tier 1,Finance/Banking,2023-07-17
CUST-08901,63,Female,Master'S,Employed,Married,Tier 1,Software/Tech,2022-12-24
CUST-08902,45,Female,Bachelor'S,Unemployed,Married,Tier 2,Unemployed,2018-11-05
CUST-08903,66,Male,Master'S,Employed,Married,Tier 1,Management/Executive,2018-01-22
CUST-08904,35,Male,High School,Self-Employed,Single,Tier 1,Finance/Banking,2019-10-23
CUST-08905,49,Male,High School,Self-Employed,Single,Tier 1,Other,2021-12-28
CUST-08906,70,Female,Master'S,Retired,Married,Tier 2,Retired,2023-10-18
CUST-08907,20,Female,Master'S,Student,Single,Tier 1,Student,2021-08-06
CUST-08908,19,Male,High School,Student,Single,Tier 2,Student,2021-03-26
CUST-08909,50,Female,High School,Employed,Single,Tier 2,Software/Tech,2021-01-29
CUST-08910,59,Female,High School,Employed,Widowed,Tier 2,Other,2018-06-12
CUST-08911,36,Female,Associate,Employed,Single,Tier 2,Management/Executive,2024-04-20
CUST-08912,34,Male,Bachelor'S,Unemployed,Married,Tier 1,Unemployed,2021-07-28
CUST-08913,61,Female,Bachelor'S,Employed,Widowed,Tier 3,Retail/Hospitality,2019-03-15
CUST-08914,50,Male,Bachelor'S,Employed,Widowed,Tier 2,Education,2018-03-09
CUST-08915,29,Female,Bachelor'S,Employed,Married,Tier 2,Software/Tech,2022-04-11
CUST-08916,66,Male,Master'S,Retired,Married,Tier 1,Retired,2021-01-30
CUST-08917,73,Male,High School,Retired,Single,Tier 2,Retired,2023-08-06
CUST-08918,20,Female,Bachelor'S,Employed,Divorced,Tier 2,Finance/Banking,2018-05-12
CUST-08919,60,Female,Master'S,Employed,Single,Tier 1,Finance/Banking,2022-03-15
CUST-08920,66,Male,High School,Employed,Single,Tier 2,Software/Tech,2022-03-14
CUST-08921,72,Male,Master'S,Retired,Single,Tier 1,Retired,2024-08-18
CUST-08922,43,Female,Bachelor'S,Employed,Single,Tier 2,Healthcare,2023-04-06
CUST-08923,52,Female,High School,Employed,Married,Tier 1,Trades/Manufacturing,2021-06-26
CUST-08924,25,Female,High School,Employed,Single,Tier 3,Finance/Banking,2021-12-25
CUST-08925,69,Non-Binary,Bachelor'S,Employed,Single,Tier 3,Finance/Banking,2022-04-01
CUST-08926,53,Male,Bachelor'S,Employed,Single,Tier 2,Finance/Banking,2020-07-24
CUST-08927,70,Female,Bachelor'S,Self-Employed,Married,Tier 2,Education,2022-08-11
CUST-08928,71,Female,High School,Employed,Married,Tier 3,Software/Tech,2023-10-02
CUST-08929,24,Female,Bachelor'S,Employed,Married,Tier 2,Healthcare,2024-09-17
CUST-08930,63,Male,Associate,Self-Employed,Married,Tier 2,Education,2022-06-16
CUST-08931,63,Female,Associate,Employed,Single,Tier 2,Trades/Manufacturing,2023-03-26
CUST-08932,53,Female,Associate,Employed,Married,Tier 3,Retail/Hospitality,2019-10-07
CUST-08933,33,Female,Bachelor'S,Employed,Divorced,Tier 1,Finance/Banking,2018-06-27
CUST-08934,41,Female,High School,Self-Employed,Single,Tier 3,Management/Executive,2023-01-03
CUST-08935,71,Female,High School,Retired,Married,Tier 2,Retired,2023-05-31
CUST-08936,18,Female,High School,Self-Employed,Single,Tier 2,Education,2023-03-27
CUST-08937,66,Male,High School,Retired,Single,Tier 3,Retired,2019-04-19
CUST-08938,42,Male,High School,Employed,Married,Tier 2,Software/Tech,2020-06-02
CUST-08939,27,Female,Bachelor'S,Employed,Married,Tier 2,Trades/Manufacturing,2023-03-10
CUST-08940,71,Female,Bachelor'S,Retired,Married,Tier 2,Retired,2024-08-13
CUST-08941,33,Male,Bachelor'S,Employed,Single,Tier 3,Finance/Banking,2020-12-23
CUST-08942,33,Female,Bachelor'S,Employed,Married,Tier 2,Management/Executive,2024-10-14
CUST-08943,75,Male,High School,Retired,Married,Tier 1,Retired,2022-12-06
CUST-08944,25,Male,Doctorate,Employed,Married,Tier 2,Healthcare,2023-03-25
CUST-08945,46,Female,High School,Employed,Married,Tier 3,Management/Executive,2018-08-12
CUST-08946,56,Female,Bachelor'S,Employed,Divorced,Tier 2,Finance/Banking,2018-07-14
CUST-08947,45,Male,Master'S,Self-Employed,Married,Tier 1,Software/Tech,2022-06-22
CUST-08948,23,Female,Bachelor'S,Employed,Married,Tier 2,Finance/Banking,2019-03-21
CUST-08949,33,Female,High School,Employed,Single,Tier 2,Healthcare,2020-10-03
CUST-08950,37,Non-Binary,Associate,Employed,Single,Tier 2,Finance/Banking,2023-11-26
CUST-08951,33,Male,High School,Self-Employed,Married,Tier 1,Healthcare,2019-11-18
CUST-08952,24,Female,Bachelor'S,Unemployed,Married,Tier 1,Unemployed,2019-05-12
CUST-08953,58,Male,Bachelor'S,Employed,Married,Tier 2,Finance/Banking,2023-11-27
CUST-08954,31,Male,Bachelor'S,Employed,Single,Tier 1,Education,2019-11-05
CUST-08955,60,Female,High School,Unemployed,Married,Tier 1,Unemployed,2018-05-05
CUST-08956,43,Female,Master'S,Employed,Single,Tier 3,Healthcare,2020-09-15
CUST-08957,43,Male,Bachelor'S,Employed,Single,Tier 3,Finance/Banking,2018-10-24
CUST-08958,31,Non-Binary,High School,Employed,Single,Tier 3,Management/Executive,2018-01-13
CUST-08959,24,Female,Associate,Employed,Widowed,Tier 3,Finance/Banking,2024-04-18
CUST-08960,50,Female,Bachelor'S,Employed,Single,Tier 3,Software/Tech,2021-01-24
CUST-08961,43,Female,Bachelor'S,Self-Employed,Single,Tier 3,Software/Tech,2020-10-13
CUST-08962,74,Male,High School,Retired,Married,Tier 2,Retired,2024-02-11
CUST-08963,62,Female,High School,Employed,Married,Tier 1,Healthcare,2020-10-10
CUST-08964,37,Male,Bachelor'S,Employed,Married,Tier 2,Education,2022-06-25
CUST-08965,20,Female,High School,Employed,Married,Tier 2,Other,2024-09-26
CUST-08966,69,Male,High School,Retired,Single,Tier 2,Retired,2019-01-24
CUST-08967,21,Male,Master'S,Student,Married,Tier 2,Student,2018-04-18
CUST-08968,43,Female,Bachelor'S,Employed,Single,Tier 2,Trades/Manufacturing,2019-03-11
CUST-08969,28,Male,Bachelor'S,Employed,Single,Tier 3,Healthcare,2020-08-29
CUST-08970,19,Male,Bachelor'S,Employed,Widowed,Tier 2,Finance/Banking,2019-01-20
CUST-08971,31,Female,Bachelor'S,Employed,Married,Tier 2,Retail/Hospitality,2018-10-25
CUST-08972,61,Female,Bachelor'S,Employed,Married,Tier 2,Education,2018-08-14
CUST-08973,47,Female,Doctorate,Employed,Single,Tier 3,Education,2021-08-21
CUST-08974,66,Male,High School,Retired,Married,Tier 2,Retired,2024-07-13
CUST-08975,29,Male,High School,Self-Employed,Married,Tier 2,Healthcare,2019-08-28
CUST-08976,43,Male,High School,Self-Employed,Single,Tier 2,Retail/Hospitality,2020-08-27
CUST-08977,61,Female,Bachelor'S,Employed,Married,Tier 1,Finance/Banking,2024-05-21
CUST-08978,50,Female,Bachelor'S,Employed,Single,Tier 2,Retail/Hospitality,2021-04-01
CUST-08979,30,Male,High School,Unemployed,Married,Tier 1,Unemployed,2020-07-25
CUST-08980,31,Male,Associate,Employed,Married,Tier 1,Management/Executive,2024-05-12
CUST-08981,41,Male,High School,Employed,Married,Tier 2,Trades/Manufacturing,2021-07-12
CUST-08982,51,Male,Associate,Employed,Single,Tier 1,Retail/Hospitality,2022-11-02
CUST-08983,61,Male,Doctorate,Self-Employed,Single,Tier 1,Trades/Manufacturing,2019-05-07
CUST-08984,43,Female,Bachelor'S,Employed,Married,Tier 2,Healthcare,2018-02-25
CUST-08985,38,Male,High School,Employed,Single,Tier 2,Healthcare,2021-09-11
CUST-08986,45,Female,Associate,Employed,Married,Tier 2,Healthcare,2019-05-31
CUST-08987,65,Female,High School,Retired,Single,Tier 2,Retired,2018-01-05
CUST-08988,53,Male,Bachelor'S,Employed,Divorced,Tier 3,Retail/Hospitality,2023-05-26
CUST-08989,57,Female,Bachelor'S,Employed,Married,Tier 1,Retail/Hospitality,2018-07-17
CUST-08990,19,Female,Doctorate,Student,Married,Tier 1,Student,2019-04-09
CUST-08991,59,Male,Bachelor'S,Employed,Married,Tier 2,Retail/Hospitality,2022-03-19
CUST-08992,26,Female,Bachelor'S,Employed,Single,Tier 2,Education,2022-02-28
CUST-08993,40,Male,Master'S,Employed,Single,Tier 1,Education,2018-07-02
CUST-08994,32,Female,Bachelor'S,Employed,Married,Tier 2,Software/Tech,2023-08-02
CUST-08995,30,Female,High School,Employed,Single,Tier 2,Trades/Manufacturing,2023-06-23
CUST-08996,40,Female,Bachelor'S,Employed,Single,Tier 2,Software/Tech,2023-12-29
CUST-08997,34,Female,Bachelor'S,Employed,Single,Tier 2,Finance/Banking,2020-11-20
CUST-08998,65,Female,Bachelor'S,Retired,Single,Tier 1,Retired,2024-09-20
CUST-08999,19,Female,High School,Student,Married,Tier 1,Student,2018-09-21
CUST-09000,37,Female,High School,Unemployed,Single,Tier 2,Unemployed,2020-02-14
CUST-09001,37,Male,Associate,Employed,Widowed,Tier 2,Finance/Banking,2018-02-20
CUST-09002,63,Female,High School,Unemployed,Single,Tier 2,Unemployed,2020-02-29
CUST-09003,20,Male,Master'S,Student,Single,Tier 2,Student,2024-02-22
CUST-09004,72,Male,Bachelor'S,Retired,Single,Tier 3,Retired,2023-12-13
CUST-09005,29,Female,Bachelor'S,Employed,Married,Tier 2,Management/Executive,2024-10-05
CUST-09006,57,Male,Bachelor'S,Self-Employed,Single,Tier 1,Finance/Banking,2022-12-10
CUST-09007,19,Male,Bachelor'S,Student,Single,Tier 1,Student,2024-05-23
CUST-09008,53,Female,Doctorate,Employed,Single,Tier 1,Other,2021-12-29
CUST-09009,31,Male,Associate,Employed,Married,Tier 1,Other,2018-03-25
CUST-09010,33,Male,Bachelor'S,Self-Employed,Single,Tier 1,Healthcare,2020-11-17
CUST-09011,36,Female,Associate,Employed,Married,Tier 1,Software/Tech,2018-07-07
CUST-09012,51,Female,Master'S,Employed,Divorced,Tier 2,Healthcare,2020-03-26
CUST-09013,61,Female,Master'S,Employed,Single,Tier 1,Finance/Banking,2023-05-24
CUST-09014,63,Female,Master'S,Employed,Single,Tier 2,Retail/Hospitality,2022-07-13
CUST-09015,23,Female,High School,Employed,Married,Tier 1,Other,2020-05-21
CUST-09016,30,Female,Associate,Employed,Single,Tier 1,Retail/Hospitality,2020-01-27
CUST-09017,53,Female,High School,Employed,Single,Tier 1,Software/Tech,2022-04-27
CUST-09018,39,Female,Bachelor'S,Employed,Married,Tier 2,Finance/Banking,2024-05-21
CUST-09019,35,Female,Bachelor'S,Employed,Married,Tier 2,Retail/Hospitality,2021-04-11
CUST-09020,29,Male,Associate,Unemployed,Single,Tier 2,Unemployed,2024-05-23
CUST-09021,69,Male,Bachelor'S,Retired,Divorced,Tier 2,Retired,2023-09-23
CUST-09022,71,Male,Associate,Retired,Single,Tier 3,Retired,2024-09-09
CUST-09023,47,Female,Master'S,Self-Employed,Divorced,Tier 2,Finance/Banking,2020-08-14
CUST-09024,70,Male,High School,Retired,Married,Tier 2,Retired,2018-03-13
CUST-09025,68,Female,Associate,Employed,Married,Tier 2,Trades/Manufacturing,2023-01-30
CUST-09026,57,Female,Bachelor'S,Self-Employed,Married,Tier 1,Education,2023-07-21
CUST-09027,24,Female,Bachelor'S,Employed,Married,Tier 2,Trades/Manufacturing,2021-05-23
CUST-09028,49,Male,High School,Self-Employed,Divorced,Tier 2,Software/Tech,2024-03-25
CUST-09029,65,Female,Master'S,Retired,Single,Tier 2,Retired,2021-02-11
CUST-09030,36,Male,Bachelor'S,Employed,Single,Tier 1,Trades/Manufacturing,2024-10-14
CUST-09031,23,Female,Master'S,Employed,Married,Tier 3,Finance/Banking,2023-12-06
CUST-09032,37,Female,Master'S,Employed,Single,Tier 3,Finance/Banking,2022-11-26
CUST-09033,44,Male,Bachelor'S,Unemployed,Married,Tier 2,Unemployed,2023-11-17
CUST-09034,70,Female,Master'S,Employed,Single,Tier 2,Healthcare,2024-04-01
CUST-09035,60,Male,Master'S,Employed,Married,Tier 2,Finance/Banking,2024-08-07
CUST-09036,54,Non-Binary,Doctorate,Employed,Divorced,Tier 2,Finance/Banking,2018-12-01
CUST-09037,65,Male,Master'S,Retired,Married,Tier 2,Retired,2022-09-27
CUST-09038,24,Male,Master'S,Employed,Married,Tier 1,Software/Tech,2022-09-07
CUST-09039,22,Male,Bachelor'S,Employed,Married,Tier 3,Retail/Hospitality,2019-07-30
CUST-09040,28,Male,High School,Employed,Married,Tier 1,Software/Tech,2024-03-11
CUST-09041,32,Female,Master'S,Employed,Single,Tier 2,Trades/Manufacturing,2022-07-08
CUST-09042,20,Female,Bachelor'S,Student,Single,Tier 1,Student,2023-09-13
CUST-09043,75,Female,Associate,Retired,Married,Tier 1,Retired,2021-01-02
CUST-09044,22,Male,Associate,Employed,Married,Tier 1,Healthcare,2020-05-29
CUST-09045,40,Male,Bachelor'S,Employed,Married,Tier 3,Healthcare,2022-07-20
CUST-09046,70,Female,Bachelor'S,Retired,Married,Tier 2,Retired,2024-03-29
CUST-09047,54,Male,High School,Self-Employed,Single,Tier 1,Retail/Hospitality,2023-09-11
CUST-09048,26,Female,High School,Employed,Married,Tier 2,Healthcare,2022-01-11
CUST-09049,32,Female,Bachelor'S,Employed,Single,Tier 1,Retail/Hospitality,2022-12-05
CUST-09050,20,Male,Associate,Student,Married,Tier 2,Student,2023-09-05
CUST-09051,46,Female,Bachelor'S,Employed,Single,Tier 2,Software/Tech,2021-03-17
CUST-09052,23,Female,Bachelor'S,Employed,Single,Tier 3,Education,2019-03-22
CUST-09053,34,Female,Bachelor'S,Self-Employed,Married,Tier 2,Other,2020-06-01
CUST-09054,43,Male,High School,Employed,Married,Tier 2,Software/Tech,2021-12-18
CUST-09055,38,Male,High School,Employed,Single,Tier 1,Software/Tech,2022-11-04
CUST-09056,25,Male,Bachelor'S,Employed,Divorced,Tier 3,Education,2024-09-16
CUST-09057,38,Male,Bachelor'S,Self-Employed,Single,Tier 2,Retail/Hospitality,2024-06-21
CUST-09058,74,Male,High School,Employed,Married,Tier 1,Finance/Banking,2018-06-09
CUST-09059,28,Female,Associate,Self-Employed,Single,Tier 1,Retail/Hospitality,2023-12-12
CUST-09060,55,Female,Master'S,Employed,Married,Tier 2,Healthcare,2021-12-19
CUST-09061,25,Female,Master'S,Employed,Married,Tier 2,Trades/Manufacturing,2019-06-10
CUST-09062,59,Male,Bachelor'S,Employed,Single,Tier 1,Finance/Banking,2022-05-01
CUST-09063,41,Female,High School,Employed,Divorced,Tier 1,Retail/Hospitality,2020-01-05
CUST-09064,52,Male,Associate,Employed,Married,Tier 2,Software/Tech,2019-03-03
CUST-09065,72,Female,High School,Employed,Married,Tier 3,Software/Tech,2021-09-15
CUST-09066,31,Non-Binary,High School,Unemployed,Single,Tier 3,Unemployed,2023-09-06
CUST-09067,72,Female,Bachelor'S,Employed,Divorced,Tier 2,Retail/Hospitality,2021-01-19
CUST-09068,31,Non-Binary,Bachelor'S,Employed,Single,Tier 1,Other,2024-06-14
CUST-09069,27,Female,High School,Unemployed,Single,Tier 3,Unemployed,2019-12-10
CUST-09070,29,Male,Master'S,Employed,Married,Tier 1,Retail/Hospitality,2021-08-03
CUST-09071,55,Male,Bachelor'S,Employed,Single,Tier 3,Retail/Hospitality,2019-12-23
CUST-09072,61,Male,Bachelor'S,Employed,Married,Tier 2,Education,2022-09-14
CUST-09073,72,Male,Doctorate,Retired,Married,Tier 2,Retired,2023-10-25
CUST-09074,63,Female,Bachelor'S,Employed,Married,Tier 1,Finance/Banking,2024-01-25
CUST-09075,51,Male,Master'S,Employed,Single,Tier 1,Trades/Manufacturing,2023-03-30
CUST-09076,58,Female,Associate,Employed,Married,Tier 2,Education,2020-02-15
CUST-09077,27,Male,High School,Employed,Single,Tier 1,Finance/Banking,2019-04-11
CUST-09078,75,Male,Bachelor'S,Employed,Married,Tier 2,Education,2020-11-15
CUST-09079,34,Non-Binary,Bachelor'S,Employed,Divorced,Tier 2,Finance/Banking,2024-06-20
CUST-09080,34,Male,High School,Employed,Married,Tier 2,Software/Tech,2022-11-16
CUST-09081,20,Female,Bachelor'S,Student,Married,Tier 2,Student,2019-04-08
CUST-09082,48,Female,High School,Employed,Single,Tier 1,Education,2019-10-12
CUST-09083,68,Male,Bachelor'S,Retired,Single,Tier 1,Retired,2023-06-19
CUST-09084,18,Female,Bachelor'S,Student,Single,Tier 2,Student,2024-07-12
CUST-09085,29,Male,Bachelor'S,Employed,Single,Tier 1,Software/Tech,2024-07-29
CUST-09086,56,Female,Bachelor'S,Employed,Single,Tier 2,Software/Tech,2019-12-27
CUST-09087,21,Female,Doctorate,Unemployed,Married,Tier 1,Unemployed,2019-01-13
CUST-09088,59,Male,Associate,Employed,Single,Tier 2,Management/Executive,2019-01-28
CUST-09089,30,Female,Doctorate,Employed,Married,Tier 2,Trades/Manufacturing,2024-04-28
CUST-09090,51,Male,High School,Employed,Married,Tier 2,Management/Executive,2018-05-02
CUST-09091,59,Female,Bachelor'S,Unemployed,Single,Tier 2,Unemployed,2022-12-27
CUST-09092,38,Female,Bachelor'S,Self-Employed,Divorced,Tier 3,Trades/Manufacturing,2022-08-10
CUST-09093,39,Female,Master'S,Employed,Married,Tier 2,Healthcare,2019-02-03
CUST-09094,74,Female,Bachelor'S,Employed,Married,Tier 2,Healthcare,2023-10-06
CUST-09095,21,Male,Master'S,Student,Married,Tier 3,Student,2024-02-14
CUST-09096,35,Non-Binary,High School,Employed,Married,Tier 2,Education,2023-10-11
CUST-09097,22,Male,Master'S,Unemployed,Single,Tier 2,Unemployed,2021-11-11
CUST-09098,36,Female,High School,Self-Employed,Married,Tier 2,Finance/Banking,2021-01-21
CUST-09099,19,Male,High School,Employed,Married,Tier 3,Software/Tech,2024-06-07
CUST-09100,29,Non-Binary,High School,Self-Employed,Single,Tier 2,Education,2018-07-01
CUST-09101,34,Female,Bachelor'S,Employed,Married,Tier 2,Software/Tech,2024-07-18
CUST-09102,27,Female,Bachelor'S,Employed,Divorced,Tier 2,Finance/Banking,2023-11-21
CUST-09103,51,Male,High School,Employed,Single,Tier 1,Management/Executive,2021-05-26
CUST-09104,23,Female,High School,Employed,Single,Tier 3,Finance/Banking,2020-05-31
CUST-09105,25,Female,Bachelor'S,Employed,Single,Tier 3,Trades/Manufacturing,2021-02-21
CUST-09106,68,Female,Doctorate,Self-Employed,Married,Tier 2,Software/Tech,2021-11-14
CUST-09107,28,Male,Bachelor'S,Self-Employed,Single,Tier 1,Software/Tech,2024-05-04
CUST-09108,74,Female,Bachelor'S,Retired,Single,Tier 2,Retired,2023-11-02
CUST-09109,29,Male,Bachelor'S,Employed,Single,Tier 1,Management/Executive,2018-12-03
CUST-09110,26,Male,Bachelor'S,Employed,Married,Tier 1,Healthcare,2022-03-16
CUST-09111,19,Male,Doctorate,Student,Married,Tier 2,Student,2020-10-24
CUST-09112,25,Male,Bachelor'S,Employed,Married,Tier 1,Education,2024-03-07
CUST-09113,75,Male,Bachelor'S,Retired,Married,Tier 1,Retired,2022-04-14
CUST-09114,28,Male,Master'S,Employed,Divorced,Tier 1,Trades/Manufacturing,2022-03-07
CUST-09115,70,Male,Doctorate,Retired,Married,Tier 2,Retired,2021-09-04
CUST-09116,53,Female,High School,Self-Employed,Divorced,Tier 2,Healthcare,2024-06-06
CUST-09117,27,Female,Bachelor'S,Employed,Widowed,Tier 1,Retail/Hospitality,2019-04-30
CUST-09118,38,Male,Bachelor'S,Self-Employed,Single,Tier 3,Finance/Banking,2020-02-21
CUST-09119,37,Female,Bachelor'S,Self-Employed,Single,Tier 3,Finance/Banking,2019-01-20
CUST-09120,65,Female,Bachelor'S,Retired,Married,Tier 1,Retired,2024-09-03
CUST-09121,25,Female,Bachelor'S,Employed,Single,Tier 3,Healthcare,2023-12-16
CUST-09122,53,Male,Associate,Employed,Married,Tier 1,Software/Tech,2019-03-16
CUST-09123,46,Male,Associate,Employed,Married,Tier 1,Management/Executive,2018-10-07
CUST-09124,59,Non-Binary,Doctorate,Employed,Single,Tier 3,Healthcare,2020-12-21
CUST-09125,29,Male,Bachelor'S,Unemployed,Married,Tier 2,Unemployed,2023-10-29
CUST-09126,31,Male,Master'S,Employed,Single,Tier 1,Education,2018-06-11
CUST-09127,65,Male,Master'S,Employed,Single,Tier 2,Healthcare,2018-12-27
CUST-09128,71,Male,Bachelor'S,Retired,Married,Tier 2,Retired,2024-05-05
CUST-09129,67,Non-Binary,Master'S,Self-Employed,Single,Tier 3,Healthcare,2020-09-12
CUST-09130,38,Male,Associate,Employed,Married,Tier 3,Healthcare,2018-12-11
CUST-09131,39,Female,Bachelor'S,Employed,Married,Tier 3,Healthcare,2018-01-03
CUST-09132,38,Non-Binary,Bachelor'S,Self-Employed,Single,Tier 2,Other,2022-05-14
CUST-09133,61,Female,Bachelor'S,Employed,Single,Tier 2,Other,2019-05-31
CUST-09134,67,Male,High School,Retired,Married,Tier 3,Retired,2020-04-19
CUST-09135,47,Male,Associate,Self-Employed,Married,Tier 1,Retail/Hospitality,2024-01-23
CUST-09136,56,Female,Associate,Employed,Married,Tier 2,Healthcare,2023-04-16
CUST-09137,37,Male,Bachelor'S,Employed,Divorced,Tier 1,Trades/Manufacturing,2022-05-31
CUST-09138,41,Female,Doctorate,Self-Employed,Single,Tier 3,Education,2020-06-14
CUST-09139,40,Male,Doctorate,Employed,Single,Tier 1,Healthcare,2024-09-18
CUST-09140,24,Female,High School,Employed,Married,Tier 2,Education,2022-06-25
CUST-09141,26,Female,Associate,Employed,Married,Tier 2,Other,2020-08-29
CUST-09142,18,Female,High School,Student,Married,Tier 1,Student,2024-02-16
CUST-09143,43,Female,Associate,Employed,Married,Tier 2,Finance/Banking,2023-01-24
CUST-09144,55,Male,Master'S,Self-Employed,Married,Tier 1,Software/Tech,2021-05-12
CUST-09145,55,Male,Master'S,Employed,Married,Tier 1,Software/Tech,2020-05-14
CUST-09146,71,Male,High School,Retired,Married,Tier 1,Retired,2021-12-08
CUST-09147,61,Male,Associate,Employed,Married,Tier 2,Finance/Banking,2023-12-14
CUST-09148,39,Female,High School,Self-Employed,Single,Tier 1,Finance/Banking,2020-12-01
CUST-09149,61,Male,Associate,Employed,Married,Tier 3,Management/Executive,2020-03-29
CUST-09150,27,Male,Master'S,Employed,Married,Tier 1,Software/Tech,2024-03-17
CUST-09151,72,Non-Binary,Bachelor'S,Retired,Divorced,Tier 2,Retired,2023-11-29
CUST-09152,75,Male,Bachelor'S,Retired,Divorced,Tier 2,Retired,2022-11-12
CUST-09153,23,Female,Bachelor'S,Employed,Married,Tier 2,Healthcare,2024-12-24
CUST-09154,34,Male,Associate,Employed,Married,Tier 1,Healthcare,2024-03-15
CUST-09155,68,Male,High School,Retired,Married,Tier 3,Retired,2020-12-18
CUST-09156,67,Female,High School,Retired,Married,Tier 2,Retired,2018-05-31
CUST-09157,55,Female,Bachelor'S,Employed,Single,Tier 1,Management/Executive,2023-11-23
CUST-09158,41,Male,Master'S,Unemployed,Single,Tier 1,Unemployed,2020-01-12
CUST-09159,68,Male,Bachelor'S,Retired,Divorced,Tier 2,Retired,2023-03-08
CUST-09160,27,Male,High School,Employed,Single,Tier 3,Retail/Hospitality,2022-07-25
CUST-09161,73,Male,Bachelor'S,Retired,Single,Tier 1,Retired,2018-03-16
CUST-09162,25,Male,High School,Employed,Divorced,Tier 3,Retail/Hospitality,2024-07-23
CUST-09163,38,Female,High School,Employed,Single,Tier 2,Other,2022-12-12
CUST-09164,73,Male,Bachelor'S,Retired,Single,Tier 1,Retired,2022-05-17
CUST-09165,23,Male,Bachelor'S,Employed,Divorced,Tier 2,Finance/Banking,2020-10-20
CUST-09166,38,Female,Master'S,Employed,Single,Tier 2,Software/Tech,2021-03-29
CUST-09167,74,Male,Bachelor'S,Retired,Married,Tier 2,Retired,2021-04-30
CUST-09168,56,Male,High School,Employed,Married,Tier 3,Education,2019-12-15
CUST-09169,41,Non-Binary,High School,Employed,Divorced,Tier 3,Finance/Banking,2021-05-22
CUST-09170,50,Male,Associate,Employed,Single,Tier 1,Education,2024-08-28
CUST-09171,35,Female,High School,Self-Employed,Single,Tier 1,Retail/Hospitality,2018-08-26
CUST-09172,73,Male,Associate,Retired,Married,Tier 1,Retired,2023-04-28
CUST-09173,45,Male,Bachelor'S,Employed,Married,Tier 3,Software/Tech,2024-04-19
CUST-09174,74,Male,High School,Retired,Single,Tier 3,Retired,2019-07-09
CUST-09175,69,Male,Master'S,Retired,Married,Tier 3,Retired,2023-11-01
CUST-09176,49,Male,Bachelor'S,Self-Employed,Widowed,Tier 3,Software/Tech,2018-01-28
CUST-09177,29,Male,Associate,Employed,Single,Tier 1,Software/Tech,2020-08-05
CUST-09178,65,Female,Bachelor'S,Employed,Single,Tier 3,Retail/Hospitality,2021-11-29
CUST-09179,59,Female,Bachelor'S,Employed,Single,Tier 2,Healthcare,2024-01-26
CUST-09180,44,Male,Bachelor'S,Self-Employed,Married,Tier 2,Education,2023-03-30
CUST-09181,27,Female,High School,Employed,Single,Tier 2,Finance/Banking,2018-02-01
CUST-09182,63,Female,Master'S,Self-Employed,Married,Tier 3,Software/Tech,2019-07-31
CUST-09183,74,Female,High School,Retired,Divorced,Tier 2,Retired,2020-12-25
CUST-09184,69,Male,Master'S,Employed,Single,Tier 3,Education,2023-01-26
CUST-09185,59,Female,High School,Employed,Single,Tier 1,Healthcare,2021-03-28
CUST-09186,49,Male,Bachelor'S,Employed,Single,Tier 2,Trades/Manufacturing,2019-10-20
CUST-09187,59,Male,Bachelor'S,Employed,Single,Tier 3,Software/Tech,2023-03-17
CUST-09188,43,Female,Bachelor'S,Employed,Married,Tier 2,Other,2018-12-29
CUST-09189,42,Female,High School,Employed,Single,Tier 1,Software/Tech,2022-08-08
CUST-09190,28,Female,High School,Unemployed,Married,Tier 2,Unemployed,2019-09-16
CUST-09191,40,Female,Bachelor'S,Self-Employed,Married,Tier 2,Retail/Hospitality,2020-02-15
CUST-09192,51,Male,Master'S,Employed,Married,Tier 1,Healthcare,2019-07-21
CUST-09193,74,Female,Bachelor'S,Retired,Divorced,Tier 2,Retired,2023-03-04
CUST-09194,69,Male,Associate,Retired,Married,Tier 1,Retired,2018-03-01
