debt_id,customer_id,credit_card_debt,personal_loan,education_loan,vehicle_loan,mortgage,total_debt,debt_to_income_ratio
DEBT-06772,CUST-06772,1960.22,3512.67,0.0,7563.84,280074.98,293111.71,0.5174
DEBT-06773,CUST-06773,2402.79,21722.84,0.0,0.0,0.0,24125.63,0.1434
DEBT-06774,CUST-06774,5004.77,14615.79,0.0,29742.85,134899.86,184263.27,0.314
DEBT-06775,CUST-06775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06776,CUST-06776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06777,CUST-06777,9175.3,0.0,0.0,0.0,0.0,9175.3,0.0208
DEBT-06778,CUST-06778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06779,CUST-06779,0.0,3381.45,0.0,0.0,0.0,3381.45,0.0066
DEBT-06780,CUST-06780,3281.89,22414.92,0.0,13442.61,0.0,39139.42,0.1181
DEBT-06781,CUST-06781,10554.05,0.0,0.0,0.0,0.0,10554.05,0.0161
DEBT-06782,CUST-06782,10083.72,0.0,0.0,20859.03,0.0,30942.75,0.0317
DEBT-06783,CUST-06783,788.39,0.0,0.0,0.0,0.0,788.39,0.0015
DEBT-06784,CUST-06784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06785,CUST-06785,14655.85,0.0,0.0,6698.69,0.0,21354.54,0.024
DEBT-06786,CUST-06786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06787,CUST-06787,15358.42,0.0,36066.9,0.0,0.0,51425.32,0.0706
DEBT-06788,CUST-06788,20350.81,4033.31,0.0,0.0,384054.38,408438.5,0.3677
DEBT-06789,CUST-06789,0.0,0.0,0.0,11891.09,425748.41,437639.5,0.7815
DEBT-06790,CUST-06790,657.32,0.0,0.0,0.0,239160.21,239817.53,0.874
DEBT-06791,CUST-06791,13265.84,0.0,0.0,0.0,0.0,13265.84,0.0189
DEBT-06792,CUST-06792,0.0,15318.02,0.0,14427.44,0.0,29745.46,0.0576
DEBT-06793,CUST-06793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06794,CUST-06794,6914.52,9870.5,17389.29,0.0,0.0,34174.31,0.0777
DEBT-06795,CUST-06795,0.0,0.0,12499.65,0.0,0.0,12499.65,0.0224
DEBT-06796,CUST-06796,2567.07,0.0,0.0,0.0,0.0,2567.07,0.0025
DEBT-06797,CUST-06797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06798,CUST-06798,7613.19,0.0,0.0,28243.28,292095.57,327952.04,0.6894
DEBT-06799,CUST-06799,31343.7,12372.04,0.0,0.0,0.0,43715.74,0.0295
DEBT-06800,CUST-06800,5897.47,12971.89,0.0,0.0,257119.61,275988.97,0.4608
DEBT-06801,CUST-06801,0.0,0.0,0.0,8603.55,0.0,8603.55,0.0116
DEBT-06802,CUST-06802,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06803,CUST-06803,6093.05,0.0,0.0,0.0,0.0,6093.05,0.0156
DEBT-06804,CUST-06804,997.4,0.0,0.0,0.0,0.0,997.4,0.0038
DEBT-06805,CUST-06805,5503.65,7189.97,0.0,0.0,199439.78,212133.4,0.5426
DEBT-06806,CUST-06806,5366.33,0.0,0.0,0.0,0.0,5366.33,0.0186
DEBT-06807,CUST-06807,7033.41,0.0,0.0,0.0,0.0,7033.41,0.0126
DEBT-06808,CUST-06808,0.0,18277.27,0.0,8422.84,0.0,26700.11,0.0861
DEBT-06809,CUST-06809,11842.73,0.0,0.0,0.0,0.0,11842.73,0.0202
DEBT-06810,CUST-06810,6208.53,0.0,0.0,0.0,0.0,6208.53,0.013
DEBT-06811,CUST-06811,1005.35,0.0,0.0,0.0,0.0,1005.35,0.0054
DEBT-06812,CUST-06812,0.0,3711.42,0.0,0.0,427486.81,431198.23,0.6396
DEBT-06813,CUST-06813,922.88,0.0,0.0,0.0,0.0,922.88,0.0019
DEBT-06814,CUST-06814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06815,CUST-06815,11440.63,19855.94,0.0,0.0,0.0,31296.57,0.0372
DEBT-06816,CUST-06816,652.58,0.0,0.0,0.0,0.0,652.58,0.0021
DEBT-06817,CUST-06817,6934.25,0.0,0.0,0.0,0.0,6934.25,0.0212
DEBT-06818,CUST-06818,0.0,18834.02,0.0,18545.57,0.0,37379.59,0.1059
DEBT-06819,CUST-06819,1566.93,0.0,0.0,0.0,0.0,1566.93,0.006
DEBT-06820,CUST-06820,466.26,0.0,0.0,11061.09,80689.39,92216.74,0.3656
DEBT-06821,CUST-06821,1365.73,0.0,0.0,12623.49,0.0,13989.22,0.0607
DEBT-06822,CUST-06822,2661.16,14225.0,0.0,0.0,0.0,16886.16,0.0418
DEBT-06823,CUST-06823,5758.11,0.0,0.0,0.0,0.0,5758.11,0.0104
DEBT-06824,CUST-06824,8246.53,0.0,0.0,25356.14,0.0,33602.67,0.0848
DEBT-06825,CUST-06825,0.0,15150.35,0.0,10209.43,0.0,25359.78,0.0332
DEBT-06826,CUST-06826,0.0,3562.91,0.0,0.0,0.0,3562.91,0.0231
DEBT-06827,CUST-06827,9905.2,0.0,0.0,15115.52,0.0,25020.72,0.0558
DEBT-06828,CUST-06828,1512.05,0.0,0.0,0.0,166417.64,167929.69,0.3377
DEBT-06829,CUST-06829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06830,CUST-06830,6935.48,16055.74,0.0,0.0,432380.72,455371.94,0.9813
DEBT-06831,CUST-06831,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06832,CUST-06832,674.09,0.0,0.0,24347.17,0.0,25021.26,0.1159
DEBT-06833,CUST-06833,8619.72,0.0,0.0,0.0,0.0,8619.72,0.0114
DEBT-06834,CUST-06834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06835,CUST-06835,1157.97,0.0,0.0,33616.11,0.0,34774.08,0.3703
DEBT-06836,CUST-06836,12705.13,0.0,0.0,18696.3,0.0,31401.43,0.0504
DEBT-06837,CUST-06837,8846.45,21978.17,0.0,0.0,0.0,30824.62,0.0616
DEBT-06838,CUST-06838,3340.57,0.0,0.0,12546.06,0.0,15886.63,0.0172
DEBT-06839,CUST-06839,4473.35,0.0,37756.56,0.0,421791.81,464021.72,0.9494
DEBT-06840,CUST-06840,0.0,0.0,0.0,17446.82,424166.09,441612.91,1.0795
DEBT-06841,CUST-06841,24459.43,10712.04,0.0,4499.93,0.0,39671.4,0.0269
DEBT-06842,CUST-06842,7551.06,0.0,0.0,0.0,0.0,7551.06,0.0102
DEBT-06843,CUST-06843,0.0,4699.21,0.0,20934.56,104549.56,130183.33,0.3868
DEBT-06844,CUST-06844,6393.77,0.0,0.0,0.0,331011.09,337404.86,0.6213
DEBT-06845,CUST-06845,5809.56,0.0,29989.78,0.0,253999.29,289798.63,0.6511
DEBT-06846,CUST-06846,258.91,0.0,0.0,20564.24,0.0,20823.15,0.1356
DEBT-06847,CUST-06847,0.0,0.0,0.0,26868.07,0.0,26868.07,0.0477
DEBT-06848,CUST-06848,276.23,0.0,0.0,0.0,0.0,276.23,0.0034
DEBT-06849,CUST-06849,1691.75,14492.53,0.0,28317.72,0.0,44502.0,0.1104
DEBT-06850,CUST-06850,738.11,0.0,0.0,24749.87,0.0,25487.98,0.3926
DEBT-06851,CUST-06851,4806.75,0.0,0.0,22791.99,0.0,27598.74,0.0692
DEBT-06852,CUST-06852,6509.27,0.0,0.0,31440.49,0.0,37949.76,0.1071
DEBT-06853,CUST-06853,11201.58,14024.81,0.0,11727.11,0.0,36953.5,0.0403
DEBT-06854,CUST-06854,9054.5,0.0,0.0,0.0,0.0,9054.5,0.0145
DEBT-06855,CUST-06855,10598.96,0.0,0.0,0.0,0.0,10598.96,0.0142
DEBT-06856,CUST-06856,4689.34,0.0,0.0,0.0,0.0,4689.34,0.0114
DEBT-06857,CUST-06857,10127.12,0.0,0.0,0.0,413138.88,423266.0,0.7449
DEBT-06858,CUST-06858,8032.32,0.0,0.0,0.0,0.0,8032.32,0.0174
DEBT-06859,CUST-06859,4270.15,0.0,0.0,18733.54,0.0,23003.69,0.0851
DEBT-06860,CUST-06860,8756.93,0.0,0.0,24426.44,0.0,33183.37,0.0771
DEBT-06861,CUST-06861,9698.66,0.0,0.0,14431.04,0.0,24129.7,0.0564
DEBT-06862,CUST-06862,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06863,CUST-06863,0.0,15414.2,0.0,22390.8,0.0,37805.0,0.0582
DEBT-06864,CUST-06864,1462.2,0.0,0.0,0.0,0.0,1462.2,0.0058
DEBT-06865,CUST-06865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06866,CUST-06866,6983.73,0.0,19854.68,0.0,0.0,26838.41,0.0356
DEBT-06867,CUST-06867,22671.04,0.0,0.0,0.0,0.0,22671.04,0.0216
DEBT-06868,CUST-06868,0.0,0.0,0.0,0.0,193513.09,193513.09,0.2253
DEBT-06869,CUST-06869,0.0,0.0,0.0,0.0,192001.0,192001.0,0.2374
DEBT-06870,CUST-06870,1176.7,11673.26,0.0,26700.7,0.0,39550.66,0.5462
DEBT-06871,CUST-06871,1758.19,0.0,0.0,13509.2,0.0,15267.39,0.0912
DEBT-06872,CUST-06872,9925.96,0.0,0.0,6047.39,0.0,15973.35,0.0319
DEBT-06873,CUST-06873,15608.52,0.0,0.0,0.0,0.0,15608.52,0.0181
DEBT-06874,CUST-06874,11175.0,0.0,0.0,32601.1,0.0,43776.1,0.081
DEBT-06875,CUST-06875,6167.83,0.0,0.0,0.0,0.0,6167.83,0.0073
DEBT-06876,CUST-06876,3631.2,0.0,0.0,0.0,0.0,3631.2,0.0123
DEBT-06877,CUST-06877,0.0,0.0,0.0,18807.99,0.0,18807.99,0.0846
DEBT-06878,CUST-06878,3965.53,0.0,5214.83,5337.1,0.0,14517.46,0.0377
DEBT-06879,CUST-06879,0.0,0.0,0.0,31798.48,377434.34,409232.82,0.6237
DEBT-06880,CUST-06880,0.0,0.0,0.0,0.0,410013.93,410013.93,0.586
DEBT-06881,CUST-06881,4188.18,0.0,0.0,14747.51,0.0,18935.69,0.0383
DEBT-06882,CUST-06882,0.0,0.0,0.0,20273.7,230311.12,250584.82,0.364
DEBT-06883,CUST-06883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06884,CUST-06884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06885,CUST-06885,17299.83,0.0,0.0,0.0,0.0,17299.83,0.0204
DEBT-06886,CUST-06886,4807.96,0.0,0.0,0.0,167099.24,171907.2,0.5429
DEBT-06887,CUST-06887,2551.05,0.0,0.0,0.0,0.0,2551.05,0.0098
DEBT-06888,CUST-06888,567.05,0.0,0.0,16135.44,0.0,16702.49,0.0283
DEBT-06889,CUST-06889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06890,CUST-06890,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06891,CUST-06891,981.77,13214.34,0.0,30029.01,0.0,44225.12,0.5924
DEBT-06892,CUST-06892,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06893,CUST-06893,12440.87,0.0,0.0,0.0,270418.0,282858.87,0.4424
DEBT-06894,CUST-06894,17638.62,0.0,0.0,13484.76,346096.99,377220.37,0.4316
DEBT-06895,CUST-06895,10842.91,0.0,27542.18,30019.88,0.0,68404.97,0.0895
DEBT-06896,CUST-06896,15142.69,0.0,0.0,10787.97,426637.94,452568.6,0.6059
DEBT-06897,CUST-06897,0.0,10041.19,0.0,9571.47,0.0,19612.66,0.0631
DEBT-06898,CUST-06898,5162.0,0.0,0.0,0.0,0.0,5162.0,0.0139
DEBT-06899,CUST-06899,0.0,0.0,0.0,26417.41,82179.71,108597.12,0.0958
DEBT-06900,CUST-06900,1282.47,0.0,0.0,0.0,0.0,1282.47,0.003
DEBT-06901,CUST-06901,10732.69,0.0,0.0,0.0,0.0,10732.69,0.011
DEBT-06902,CUST-06902,769.54,0.0,0.0,0.0,0.0,769.54,0.0022
DEBT-06903,CUST-06903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06904,CUST-06904,11504.51,0.0,0.0,0.0,0.0,11504.51,0.0151
DEBT-06905,CUST-06905,0.0,7650.36,0.0,0.0,0.0,7650.36,0.0428
DEBT-06906,CUST-06906,567.19,0.0,0.0,32665.15,0.0,33232.34,0.4369
DEBT-06907,CUST-06907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06908,CUST-06908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06909,CUST-06909,0.0,6486.28,0.0,0.0,0.0,6486.28,0.0274
DEBT-06910,CUST-06910,354.32,0.0,0.0,0.0,0.0,354.32,0.0007
DEBT-06911,CUST-06911,1386.07,0.0,0.0,0.0,179949.67,181335.74,0.1654
DEBT-06912,CUST-06912,7208.01,0.0,0.0,0.0,0.0,7208.01,0.017
DEBT-06913,CUST-06913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06914,CUST-06914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06915,CUST-06915,12274.89,0.0,0.0,16201.29,0.0,28476.18,0.0415
DEBT-06916,CUST-06916,6716.79,0.0,0.0,9128.73,0.0,15845.52,0.0379
DEBT-06917,CUST-06917,2659.6,6491.97,0.0,0.0,217000.78,226152.35,0.4804
DEBT-06918,CUST-06918,0.0,0.0,0.0,14975.31,0.0,14975.31,0.1847
DEBT-06919,CUST-06919,6556.06,0.0,0.0,29028.25,424965.37,460549.68,1.0711
DEBT-06920,CUST-06920,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06921,CUST-06921,1180.65,0.0,0.0,0.0,0.0,1180.65,0.002
DEBT-06922,CUST-06922,1740.32,0.0,0.0,21963.61,0.0,23703.93,0.1041
DEBT-06923,CUST-06923,6573.28,0.0,0.0,0.0,392743.25,399316.53,0.545
DEBT-06924,CUST-06924,3606.65,13729.36,0.0,0.0,222132.48,239468.49,0.4387
DEBT-06925,CUST-06925,1124.2,0.0,41346.92,24358.65,0.0,66829.77,0.2272
DEBT-06926,CUST-06926,7049.86,0.0,0.0,0.0,0.0,7049.86,0.0143
DEBT-06927,CUST-06927,8619.21,0.0,0.0,0.0,0.0,8619.21,0.0164
DEBT-06928,CUST-06928,12400.0,0.0,0.0,0.0,0.0,12400.0,0.0192
DEBT-06929,CUST-06929,244.44,0.0,28833.44,0.0,0.0,29077.88,0.2592
DEBT-06930,CUST-06930,4770.33,0.0,0.0,12232.51,153319.25,170322.09,0.559
DEBT-06931,CUST-06931,2777.76,0.0,0.0,0.0,0.0,2777.76,0.0077
DEBT-06932,CUST-06932,3564.67,0.0,0.0,0.0,0.0,3564.67,0.0086
DEBT-06933,CUST-06933,0.0,0.0,0.0,27011.4,0.0,27011.4,0.048
DEBT-06934,CUST-06934,4326.81,0.0,0.0,20042.57,278433.56,302802.94,1.1313
DEBT-06935,CUST-06935,15646.37,22680.78,0.0,0.0,0.0,38327.15,0.0549
DEBT-06936,CUST-06936,0.0,16117.34,0.0,33862.59,0.0,49979.93,0.1216
DEBT-06937,CUST-06937,3754.52,0.0,0.0,0.0,0.0,3754.52,0.0088
DEBT-06938,CUST-06938,0.0,0.0,0.0,25574.48,236989.06,262563.54,0.5367
DEBT-06939,CUST-06939,2136.15,0.0,0.0,21820.98,0.0,23957.13,0.0682
DEBT-06940,CUST-06940,770.92,7958.92,0.0,27977.81,157048.07,193755.72,0.3815
DEBT-06941,CUST-06941,0.0,9301.96,0.0,0.0,91985.88,101287.84,0.0822
DEBT-06942,CUST-06942,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06943,CUST-06943,15849.3,10479.11,0.0,8933.82,201581.19,236843.42,0.3146
DEBT-06944,CUST-06944,0.0,0.0,35066.15,17119.66,0.0,52185.81,0.0403
DEBT-06945,CUST-06945,14511.63,0.0,0.0,0.0,363530.46,378042.09,0.3881
DEBT-06946,CUST-06946,0.0,0.0,12721.23,0.0,0.0,12721.23,0.014
DEBT-06947,CUST-06947,4174.88,8669.55,34776.58,0.0,0.0,47621.01,0.084
DEBT-06948,CUST-06948,5535.5,0.0,0.0,18711.53,0.0,24247.03,0.047
DEBT-06949,CUST-06949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06950,CUST-06950,3330.2,0.0,0.0,0.0,0.0,3330.2,0.0063
DEBT-06951,CUST-06951,4821.13,0.0,0.0,18580.87,0.0,23402.0,0.0438
DEBT-06952,CUST-06952,0.0,5142.23,0.0,0.0,0.0,5142.23,0.0512
DEBT-06953,CUST-06953,5361.05,13105.91,0.0,23826.28,0.0,42293.24,0.0567
DEBT-06954,CUST-06954,12907.19,0.0,0.0,0.0,0.0,12907.19,0.0191
DEBT-06955,CUST-06955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06956,CUST-06956,2563.55,0.0,0.0,13573.41,0.0,16136.96,0.0284
DEBT-06957,CUST-06957,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06958,CUST-06958,11333.64,0.0,0.0,0.0,144655.72,155989.36,0.213
DEBT-06959,CUST-06959,8226.79,0.0,0.0,0.0,0.0,8226.79,0.0156
DEBT-06960,CUST-06960,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06961,CUST-06961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06962,CUST-06962,0.0,8012.44,0.0,33210.43,0.0,41222.87,0.0983
DEBT-06963,CUST-06963,0.0,21719.71,0.0,10119.04,0.0,31838.75,0.0523
DEBT-06964,CUST-06964,0.0,14771.15,32577.49,0.0,0.0,47348.64,0.2918
DEBT-06965,CUST-06965,2452.29,24383.48,0.0,5976.38,0.0,32812.15,0.1017
DEBT-06966,CUST-06966,2101.99,0.0,0.0,0.0,0.0,2101.99,0.0072
DEBT-06967,CUST-06967,434.29,16996.71,0.0,0.0,0.0,17431.0,0.0621
DEBT-06968,CUST-06968,5918.26,0.0,0.0,0.0,0.0,5918.26,0.0204
DEBT-06969,CUST-06969,12235.49,18318.04,0.0,0.0,0.0,30553.53,0.0569
DEBT-06970,CUST-06970,3967.76,0.0,0.0,4342.48,288712.46,297022.7,0.9882
DEBT-06971,CUST-06971,14679.99,0.0,0.0,0.0,0.0,14679.99,0.0182
DEBT-06972,CUST-06972,630.9,0.0,0.0,0.0,0.0,630.9,0.0084
DEBT-06973,CUST-06973,1161.22,0.0,0.0,0.0,0.0,1161.22,0.0033
DEBT-06974,CUST-06974,9610.18,24001.34,32634.93,25708.9,0.0,91955.35,0.1201
DEBT-06975,CUST-06975,10611.83,0.0,0.0,0.0,0.0,10611.83,0.0189
DEBT-06976,CUST-06976,25613.98,0.0,38625.74,0.0,0.0,64239.72,0.0444
DEBT-06977,CUST-06977,0.0,0.0,0.0,21467.15,0.0,21467.15,0.3576
DEBT-06978,CUST-06978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06979,CUST-06979,6126.04,0.0,0.0,0.0,171613.35,177739.39,0.4604
DEBT-06980,CUST-06980,4049.45,0.0,0.0,0.0,0.0,4049.45,0.0191
DEBT-06981,CUST-06981,6673.35,0.0,0.0,0.0,0.0,6673.35,0.019
DEBT-06982,CUST-06982,9655.38,0.0,0.0,0.0,0.0,9655.38,0.0227
DEBT-06983,CUST-06983,1017.51,0.0,0.0,16829.87,0.0,17847.38,0.2036
DEBT-06984,CUST-06984,0.0,0.0,0.0,31987.19,0.0,31987.19,0.0402
DEBT-06985,CUST-06985,0.0,19002.73,0.0,34487.09,0.0,53489.82,0.4547
DEBT-06986,CUST-06986,0.0,16972.84,0.0,28176.16,0.0,45149.0,0.131
DEBT-06987,CUST-06987,600.36,0.0,0.0,19048.45,0.0,19648.81,0.0695
DEBT-06988,CUST-06988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-06989,CUST-06989,5043.04,0.0,0.0,9231.98,0.0,14275.02,0.0307
DEBT-06990,CUST-06990,0.0,0.0,0.0,26556.68,0.0,26556.68,0.0218
DEBT-06991,CUST-06991,0.0,0.0,0.0,32902.44,396736.15,429638.59,0.9262
DEBT-06992,CUST-06992,0.0,19697.18,0.0,0.0,0.0,19697.18,0.3484
DEBT-06993,CUST-06993,4218.5,0.0,0.0,5001.24,399045.04,408264.78,1.4583
DEBT-06994,CUST-06994,1339.79,0.0,0.0,18267.27,432735.64,452342.7,0.4388
DEBT-06995,CUST-06995,1359.06,0.0,0.0,12778.79,0.0,14137.85,0.089
DEBT-06996,CUST-06996,4337.98,0.0,0.0,0.0,0.0,4337.98,0.0051
DEBT-06997,CUST-06997,0.0,0.0,0.0,5146.51,0.0,5146.51,0.02
DEBT-06998,CUST-06998,3754.92,8303.59,0.0,0.0,0.0,12058.51,0.0236
DEBT-06999,CUST-06999,0.0,0.0,0.0,0.0,94024.23,94024.23,0.175
DEBT-07000,CUST-07000,10520.44,24430.23,0.0,13881.61,0.0,48832.28,0.0697
DEBT-07001,CUST-07001,15882.95,4837.67,0.0,25422.12,0.0,46142.74,0.0542
DEBT-07002,CUST-07002,5492.15,0.0,0.0,14624.24,0.0,20116.39,0.0503
DEBT-07003,CUST-07003,3609.82,0.0,0.0,0.0,0.0,3609.82,0.0129
DEBT-07004,CUST-07004,4043.1,0.0,0.0,8970.29,0.0,13013.39,0.0364
DEBT-07005,CUST-07005,5168.9,22147.63,0.0,0.0,417883.64,445200.17,0.8697
DEBT-07006,CUST-07006,9467.59,0.0,0.0,0.0,0.0,9467.59,0.0143
DEBT-07007,CUST-07007,2082.83,0.0,0.0,32784.92,0.0,34867.75,0.1046
DEBT-07008,CUST-07008,0.0,0.0,0.0,16257.89,357126.83,373384.72,0.598
DEBT-07009,CUST-07009,5088.51,0.0,0.0,0.0,0.0,5088.51,0.016
DEBT-07010,CUST-07010,8167.15,0.0,0.0,0.0,0.0,8167.15,0.0217
DEBT-07011,CUST-07011,0.0,0.0,0.0,11423.49,0.0,11423.49,0.0332
DEBT-07012,CUST-07012,4947.81,0.0,0.0,0.0,0.0,4947.81,0.009
DEBT-07013,CUST-07013,4489.64,0.0,0.0,17328.22,408028.48,429846.34,0.8079
DEBT-07014,CUST-07014,22021.77,0.0,0.0,0.0,0.0,22021.77,0.0204
DEBT-07015,CUST-07015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-07016,CUST-07016,8759.51,0.0,0.0,6206.83,231607.03,246573.37,0.2975
DEBT-07017,CUST-07017,6599.95,13846.4,0.0,28179.66,432308.02,480934.03,1.0624
DEBT-07018,CUST-07018,3318.94,0.0,0.0,29207.04,0.0,32525.98,0.0934
DEBT-07019,CUST-07019,1603.46,18309.96,5901.65,0.0,0.0,25815.07,0.1045
DEBT-07020,CUST-07020,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-07021,CUST-07021,0.0,0.0,28698.33,0.0,0.0,28698.33,0.0628
DEBT-07022,CUST-07022,7403.69,0.0,0.0,22014.75,0.0,29418.44,0.0337
DEBT-07023,CUST-07023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-07024,CUST-07024,4972.77,13406.52,0.0,13393.06,374442.36,406214.71,0.9557
DEBT-07025,CUST-07025,9304.73,12322.41,0.0,29512.68,424662.73,475802.55,0.7815
DEBT-07026,CUST-07026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-07027,CUST-07027,5480.59,0.0,0.0,0.0,81156.19,86636.78,0.1174
DEBT-07028,CUST-07028,0.0,22937.4,0.0,0.0,0.0,22937.4,0.0312
DEBT-07029,CUST-07029,2028.6,0.0,0.0,0.0,0.0,2028.6,0.0093
DEBT-07030,CUST-07030,0.0,0.0,0.0,6135.03,0.0,6135.03,0.0132
DEBT-07031,CUST-07031,8525.35,0.0,0.0,0.0,0.0,8525.35,0.0192
DEBT-07032,CUST-07032,0.0,0.0,0.0,12084.28,0.0,12084.28,0.0425
DEBT-07033,CUST-07033,0.0,0.0,0.0,0.0,167080.08,167080.08,0.4921
DEBT-07034,CUST-07034,1706.03,0.0,0.0,21609.28,0.0,23315.31,0.0419
DEBT-07035,CUST-07035,3687.93,0.0,0.0,17712.38,0.0,21400.31,0.0484
DEBT-07036,CUST-07036,0.0,13832.24,0.0,0.0,164852.12,178684.36,0.2823
DEBT-07037,CUST-07037,0.0,0.0,0.0,25566.02,0.0,25566.02,0.0716
DEBT-07038,CUST-07038,6984.02,0.0,0.0,0.0,104435.05,111419.07,0.3256
DEBT-07039,CUST-07039,858.02,9878.3,8410.41,0.0,0.0,19146.73,0.0471
DEBT-07040,CUST-07040,5944.68,11941.18,32446.06,0.0,0.0,50331.92,0.0983
DEBT-07041,CUST-07041,1476.83,0.0,39804.56,0.0,0.0,41281.39,0.1424
DEBT-07042,CUST-07042,11164.05,0.0,0.0,0.0,142536.57,153700.62,0.2486
DEBT-07043,CUST-07043,9166.43,0.0,0.0,20969.79,0.0,30136.22,0.0636
DEBT-07044,CUST-07044,7167.65,0.0,0.0,8635.85,0.0,15803.5,0.0221
DEBT-07045,CUST-07045,13853.49,0.0,0.0,21604.52,0.0,35458.01,0.0496
DEBT-07046,CUST-07046,9715.55,0.0,0.0,0.0,413587.49,423303.04,0.978
DEBT-07047,CUST-07047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-07048,CUST-07048,4323.59,0.0,0.0,34119.57,0.0,38443.16,0.1283
DEBT-07049,CUST-07049,9715.64,0.0,0.0,0.0,0.0,9715.64,0.0208
DEBT-07050,CUST-07050,4152.19,0.0,0.0,0.0,0.0,4152.19,0.0108
DEBT-07051,CUST-07051,7510.46,0.0,0.0,0.0,0.0,7510.46,0.0218
DEBT-07052,CUST-07052,9739.66,2952.62,0.0,0.0,350666.16,363358.44,0.6519
DEBT-07053,CUST-07053,0.0,16439.33,0.0,0.0,147773.03,164212.36,0.2632
DEBT-07054,CUST-07054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-07055,CUST-07055,0.0,16607.62,0.0,29074.3,0.0,45681.92,0.1284
DEBT-07056,CUST-07056,39708.77,0.0,0.0,0.0,87310.9,127019.67,0.0726
DEBT-07057,CUST-07057,1305.83,0.0,0.0,0.0,0.0,1305.83,0.0032
DEBT-07058,CUST-07058,7591.6,0.0,0.0,27721.6,0.0,35313.2,0.0758
DEBT-07059,CUST-07059,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-07060,CUST-07060,0.0,0.0,0.0,19004.45,0.0,19004.45,0.055
DEBT-07061,CUST-07061,0.0,18912.93,0.0,0.0,167683.85,186596.78,0.3812
DEBT-07062,CUST-07062,434.44,22533.51,0.0,30296.02,0.0,53263.97,1.0352
DEBT-07063,CUST-07063,3612.53,0.0,0.0,0.0,0.0,3612.53,0.0162
DEBT-07064,CUST-07064,4242.77,9266.81,0.0,28018.44,0.0,41528.02,0.1422
DEBT-07065,CUST-07065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-07066,CUST-07066,11779.58,0.0,0.0,0.0,0.0,11779.58,0.0219
DEBT-07067,CUST-07067,0.0,12465.6,0.0,0.0,0.0,12465.6,0.1683
DEBT-07068,CUST-07068,534.8,0.0,38514.21,15811.3,0.0,54860.31,0.1201
DEBT-07069,CUST-07069,3597.33,0.0,0.0,0.0,0.0,3597.33,0.0068
DEBT-07070,CUST-07070,2828.42,0.0,21979.72,0.0,0.0,24808.14,0.1731
DEBT-07071,CUST-07071,3033.5,0.0,44622.92,0.0,0.0,47656.42,0.0977
DEBT-07072,CUST-07072,8842.45,0.0,43127.87,0.0,0.0,51970.32,0.1128
DEBT-07073,CUST-07073,6701.75,0.0,0.0,0.0,178048.48,184750.23,0.2908
