year_month,txn_year,txn_month,category,total_transactions,active_transacting_customers,total_amount,avg_transaction_amount,debit_count,credit_count,total_debit_amount,total_credit_amount
2023-10,2023,10,Dining,140,139,12628.7,90.2,140,0,12628.7,0.0
2023-10,2023,10,Education,117,114,104138.23,890.07,117,0,104138.23,0.0
2023-10,2023,10,Entertainment,119,119,14282.18,120.02,119,0,14282.18,0.0
2023-10,2023,10,Groceries,133,131,20074.99,150.94,133,0,20074.99,0.0
2023-10,2023,10,Healthcare,110,110,35462.94,322.39,110,0,35462.94,0.0
2023-10,2023,10,Shopping,137,135,32208.27,235.1,137,0,32208.27,0.0
2023-10,2023,10,Subscription,104,104,3284.33,31.58,104,0,3284.33,0.0
2023-10,2023,10,Transfer,101,100,125444.43,1242.02,70,31,81895.75,43548.68
2023-10,2023,10,Travel,120,119,81480.47,679.0,120,0,81480.47,0.0
2023-10,2023,10,Utilities,123,122,24438.89,198.69,123,0,24438.89,0.0
2023-11,2023,11,Dining,137,137,12792.79,93.38,137,0,12792.79,0.0
2023-11,2023,11,Education,114,114,92945.88,815.31,114,0,92945.88,0.0
2023-11,2023,11,Entertainment,103,103,12198.73,118.43,103,0,12198.73,0.0
2023-11,2023,11,Groceries,130,129,18792.54,144.56,130,0,18792.54,0.0
2023-11,2023,11,Healthcare,107,107,32490.25,303.65,107,0,32490.25,0.0
2023-11,2023,11,Shopping,122,121,25730.19,210.9,122,0,25730.19,0.0
2023-11,2023,11,Subscription,140,139,4458.59,31.85,140,0,4458.59,0.0
2023-11,2023,11,Transfer,110,110,120466.97,1095.15,86,24,93148.86,27318.11
2023-11,2023,11,Travel,95,95,72250.58,760.53,95,0,72250.58,0.0
2023-11,2023,11,Utilities,132,132,25047.48,189.75,132,0,25047.48,0.0
2023-12,2023,12,Dining,134,134,12090.8,90.23,134,0,12090.8,0.0
2023-12,2023,12,Education,124,124,109425.2,882.46,124,0,109425.2,0.0
2023-12,2023,12,Entertainment,128,127,15533.5,121.36,128,0,15533.5,0.0
2023-12,2023,12,Groceries,123,122,19741.66,160.5,123,0,19741.66,0.0
2023-12,2023,12,Healthcare,133,130,39294.3,295.45,133,0,39294.3,0.0
2023-12,2023,12,Shopping,133,132,30444.03,228.9,133,0,30444.03,0.0
2023-12,2023,12,Subscription,102,101,2987.8,29.29,102,0,2987.8,0.0
2023-12,2023,12,Transfer,138,138,164012.92,1188.5,90,48,101446.58,62566.34
2023-12,2023,12,Travel,113,113,81249.59,719.02,113,0,81249.59,0.0
2023-12,2023,12,Utilities,147,146,28749.78,195.58,147,0,28749.78,0.0
2024-01,2024,01,Dining,127,126,10859.78,85.51,127,0,10859.78,0.0
2024-01,2024,01,Education,128,128,115526.69,902.55,128,0,115526.69,0.0
2024-01,2024,01,Entertainment,119,117,14142.36,118.84,119,0,14142.36,0.0
2024-01,2024,01,Groceries,113,113,17885.52,158.28,113,0,17885.52,0.0
2024-01,2024,01,Healthcare,113,111,34793.83,307.91,113,0,34793.83,0.0
2024-01,2024,01,Shopping,133,133,34727.4,261.11,133,0,34727.4,0.0
2024-01,2024,01,Subscription,134,133,4259.62,31.79,134,0,4259.62,0.0
2024-01,2024,01,Transfer,136,136,160056.82,1176.89,95,41,108814.78,51242.04
2024-01,2024,01,Travel,135,134,93235.07,690.63,135,0,93235.07,0.0
2024-01,2024,01,Utilities,143,142,27699.06,193.7,143,0,27699.06,0.0
2024-02,2024,02,Dining,143,143,12531.13,87.63,143,0,12531.13,0.0
2024-02,2024,02,Education,134,134,107797.68,804.46,134,0,107797.68,0.0
2024-02,2024,02,Entertainment,115,115,14021.03,121.92,115,0,14021.03,0.0
2024-02,2024,02,Groceries,128,125,19938.07,155.77,128,0,19938.07,0.0
2024-02,2024,02,Healthcare,130,129,40032.8,307.94,130,0,40032.8,0.0
2024-02,2024,02,Shopping,144,143,32927.42,228.66,144,0,32927.42,0.0
2024-02,2024,02,Subscription,137,136,4180.26,30.51,137,0,4180.26,0.0
2024-02,2024,02,Transfer,123,122,134845.41,1096.3,92,31,101895.68,32949.73
2024-02,2024,02,Travel,122,120,83365.56,683.32,122,0,83365.56,0.0
2024-02,2024,02,Utilities,105,105,22095.83,210.44,105,0,22095.83,0.0
2024-03,2024,03,Dining,137,137,11682.06,85.27,137,0,11682.06,0.0
2024-03,2024,03,Education,139,139,121237.64,872.21,139,0,121237.64,0.0
2024-03,2024,03,Entertainment,128,128,14319.45,111.87,128,0,14319.45,0.0
2024-03,2024,03,Groceries,136,134,19654.67,144.52,136,0,19654.67,0.0
2024-03,2024,03,Healthcare,130,129,39574.03,304.42,130,0,39574.03,0.0
2024-03,2024,03,Shopping,125,125,30933.89,247.47,125,0,30933.89,0.0
2024-03,2024,03,Subscription,139,139,4278.79,30.78,139,0,4278.79,0.0
2024-03,2024,03,Transfer,127,125,152324.9,1199.41,83,44,93332.32,58992.58
2024-03,2024,03,Travel,129,129,94207.03,730.29,129,0,94207.03,0.0
2024-03,2024,03,Utilities,160,160,29386.5,183.67,160,0,29386.5,0.0
2024-04,2024,04,Dining,129,129,12134.66,94.07,129,0,12134.66,0.0
2024-04,2024,04,Education,129,126,115693.77,896.85,129,0,115693.77,0.0
2024-04,2024,04,Entertainment,141,141,16686.8,118.35,141,0,16686.8,0.0
2024-04,2024,04,Groceries,144,143,21292.26,147.86,144,0,21292.26,0.0
2024-04,2024,04,Healthcare,149,147,42632.94,286.13,149,0,42632.94,0.0
2024-04,2024,04,Shopping,117,117,28183.47,240.88,117,0,28183.47,0.0
2024-04,2024,04,Subscription,152,152,4685.87,30.83,152,0,4685.87,0.0
2024-04,2024,04,Transfer,138,138,171355.95,1241.71,94,44,120957.46,50398.49
2024-04,2024,04,Travel,144,144,100776.79,699.84,144,0,100776.79,0.0
2024-04,2024,04,Utilities,143,143,28441.25,198.89,143,0,28441.25,0.0
2024-05,2024,05,Dining,134,131,12499.21,93.28,134,0,12499.21,0.0
2024-05,2024,05,Education,158,158,136460.63,863.67,158,0,136460.63,0.0
2024-05,2024,05,Entertainment,124,124,14981.69,120.82,124,0,14981.69,0.0
2024-05,2024,05,Groceries,133,131,19781.58,148.73,133,0,19781.58,0.0
2024-05,2024,05,Healthcare,148,147,43885.95,296.53,148,0,43885.95,0.0
2024-05,2024,05,Shopping,153,148,37444.1,244.73,153,0,37444.1,0.0
2024-05,2024,05,Subscription,140,140,4415.3,31.54,140,0,4415.3,0.0
2024-05,2024,05,Transfer,142,139,152448.22,1073.58,106,36,111904.47,40543.75
2024-05,2024,05,Travel,167,167,121254.95,726.08,167,0,121254.95,0.0
2024-05,2024,05,Utilities,158,158,31965.13,202.31,158,0,31965.13,0.0
2024-06,2024,06,Dining,149,149,13464.83,90.37,149,0,13464.83,0.0
2024-06,2024,06,Education,149,148,128827.97,864.62,149,0,128827.97,0.0
2024-06,2024,06,Entertainment,157,154,18073.62,115.12,157,0,18073.62,0.0
2024-06,2024,06,Groceries,145,144,23573.35,162.57,145,0,23573.35,0.0
2024-06,2024,06,Healthcare,157,156,50212.0,319.82,157,0,50212.0,0.0
2024-06,2024,06,Shopping,141,141,36367.36,257.92,141,0,36367.36,0.0
2024-06,2024,06,Subscription,144,144,4482.73,31.13,144,0,4482.73,0.0
2024-06,2024,06,Transfer,150,149,176026.46,1173.51,105,45,121470.05,54556.41
2024-06,2024,06,Travel,142,140,99126.97,698.08,142,0,99126.97,0.0
2024-06,2024,06,Utilities,156,154,31749.94,203.53,156,0,31749.94,0.0
2024-07,2024,07,Dining,159,159,14403.18,90.59,159,0,14403.18,0.0
2024-07,2024,07,Education,128,128,120136.49,938.57,128,0,120136.49,0.0
2024-07,2024,07,Entertainment,179,178,21530.84,120.28,179,0,21530.84,0.0
2024-07,2024,07,Groceries,151,150,22736.03,150.57,151,0,22736.03,0.0
2024-07,2024,07,Healthcare,169,168,51884.34,307.01,169,0,51884.34,0.0
2024-07,2024,07,Shopping,147,147,34882.0,237.29,147,0,34882.0,0.0
2024-07,2024,07,Subscription,148,148,4655.4,31.46,148,0,4655.4,0.0
2024-07,2024,07,Transfer,173,170,191906.89,1109.29,126,47,136791.37,55115.52
2024-07,2024,07,Travel,143,143,101778.29,711.74,143,0,101778.29,0.0
2024-07,2024,07,Utilities,161,160,30656.19,190.41,161,0,30656.19,0.0
2024-08,2024,08,Dining,165,163,15995.97,96.95,165,0,15995.97,0.0
2024-08,2024,08,Education,147,145,128197.06,872.09,147,0,128197.06,0.0
2024-08,2024,08,Entertainment,173,173,22078.11,127.62,173,0,22078.11,0.0
2024-08,2024,08,Groceries,180,179,26540.18,147.45,180,0,26540.18,0.0
2024-08,2024,08,Healthcare,165,164,48312.0,292.8,165,0,48312.0,0.0
2024-08,2024,08,Shopping,172,170,39305.49,228.52,172,0,39305.49,0.0
2024-08,2024,08,Subscription,187,185,5609.33,30.0,187,0,5609.33,0.0
2024-08,2024,08,Transfer,161,161,178716.68,1110.04,116,45,129993.18,48723.5
2024-08,2024,08,Travel,174,171,131908.07,758.09,174,0,131908.07,0.0
2024-08,2024,08,Utilities,159,159,30750.41,193.4,159,0,30750.41,0.0
2024-09,2024,09,Dining,164,163,15427.24,94.07,164,0,15427.24,0.0
2024-09,2024,09,Education,191,189,161623.09,846.19,191,0,161623.09,0.0
2024-09,2024,09,Entertainment,159,158,18941.85,119.13,159,0,18941.85,0.0
2024-09,2024,09,Groceries,168,166,25620.78,152.5,168,0,25620.78,0.0
2024-09,2024,09,Healthcare,169,167,48935.5,289.56,169,0,48935.5,0.0
2024-09,2024,09,Shopping,172,172,41345.86,240.38,172,0,41345.86,0.0
2024-09,2024,09,Subscription,166,162,5073.27,30.56,166,0,5073.27,0.0
2024-09,2024,09,Transfer,162,161,191271.12,1180.69,114,48,131682.41,59588.71
2024-09,2024,09,Travel,159,159,117162.54,736.87,159,0,117162.54,0.0
2024-09,2024,09,Utilities,166,166,32123.97,193.52,166,0,32123.97,0.0
2024-10,2024,10,Dining,159,155,14675.14,92.3,159,0,14675.14,0.0
2024-10,2024,10,Education,187,183,163290.14,873.21,187,0,163290.14,0.0
2024-10,2024,10,Entertainment,177,177,21610.81,122.09,177,0,21610.81,0.0
2024-10,2024,10,Groceries,175,173,25856.31,147.75,175,0,25856.31,0.0
2024-10,2024,10,Healthcare,171,170,51586.36,301.67,171,0,51586.36,0.0
2024-10,2024,10,Shopping,155,150,32538.24,209.92,155,0,32538.24,0.0
2024-10,2024,10,Subscription,176,174,5687.91,32.32,176,0,5687.91,0.0
2024-10,2024,10,Transfer,193,191,237020.75,1228.09,133,60,162780.33,74240.42
2024-10,2024,10,Travel,165,164,116014.63,703.12,165,0,116014.63,0.0
2024-10,2024,10,Utilities,185,180,35055.59,189.49,185,0,35055.59,0.0
2024-11,2024,11,Dining,161,160,15716.76,97.62,161,0,15716.76,0.0
2024-11,2024,11,Education,177,174,148032.19,836.34,177,0,148032.19,0.0
2024-11,2024,11,Entertainment,173,172,21170.94,122.38,173,0,21170.94,0.0
2024-11,2024,11,Groceries,175,173,25532.88,145.9,175,0,25532.88,0.0
2024-11,2024,11,Healthcare,184,183,58284.51,316.76,184,0,58284.51,0.0
2024-11,2024,11,Shopping,155,154,38332.04,247.3,155,0,38332.04,0.0
2024-11,2024,11,Subscription,155,155,4562.66,29.44,155,0,4562.66,0.0
2024-11,2024,11,Transfer,172,170,202799.96,1179.07,123,49,144721.82,58078.14
2024-11,2024,11,Travel,172,169,131324.39,763.51,172,0,131324.39,0.0
2024-11,2024,11,Utilities,205,204,38683.32,188.7,205,0,38683.32,0.0
2024-12,2024,12,Dining,184,182,15941.83,86.64,184,0,15941.83,0.0
2024-12,2024,12,Education,196,195,168152.3,857.92,196,0,168152.3,0.0
2024-12,2024,12,Entertainment,194,193,22452.11,115.73,194,0,22452.11,0.0
2024-12,2024,12,Groceries,186,182,27944.04,150.24,186,0,27944.04,0.0
2024-12,2024,12,Healthcare,200,200,61904.62,309.52,200,0,61904.62,0.0
2024-12,2024,12,Shopping,190,189,47727.79,251.2,190,0,47727.79,0.0
2024-12,2024,12,Subscription,207,206,6566.49,31.72,207,0,6566.49,0.0
2024-12,2024,12,Transfer,217,215,253347.79,1167.5,155,62,182595.79,70752.0
2024-12,2024,12,Travel,193,193,144815.98,750.34,193,0,144815.98,0.0
2024-12,2024,12,Utilities,194,194,37764.03,194.66,194,0,37764.03,0.0
2025-01,2025,01,Dining,189,187,17162.09,90.8,189,0,17162.09,0.0
2025-01,2025,01,Education,206,202,179617.23,871.93,206,0,179617.23,0.0
2025-01,2025,01,Entertainment,195,193,23003.34,117.97,195,0,23003.34,0.0
2025-01,2025,01,Groceries,206,204,33163.45,160.99,206,0,33163.45,0.0
2025-01,2025,01,Healthcare,170,170,50929.6,299.59,170,0,50929.6,0.0
2025-01,2025,01,Shopping,179,179,42199.36,235.75,179,0,42199.36,0.0
2025-01,2025,01,Subscription,184,183,5747.42,31.24,184,0,5747.42,0.0
2025-01,2025,01,Transfer,208,207,249277.99,1198.45,154,54,179885.04,69392.95
2025-01,2025,01,Travel,200,194,157920.16,789.6,200,0,157920.16,0.0
2025-01,2025,01,Utilities,174,171,31355.77,180.21,174,0,31355.77,0.0
2025-02,2025,02,Dining,171,170,16189.71,94.68,171,0,16189.71,0.0
2025-02,2025,02,Education,162,161,130695.65,806.76,162,0,130695.65,0.0
2025-02,2025,02,Entertainment,171,168,19732.11,115.39,171,0,19732.11,0.0
2025-02,2025,02,Groceries,156,155,23138.53,148.32,156,0,23138.53,0.0
2025-02,2025,02,Healthcare,161,161,50136.55,311.41,161,0,50136.55,0.0
2025-02,2025,02,Shopping,168,163,42015.6,250.09,168,0,42015.6,0.0
2025-02,2025,02,Subscription,168,166,5042.98,30.02,168,0,5042.98,0.0
2025-02,2025,02,Transfer,155,154,179164.04,1155.9,110,45,126155.04,53009.0
2025-02,2025,02,Travel,182,180,131012.19,719.85,182,0,131012.19,0.0
2025-02,2025,02,Utilities,147,147,27384.25,186.29,147,0,27384.25,0.0
2025-03,2025,03,Dining,176,173,17716.86,100.66,176,0,17716.86,0.0
2025-03,2025,03,Education,203,200,176406.77,869.0,203,0,176406.77,0.0
2025-03,2025,03,Entertainment,204,199,25266.82,123.86,204,0,25266.82,0.0
2025-03,2025,03,Groceries,188,186,27082.4,144.06,188,0,27082.4,0.0
2025-03,2025,03,Healthcare,180,179,54842.86,304.68,180,0,54842.86,0.0
2025-03,2025,03,Shopping,193,192,45913.22,237.89,193,0,45913.22,0.0
2025-03,2025,03,Subscription,209,206,6662.39,31.88,209,0,6662.39,0.0
2025-03,2025,03,Transfer,181,180,212111.6,1171.89,129,52,150165.83,61945.77
2025-03,2025,03,Travel,176,175,127687.87,725.5,176,0,127687.87,0.0
2025-03,2025,03,Utilities,193,192,35424.41,183.55,193,0,35424.41,0.0
2025-04,2025,04,Dining,199,197,18254.1,91.73,199,0,18254.1,0.0
2025-04,2025,04,Education,192,192,173222.5,902.2,192,0,173222.5,0.0
2025-04,2025,04,Entertainment,195,195,24059.92,123.38,195,0,24059.92,0.0
2025-04,2025,04,Groceries,183,180,28097.19,153.54,183,0,28097.19,0.0
2025-04,2025,04,Healthcare,195,194,60810.54,311.85,195,0,60810.54,0.0
2025-04,2025,04,Shopping,181,180,44120.44,243.76,181,0,44120.44,0.0
2025-04,2025,04,Subscription,197,193,5968.85,30.3,197,0,5968.85,0.0
2025-04,2025,04,Transfer,173,173,209350.46,1210.12,114,59,141191.5,68158.96
2025-04,2025,04,Travel,175,173,120059.57,686.05,175,0,120059.57,0.0
2025-04,2025,04,Utilities,178,177,35904.25,201.71,178,0,35904.25,0.0
2025-05,2025,05,Dining,188,185,16692.39,88.79,188,0,16692.39,0.0
2025-05,2025,05,Education,183,181,156671.36,856.13,183,0,156671.36,0.0
2025-05,2025,05,Entertainment,175,174,20511.22,117.21,175,0,20511.22,0.0
2025-05,2025,05,Groceries,195,194,29980.39,153.75,195,0,29980.39,0.0
2025-05,2025,05,Healthcare,204,203,54602.73,267.66,204,0,54602.73,0.0
2025-05,2025,05,Shopping,175,174,38965.59,222.66,175,0,38965.59,0.0
2025-05,2025,05,Subscription,169,169,5226.71,30.93,169,0,5226.71,0.0
2025-05,2025,05,Transfer,200,199,227268.77,1136.34,132,68,146906.22,80362.55
2025-05,2025,05,Travel,219,219,162854.53,743.63,219,0,162854.53,0.0
2025-05,2025,05,Utilities,173,169,31639.86,182.89,173,0,31639.86,0.0
2025-06,2025,06,Dining,200,198,18336.19,91.68,200,0,18336.19,0.0
2025-06,2025,06,Education,176,176,144730.93,822.33,176,0,144730.93,0.0
2025-06,2025,06,Entertainment,172,171,19365.97,112.59,172,0,19365.97,0.0
2025-06,2025,06,Groceries,197,195,28140.1,142.84,197,0,28140.1,0.0
2025-06,2025,06,Healthcare,174,174,51776.29,297.56,174,0,51776.29,0.0
2025-06,2025,06,Shopping,180,177,44079.63,244.89,180,0,44079.63,0.0
2025-06,2025,06,Subscription,170,169,5562.66,32.72,170,0,5562.66,0.0
2025-06,2025,06,Transfer,199,199,235482.73,1183.33,128,71,151059.01,84423.72
2025-06,2025,06,Travel,196,195,146976.5,749.88,196,0,146976.5,0.0
2025-06,2025,06,Utilities,190,189,37310.48,196.37,190,0,37310.48,0.0
2025-07,2025,07,Dining,212,211,20928.47,98.72,212,0,20928.47,0.0
2025-07,2025,07,Education,186,185,167176.4,898.8,186,0,167176.4,0.0
2025-07,2025,07,Entertainment,200,198,25593.78,127.97,200,0,25593.78,0.0
2025-07,2025,07,Groceries,178,177,27668.09,155.44,178,0,27668.09,0.0
2025-07,2025,07,Healthcare,183,182,53025.92,289.76,183,0,53025.92,0.0
2025-07,2025,07,Shopping,162,159,40323.97,248.91,162,0,40323.97,0.0
2025-07,2025,07,Subscription,216,214,6491.8,30.05,216,0,6491.8,0.0
2025-07,2025,07,Transfer,204,201,231779.01,1136.17,139,65,165508.86,66270.15
2025-07,2025,07,Travel,201,200,151139.68,751.94,201,0,151139.68,0.0
2025-07,2025,07,Utilities,196,193,35987.21,183.61,196,0,35987.21,0.0
2025-08,2025,08,Dining,217,215,21066.71,97.08,217,0,21066.71,0.0
2025-08,2025,08,Education,193,193,159467.89,826.26,193,0,159467.89,0.0
2025-08,2025,08,Entertainment,193,190,21255.52,110.13,193,0,21255.52,0.0
2025-08,2025,08,Groceries,193,193,29985.41,155.36,193,0,29985.41,0.0
2025-08,2025,08,Healthcare,212,209,60499.18,285.37,212,0,60499.18,0.0
2025-08,2025,08,Shopping,200,199,47595.55,237.98,200,0,47595.55,0.0
2025-08,2025,08,Subscription,190,189,5720.2,30.11,190,0,5720.2,0.0
2025-08,2025,08,Transfer,202,202,233385.94,1155.38,141,61,165548.09,67837.85
2025-08,2025,08,Travel,187,185,141147.29,754.8,187,0,141147.29,0.0
2025-08,2025,08,Utilities,163,159,29940.35,183.68,163,0,29940.35,0.0
2025-09,2025,09,Dining,197,197,17694.14,89.82,197,0,17694.14,0.0
2025-09,2025,09,Education,169,167,141027.46,834.48,169,0,141027.46,0.0
2025-09,2025,09,Entertainment,174,172,20516.24,117.91,174,0,20516.24,0.0
2025-09,2025,09,Groceries,177,176,26750.12,151.13,177,0,26750.12,0.0
2025-09,2025,09,Healthcare,187,185,56237.45,300.74,187,0,56237.45,0.0
2025-09,2025,09,Shopping,170,165,40938.86,240.82,170,0,40938.86,0.0
2025-09,2025,09,Subscription,186,185,5511.12,29.63,186,0,5511.12,0.0
2025-09,2025,09,Transfer,177,175,210879.46,1191.41,119,58,137859.68,73019.78
2025-09,2025,09,Travel,196,194,139916.54,713.86,196,0,139916.54,0.0
2025-09,2025,09,Utilities,196,194,36478.24,186.11,196,0,36478.24,0.0
2025-10,2025,10,Dining,191,190,17494.69,91.6,191,0,17494.69,0.0
2025-10,2025,10,Education,195,193,167661.11,859.8,195,0,167661.11,0.0
2025-10,2025,10,Entertainment,213,212,24146.04,113.36,213,0,24146.04,0.0
2025-10,2025,10,Groceries,175,174,26396.85,150.84,175,0,26396.85,0.0
2025-10,2025,10,Healthcare,195,193,58878.21,301.94,195,0,58878.21,0.0
2025-10,2025,10,Shopping,195,194,48578.34,249.12,195,0,48578.34,0.0
2025-10,2025,10,Subscription,173,172,5050.59,29.19,173,0,5050.59,0.0
2025-10,2025,10,Transfer,194,192,226792.77,1169.03,138,56,163587.66,63205.11
2025-10,2025,10,Travel,192,192,149063.71,776.37,192,0,149063.71,0.0
2025-10,2025,10,Utilities,164,162,31063.89,189.41,164,0,31063.89,0.0
2025-11,2025,11,Dining,184,183,16236.91,88.24,184,0,16236.91,0.0
2025-11,2025,11,Education,200,199,183459.93,917.3,200,0,183459.93,0.0
2025-11,2025,11,Entertainment,164,163,20283.4,123.68,164,0,20283.4,0.0
2025-11,2025,11,Groceries,177,176,29011.5,163.91,177,0,29011.5,0.0
2025-11,2025,11,Healthcare,197,196,59384.7,301.45,197,0,59384.7,0.0
2025-11,2025,11,Shopping,178,177,41726.29,234.42,178,0,41726.29,0.0
2025-11,2025,11,Subscription,191,189,6197.27,32.45,191,0,6197.27,0.0
2025-11,2025,11,Transfer,188,188,214191.0,1139.31,132,56,150630.53,63560.47
2025-11,2025,11,Travel,184,182,123113.58,669.1,184,0,123113.58,0.0
2025-11,2025,11,Utilities,199,197,40288.25,202.45,199,0,40288.25,0.0
2025-12,2025,12,Dining,185,184,16358.44,88.42,185,0,16358.44,0.0
2025-12,2025,12,Education,176,175,151623.97,861.5,176,0,151623.97,0.0
2025-12,2025,12,Entertainment,215,215,24463.65,113.78,215,0,24463.65,0.0
2025-12,2025,12,Groceries,176,175,27842.51,158.2,176,0,27842.51,0.0
2025-12,2025,12,Healthcare,203,200,60589.62,298.47,203,0,60589.62,0.0
2025-12,2025,12,Shopping,163,162,35509.66,217.85,163,0,35509.66,0.0
2025-12,2025,12,Subscription,195,194,5900.39,30.26,195,0,5900.39,0.0
2025-12,2025,12,Transfer,189,188,218169.8,1154.34,109,80,117917.78,100252.02
2025-12,2025,12,Travel,189,188,128223.92,678.43,189,0,128223.92,0.0
2025-12,2025,12,Utilities,186,186,34858.8,187.41,186,0,34858.8,0.0
