customer_id,age,age_group,gender,education,employment_status,marital_status,city_tier,occupation,customer_since,customer_tenure_years,income_id,monthly_income,annual_income,income_source,income_stability,income_band,expense_id,housing_expense,food_expense,transportation_expense,healthcare_expense,entertainment_expense,utilities_expense,other_expense,total_monthly_expense,expense_to_income_ratio,disposable_income,savings_id,monthly_savings,savings_balance,savings_rate,emergency_fund_status,net_savings_capacity,savings_behavior_tier,debt_id,credit_card_debt,personal_loan,education_loan,vehicle_loan,mortgage,total_debt,debt_to_income_ratio,credit_id,credit_score,payment_behavior,missed_payments,credit_utilization,credit_risk_category,debt_risk_tier,total_transactions,total_transaction_amount,avg_transaction_amount,last_transaction_date,total_products,active_products,customer_segment
CUST-06485,49,35-49,Male,High School,Employed,Divorced,Tier 2,Education,2022-09-03,3.33,INC-06485,3888.09,46657.08,Salary,High,Middle ($2.5k-$6k),EXP-06485,1091.56,616.45,332.98,173.46,282.84,251.91,102.38,2851.58,0.7334,1036.51,SAV-06485,723.31,29490.75,0.186,Fully Funded,313.2,Healthy Saver,DEBT-06485,2431.51,0.0,0.0,0.0,0.0,2431.51,0.0075,CRED-06485,754,On-Time,0,0.11,Low Risk,Low Risk,7,2061.14,294.45,2025-11-03 00:00:00,2,2,Emerging Customers
CUST-06486,55,50-64,Female,Associate,Self-Employed,Single,Tier 3,Software/Tech,2024-03-15,1.8,INC-06486,7225.98,86711.76,Business,Medium,Upper-Middle ($6k-$10k),EXP-06486,1433.77,1118.55,503.79,449.7,332.6,347.06,304.8,4490.27,0.6214,2735.71,SAV-06486,1406.98,22525.99,0.1947,Partially Funded,1328.73,Healthy Saver,DEBT-06486,0.0,0.0,0.0,0.0,181460.05,181460.05,0.3013,CRED-06486,662,Occasional Late,2,0.72,High Risk,High Risk,5,696.72,139.34,2025-09-27 00:00:00,1,1,Debt-Burdened
CUST-06487,55,50-64,Female,Bachelor'S,Employed,Divorced,Tier 1,Software/Tech,2022-11-25,3.1,INC-06487,5980.54,71766.48,Salary,High,Middle ($2.5k-$6k),EXP-06487,2057.54,784.52,482.69,248.28,515.57,386.78,324.46,4799.84,0.8026,1180.7,SAV-06487,992.84,39648.98,0.166,Fully Funded,187.86,Healthy Saver,DEBT-06487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRED-06487,711,Occasional Late,1,0.45,Medium Risk,High Risk,6,2629.98,438.33,2025-09-22 00:00:00,2,2,Emerging Customers
CUST-06488,73,65+,Female,Master'S,Retired,Single,Tier 2,Retired,2024-10-07,1.23,INC-06488,6013.7,72164.4,Pension/Government,High,Upper-Middle ($6k-$10k),EXP-06488,1700.64,746.18,341.17,418.21,449.28,319.35,279.15,4253.98,0.7074,1759.72,SAV-06488,886.82,15478.4,0.1475,Partially Funded,872.9,Moderate Saver,DEBT-06488,0.0,0.0,0.0,28723.97,0.0,28723.97,0.0573,CRED-06488,720,On-Time,2,0.29,Medium Risk,High Risk,6,1887.61,314.6,2025-12-15 00:00:00,1,1,Emerging Customers
CUST-06489,45,35-49,Male,Bachelor'S,Employed,Married,Tier 2,Management/Executive,2021-12-27,4.01,INC-06489,6066.95,72803.4,Salary,High,Upper-Middle ($6k-$10k),EXP-06489,1777.34,858.41,379.15,393.69,426.88,385.91,250.06,4471.44,0.737,1595.51,SAV-06489,1241.75,51933.57,0.2047,Fully Funded,353.76,Excellent Saver,DEBT-06489,2712.99,8320.25,0.0,0.0,0.0,11033.24,0.0218,CRED-06489,763,On-Time,1,0.07,Low Risk,High Risk,4,1328.82,332.21,2024-06-09 00:00:00,1,1,Financially Strong
CUST-06490,70,65+,Female,Bachelor'S,Retired,Divorced,Tier 2,Retired,2023-11-14,2.13,INC-06490,6052.74,72632.88,Pension/Government,High,Upper-Middle ($6k-$10k),EXP-06490,1841.31,996.14,501.89,314.84,418.21,296.81,156.05,4525.25,0.7476,1527.49,SAV-06490,930.39,23371.16,0.1537,Partially Funded,597.1,Healthy Saver,DEBT-06490,0.0,0.0,0.0,28979.91,0.0,28979.91,0.0575,CRED-06490,726,On-Time,0,0.48,Medium Risk,Moderate Risk,4,2295.0,573.75,2025-09-02 00:00:00,2,1,Emerging Customers
CUST-06491,47,35-49,Male,Master'S,Employed,Married,Tier 2,Management/Executive,2022-03-04,3.83,INC-06491,8810.95,105731.4,Salary,Medium,Upper-Middle ($6k-$10k),EXP-06491,2791.48,1315.24,613.44,485.85,565.61,517.25,410.89,6699.76,0.7604,2111.19,SAV-06491,1012.81,54966.5,0.1149,Fully Funded,1098.38,Moderate Saver,DEBT-06491,11204.81,2820.08,0.0,12441.15,303355.55,329821.59,0.4492,CRED-06491,736,On-Time,0,0.32,Medium Risk,High Risk,7,2058.97,294.14,2024-11-22 00:00:00,1,1,High-Income High-Spenders
CUST-06492,20,18-24,Male,Associate,Employed,Married,Tier 1,Education,2021-05-02,4.67,INC-06492,3550.31,42603.72,Salary,Medium,Middle ($2.5k-$6k),EXP-06492,1294.96,509.58,220.5,193.69,228.67,195.76,125.68,2768.84,0.7799,781.47,SAV-06492,578.57,41072.52,0.163,Fully Funded,202.9,Healthy Saver,DEBT-06492,0.0,0.0,0.0,28367.98,0.0,28367.98,0.0959,CRED-06492,707,On-Time,0,0.35,Medium Risk,Moderate Risk,3,2520.2,840.07,2025-03-02 00:00:00,2,2,Emerging Customers
CUST-06493,45,35-49,Female,Bachelor'S,Self-Employed,Single,Tier 2,Healthcare,2020-09-27,5.26,INC-06493,6924.79,83097.48,Freelance,Low,Upper-Middle ($6k-$10k),EXP-06493,2103.34,959.66,678.36,265.78,432.99,451.06,145.39,5036.58,0.7273,1888.21,SAV-06493,1575.21,107606.6,0.2275,Fully Funded,313.0,Excellent Saver,DEBT-06493,6814.19,0.0,0.0,0.0,0.0,6814.19,0.0118,CRED-06493,739,On-Time,0,0.26,Medium Risk,Moderate Risk,5,845.44,169.09,2025-11-30 00:00:00,2,2,Emerging Customers
CUST-06494,20,18-24,Female,Bachelor'S,Student,Married,Tier 1,Student,2020-05-08,5.65,INC-06494,858.19,10298.28,Government Support,Low,Low (<$2.5k),EXP-06494,302.27,147.76,59.27,45.43,37.12,42.14,34.45,668.44,0.7789,189.75,SAV-06494,147.68,10149.56,0.1721,Fully Funded,42.07,Healthy Saver,DEBT-06494,834.54,0.0,40262.47,18735.47,0.0,59832.48,0.8366,CRED-06494,583,Frequently Late,4,0.79,High Risk,Critical Risk,8,1284.4,160.55,2025-10-26 00:00:00,4,3,Debt-Burdened
CUST-06495,62,50-64,Male,Master'S,Employed,Married,Tier 3,Finance/Banking,2018-04-18,7.7,INC-06495,13131.56,157578.72,Salary,High,High (>$10k),EXP-06495,2757.95,1665.92,1100.32,813.49,482.07,707.62,467.27,7994.64,0.6088,5136.92,SAV-06495,2382.74,225179.42,0.1815,Fully Funded,2754.18,Healthy Saver,DEBT-06495,0.0,0.0,0.0,22535.1,221885.65,244420.75,0.2234,CRED-06495,667,Frequently Late,1,0.62,High Risk,High Risk,6,2542.71,423.79,2025-06-16 00:00:00,3,3,Debt-Burdened
CUST-06496,71,65+,Female,Bachelor'S,Retired,Divorced,Tier 1,Retired,2020-03-23,5.77,INC-06496,7795.44,93545.28,Pension/Government,High,Upper-Middle ($6k-$10k),EXP-06496,2599.23,1231.3,460.88,387.79,669.15,452.38,271.75,6072.48,0.779,1722.96,SAV-06496,1070.12,54787.41,0.1373,Fully Funded,652.84,Moderate Saver,DEBT-06496,11144.92,0.0,0.0,24340.18,0.0,35485.1,0.0546,CRED-06496,678,Occasional Late,0,0.27,Medium Risk,Moderate Risk,8,2672.33,334.04,2025-12-09 00:00:00,3,3,High-Income High-Spenders
CUST-06497,51,50-64,Male,Master'S,Employed,Married,Tier 1,Education,2020-04-26,5.68,INC-06497,10074.2,120890.4,Salary,High,High (>$10k),EXP-06497,3196.62,1582.55,958.63,374.78,586.86,547.73,450.26,7697.43,0.7641,2376.77,SAV-06497,1276.96,102292.55,0.1268,Fully Funded,1099.81,Moderate Saver,DEBT-06497,0.0,0.0,0.0,6117.81,0.0,6117.81,0.0073,CRED-06497,751,On-Time,0,0.13,Low Risk,Low Risk,5,1680.09,336.02,2025-08-13 00:00:00,4,3,High-Income High-Spenders
CUST-06498,33,25-34,Male,High School,Employed,Single,Tier 2,Retail/Hospitality,2018-10-06,7.24,INC-06498,2780.55,33366.6,Salary,High,Middle ($2.5k-$6k),EXP-06498,685.91,472.5,234.5,154.57,126.31,195.88,90.46,1960.13,0.7049,820.42,SAV-06498,557.87,45847.86,0.2006,Fully Funded,262.55,Excellent Saver,DEBT-06498,2271.61,0.0,0.0,0.0,0.0,2271.61,0.0098,CRED-06498,795,On-Time,0,0.23,Low Risk,Low Risk,2,152.2,76.1,2023-03-13 00:00:00,2,2,Disciplined Savers
CUST-06499,39,35-49,Male,Bachelor'S,Employed,Single,Tier 2,Retail/Hospitality,2024-11-22,1.11,INC-06499,8084.78,97017.36,Salary,High,Upper-Middle ($6k-$10k),EXP-06499,2194.15,1033.17,528.47,456.98,525.06,462.28,293.31,5493.42,0.6795,2591.36,SAV-06499,1360.4,16088.43,0.1683,Low,1230.96,Healthy Saver,DEBT-06499,12547.65,5143.12,24873.39,0.0,0.0,42564.16,0.0632,CRED-06499,705,On-Time,2,0.39,Medium Risk,High Risk,2,812.26,406.13,2025-07-26 00:00:00,2,2,Emerging Customers
CUST-06500,49,35-49,Female,Bachelor'S,Employed,Divorced,Tier 1,Education,2024-01-20,1.95,INC-06500,8053.2,96638.4,Salary,High,Upper-Middle ($6k-$10k),EXP-06500,2487.94,1202.27,616.3,562.75,481.6,422.2,436.29,6209.35,0.771,1843.85,SAV-06500,1256.31,31802.38,0.156,Partially Funded,587.54,Healthy Saver,DEBT-06500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRED-06500,766,On-Time,0,0.21,Low Risk,Low Risk,5,3589.78,717.96,2025-12-23 00:00:00,3,3,Financially Strong
CUST-06501,55,50-64,Non-Binary,Bachelor'S,Employed,Single,Tier 2,Education,2018-04-03,7.75,INC-06501,4670.27,56043.24,Salary,Medium,Middle ($2.5k-$6k),EXP-06501,1465.88,793.33,325.81,298.2,379.97,257.73,184.4,3705.32,0.7934,964.95,SAV-06501,557.58,63987.92,0.1194,Fully Funded,407.37,Moderate Saver,DEBT-06501,2170.4,16564.91,0.0,0.0,0.0,18735.31,0.0481,CRED-06501,675,On-Time,0,0.49,Medium Risk,Moderate Risk,6,1283.32,213.89,2025-12-05 00:00:00,2,1,Emerging Customers
CUST-06502,25,25-34,Female,Bachelor'S,Employed,Single,Tier 2,Finance/Banking,2018-01-22,7.94,INC-06502,6127.17,73526.04,Salary,High,Upper-Middle ($6k-$10k),EXP-06502,1721.36,923.19,363.63,343.88,343.17,400.25,155.68,4251.16,0.6938,1876.01,SAV-06502,1483.72,136939.53,0.2422,Fully Funded,392.29,Excellent Saver,DEBT-06502,11060.1,0.0,0.0,0.0,0.0,11060.1,0.0217,CRED-06502,785,On-Time,0,0.15,Low Risk,Low Risk,9,3166.09,351.79,2025-09-29 00:00:00,2,2,Financially Strong
CUST-06503,72,65+,Female,High School,Retired,Married,Tier 2,Retired,2021-04-28,4.68,INC-06503,4185.84,50230.08,Pension/Government,High,Middle ($2.5k-$6k),EXP-06503,1254.32,533.48,383.82,150.54,324.87,271.87,187.17,3106.07,0.742,1079.77,SAV-06503,807.19,46022.54,0.1928,Fully Funded,272.58,Healthy Saver,DEBT-06503,4831.24,0.0,0.0,0.0,0.0,4831.24,0.0139,CRED-06503,741,On-Time,0,0.29,Medium Risk,Low Risk,11,4494.7,408.61,2025-12-23 00:00:00,2,1,Emerging Customers
CUST-06504,25,25-34,Male,Associate,Employed,Single,Tier 2,Finance/Banking,2021-01-14,4.96,INC-06504,6102.31,73227.72,Salary,High,Upper-Middle ($6k-$10k),EXP-06504,1724.45,860.33,552.15,186.68,455.82,431.99,250.12,4461.54,0.7311,1640.77,SAV-06504,980.17,52958.37,0.1606,Fully Funded,660.6,Healthy Saver,DEBT-06504,3599.78,0.0,0.0,0.0,0.0,3599.78,0.0071,CRED-06504,715,On-Time,1,0.37,Medium Risk,High Risk,3,697.56,232.52,2025-04-22 00:00:00,1,1,Low-Engagement Customers
CUST-06505,74,65+,Male,Associate,Retired,Single,Tier 1,Retired,2023-12-27,2.01,INC-06505,3130.04,37560.48,Investment,High,Middle ($2.5k-$6k),EXP-06505,1061.74,508.52,301.05,151.97,129.96,165.63,159.33,2478.2,0.7917,651.84,SAV-06505,290.99,8221.21,0.093,Partially Funded,360.85,Moderate Saver,DEBT-06505,4398.97,0.0,0.0,0.0,0.0,4398.97,0.0169,CRED-06505,690,On-Time,0,0.29,Medium Risk,Moderate Risk,3,1101.02,367.01,2025-09-16 00:00:00,1,1,Low-Engagement Customers
CUST-06506,23,18-24,Female,Master'S,Employed,Married,Tier 3,Education,2019-08-20,6.37,INC-06506,6887.79,82653.48,Salary,Medium,Upper-Middle ($6k-$10k),EXP-06506,1726.59,1224.9,407.11,337.36,538.33,493.27,266.28,4993.84,0.725,1893.95,SAV-06506,1313.91,100050.84,0.1908,Fully Funded,580.04,Healthy Saver,DEBT-06506,8600.65,0.0,24323.31,21824.95,0.0,54748.91,0.0954,CRED-06506,762,On-Time,0,0.08,Low Risk,Low Risk,2,674.56,337.28,2023-09-10 00:00:00,2,1,Financially Strong
CUST-06507,31,25-34,Male,Master'S,Employed,Married,Tier 3,Healthcare,2022-07-11,3.47,INC-06507,6214.43,74573.16,Salary,High,Upper-Middle ($6k-$10k),EXP-06507,1479.2,909.93,406.95,409.37,227.82,447.24,252.19,4132.7,0.665,2081.73,SAV-06507,882.87,29750.54,0.1421,Fully Funded,1198.86,Moderate Saver,DEBT-06507,0.0,0.0,43542.42,0.0,168979.73,212522.15,0.4104,CRED-06507,648,Occasional Late,4,0.49,High Risk,Critical Risk,4,1170.2,292.55,2024-08-18 00:00:00,4,3,Debt-Burdened
CUST-06508,49,35-49,Female,High School,Employed,Married,Tier 3,Education,2019-07-17,6.46,INC-06508,4262.86,51154.32,Salary,High,Middle ($2.5k-$6k),EXP-06508,1034.58,554.3,429.85,185.84,415.91,251.88,173.61,3045.97,0.7145,1216.89,SAV-06508,916.65,75551.6,0.215,Fully Funded,300.24,Excellent Saver,DEBT-06508,5016.14,0.0,0.0,0.0,422482.65,427498.79,1.2034,CRED-06508,469,Default Risk,7,0.72,Very High Risk,Critical Risk,3,963.25,321.08,2025-01-14 00:00:00,3,3,Disciplined Savers
CUST-06509,52,50-64,Female,Master'S,Employed,Married,Tier 2,Management/Executive,2018-08-23,7.36,INC-06509,10664.62,127975.44,Salary,High,High (>$10k),EXP-06509,2684.96,1413.04,1001.17,709.95,1036.16,543.06,290.11,7678.45,0.72,2986.17,SAV-06509,1679.94,147600.46,0.1575,Fully Funded,1306.23,Healthy Saver,DEBT-06509,0.0,15908.13,0.0,0.0,0.0,15908.13,0.0179,CRED-06509,766,On-Time,0,0.19,Low Risk,Low Risk,6,673.78,112.3,2025-08-17 00:00:00,4,2,Financially Strong
CUST-06510,27,25-34,Non-Binary,High School,Employed,Married,Tier 3,Software/Tech,2023-04-13,2.72,INC-06510,3300.63,39607.56,Salary,High,Middle ($2.5k-$6k),EXP-06510,793.88,432.43,215.02,101.79,304.82,160.25,139.97,2148.16,0.6508,1152.47,SAV-06510,700.2,29572.17,0.2121,Fully Funded,452.27,Excellent Saver,DEBT-06510,3917.88,0.0,0.0,0.0,0.0,3917.88,0.0142,CRED-06510,715,Occasional Late,0,0.21,Medium Risk,Moderate Risk,4,880.17,220.04,2025-09-17 00:00:00,2,2,Disciplined Savers
CUST-06511,20,18-24,Male,Bachelor'S,Student,Single,Tier 2,Student,2023-04-11,2.72,INC-06511,1098.86,13186.32,Government Support,Low,Low (<$2.5k),EXP-06511,310.28,175.67,111.21,53.17,78.64,69.48,50.57,849.02,0.7726,249.84,SAV-06511,104.08,3536.96,0.0947,Partially Funded,145.76,Moderate Saver,DEBT-06511,2091.71,4513.71,0.0,0.0,0.0,6605.42,0.0721,CRED-06511,686,On-Time,0,0.25,Medium Risk,Moderate Risk,8,3908.11,488.51,2025-04-13 00:00:00,1,1,Emerging Customers
CUST-06512,29,25-34,Female,High School,Employed,Married,Tier 2,Healthcare,2020-10-24,5.19,INC-06512,3173.77,38085.24,Salary,High,Middle ($2.5k-$6k),EXP-06512,851.7,463.57,193.33,220.32,167.42,186.13,119.78,2202.25,0.6939,971.52,SAV-06512,629.99,50668.49,0.1985,Fully Funded,341.53,Healthy Saver,DEBT-06512,0.0,18554.75,0.0,14762.41,0.0,33317.16,0.126,CRED-06512,648,Frequently Late,4,0.62,High Risk,Critical Risk,5,1743.68,348.74,2024-08-22 00:00:00,3,2,Credit-Risk Customers
CUST-06513,66,65+,Female,Master'S,Employed,Widowed,Tier 2,Retail/Hospitality,2023-12-28,2.01,INC-06513,9803.38,117640.56,Salary,High,Upper-Middle ($6k-$10k),EXP-06513,2941.36,1314.45,1002.8,612.11,689.81,646.13,303.15,7509.81,0.766,2293.57,SAV-06513,963.49,24926.01,0.0983,Partially Funded,1330.08,Moderate Saver,DEBT-06513,8542.6,0.0,0.0,20062.19,0.0,28604.79,0.035,CRED-06513,629,Occasional Late,2,0.75,High Risk,High Risk,5,1753.89,350.78,2025-08-09 00:00:00,2,2,High-Income High-Spenders
CUST-06514,48,35-49,Male,Bachelor'S,Unemployed,Single,Tier 2,Unemployed,2021-06-11,4.56,INC-06514,1863.68,22364.16,Government Support,Low,Low (<$2.5k),EXP-06514,577.43,296.73,188.13,94.76,127.99,95.82,59.68,1440.54,0.773,423.14,SAV-06514,317.51,15369.63,0.1704,Fully Funded,105.63,Healthy Saver,DEBT-06514,3152.77,0.0,0.0,0.0,0.0,3152.77,0.0203,CRED-06514,654,Occasional Late,3,0.68,High Risk,Critical Risk,6,3194.73,532.46,2025-09-07 00:00:00,2,1,Credit-Risk Customers
CUST-06515,46,35-49,Female,Associate,Employed,Widowed,Tier 1,Software/Tech,2021-01-21,4.94,INC-06515,7258.59,87103.08,Salary,High,Upper-Middle ($6k-$10k),EXP-06515,2493.64,912.03,681.67,224.11,443.67,431.48,339.26,5525.86,0.7613,1732.73,SAV-06515,1323.1,99599.58,0.1823,Fully Funded,409.63,Healthy Saver,DEBT-06515,4978.1,10347.5,0.0,32507.3,0.0,47832.9,0.0791,CRED-06515,669,Occasional Late,3,0.7,High Risk,Critical Risk,2,268.44,134.22,2021-08-03 00:00:00,3,3,Credit-Risk Customers
CUST-06516,22,18-24,Male,Bachelor'S,Employed,Widowed,Tier 3,Software/Tech,2020-06-30,5.5,INC-06516,4687.46,56249.52,Salary,High,Middle ($2.5k-$6k),EXP-06516,1053.9,740.48,314.33,268.6,340.86,308.44,272.05,3298.66,0.7037,1388.8,SAV-06516,754.4,53816.17,0.1609,Fully Funded,634.4,Healthy Saver,DEBT-06516,1851.07,17001.01,0.0,0.0,0.0,18852.08,0.0483,CRED-06516,731,Occasional Late,1,0.46,Medium Risk,High Risk,5,6694.17,1338.83,2025-10-15 00:00:00,3,2,Emerging Customers
CUST-06517,69,65+,Male,High School,Retired,Single,Tier 2,Retired,2020-08-30,5.34,INC-06517,3362.81,40353.72,Pension/Government,High,Middle ($2.5k-$6k),EXP-06517,1071.08,452.04,293.36,154.72,246.72,193.57,67.55,2479.04,0.7372,883.77,SAV-06517,497.17,35658.95,0.1478,Fully Funded,386.6,Moderate Saver,DEBT-06517,4576.63,0.0,0.0,0.0,0.0,4576.63,0.0163,CRED-06517,731,On-Time,0,0.44,Medium Risk,Moderate Risk,5,1973.8,394.76,2025-11-04 00:00:00,1,1,Emerging Customers
CUST-06518,42,35-49,Male,Associate,Unemployed,Divorced,Tier 2,Unemployed,2021-09-12,4.3,INC-06518,1430.59,17167.08,Government Support,Low,Low (<$2.5k),EXP-06518,382.74,230.68,140.35,59.26,104.35,87.71,37.6,1042.69,0.7289,387.9,SAV-06518,162.28,8922.44,0.1134,Fully Funded,225.62,Moderate Saver,DEBT-06518,1661.9,23805.9,0.0,22589.26,0.0,48057.06,0.4031,CRED-06518,635,Occasional Late,4,0.48,High Risk,Critical Risk,2,660.18,330.09,2024-12-15 00:00:00,2,2,Credit-Risk Customers
CUST-06519,58,50-64,Male,Associate,Unemployed,Married,Tier 2,Unemployed,2021-05-30,4.59,INC-06519,1730.03,20760.36,Government Support,Low,Low (<$2.5k),EXP-06519,430.09,278.38,105.15,82.5,167.62,115.49,52.75,1231.98,0.7121,498.05,SAV-06519,249.66,18705.18,0.1443,Fully Funded,248.39,Moderate Saver,DEBT-06519,2859.23,0.0,0.0,18012.7,0.0,20871.93,0.1448,CRED-06519,735,On-Time,1,0.48,Medium Risk,High Risk,3,105.4,35.13,2025-07-08 00:00:00,1,1,Low-Engagement Customers
CUST-06520,48,35-49,Female,High School,Employed,Married,Tier 1,Retail/Hospitality,2021-11-18,4.12,INC-06520,2650.92,31811.04,Salary,High,Middle ($2.5k-$6k),EXP-06520,879.83,465.51,150.03,140.42,209.74,155.33,105.25,2106.11,0.7945,544.81,SAV-06520,305.65,13264.55,0.1153,Fully Funded,239.16,Moderate Saver,DEBT-06520,0.0,6559.95,0.0,0.0,0.0,6559.95,0.0297,CRED-06520,785,On-Time,0,0.21,Low Risk,Low Risk,2,145.47,72.73,2022-07-06 00:00:00,3,2,Emerging Customers
CUST-06521,38,35-49,Male,Master'S,Employed,Single,Tier 3,Education,2018-06-14,7.55,INC-06521,5999.34,71992.08,Salary,High,Middle ($2.5k-$6k),EXP-06521,1373.58,881.98,468.17,233.93,525.67,376.37,302.71,4162.41,0.6938,1836.93,SAV-06521,1268.6,87047.39,0.2115,Fully Funded,568.33,Excellent Saver,DEBT-06521,0.0,10847.53,42665.47,0.0,0.0,53513.0,0.107,CRED-06521,845,On-Time,0,0.2,Low Risk,Low Risk,3,674.93,224.98,2025-11-15 00:00:00,3,3,Disciplined Savers
CUST-06522,75,65+,Male,Bachelor'S,Retired,Married,Tier 2,Retired,2024-10-13,1.22,INC-06522,6911.37,82936.44,Pension/Government,High,Upper-Middle ($6k-$10k),EXP-06522,1800.32,840.49,545.71,452.48,458.02,422.56,187.92,4707.5,0.6811,2203.87,SAV-06522,1126.99,16569.43,0.1631,Partially Funded,1076.88,Healthy Saver,DEBT-06522,10994.95,0.0,0.0,0.0,0.0,10994.95,0.0191,CRED-06522,736,On-Time,0,0.28,Medium Risk,Moderate Risk,6,257.14,42.86,2025-10-02 00:00:00,2,2,Emerging Customers
CUST-06523,37,35-49,Male,Associate,Employed,Married,Tier 3,Healthcare,2020-09-19,5.28,INC-06523,4442.22,53306.64,Salary,High,Middle ($2.5k-$6k),EXP-06523,978.41,792.3,415.19,305.82,274.63,297.55,248.57,3312.47,0.7457,1129.75,SAV-06523,804.92,67782.51,0.1812,Fully Funded,324.83,Healthy Saver,DEBT-06523,0.0,0.0,0.0,0.0,411404.57,411404.57,1.1113,CRED-06523,519,Default Risk,10,0.98,Very High Risk,Critical Risk,2,1108.28,554.14,2021-03-28 00:00:00,2,2,Debt-Burdened
CUST-06524,56,50-64,Male,High School,Employed,Single,Tier 2,Software/Tech,2020-12-24,5.02,INC-06524,5473.76,65685.12,Salary,High,Middle ($2.5k-$6k),EXP-06524,1341.19,760.8,510.31,292.06,400.67,293.29,270.58,3868.9,0.7068,1604.86,SAV-06524,727.34,49939.3,0.1329,Fully Funded,877.52,Moderate Saver,DEBT-06524,6140.33,16722.15,0.0,0.0,215824.6,238687.08,0.5233,CRED-06524,603,Frequently Late,2,0.76,High Risk,Critical Risk,9,3399.02,377.67,2025-04-09 00:00:00,3,2,Debt-Burdened
CUST-06525,39,35-49,Male,High School,Employed,Married,Tier 2,Education,2020-10-02,5.25,INC-06525,3084.21,37010.52,Salary,High,Middle ($2.5k-$6k),EXP-06525,765.08,498.14,264.16,105.44,131.58,179.22,176.55,2120.17,0.6874,964.04,SAV-06525,608.76,32355.93,0.1974,Fully Funded,355.28,Healthy Saver,DEBT-06525,0.0,0.0,0.0,0.0,306195.51,306195.51,1.1913,CRED-06525,520,Default Risk,7,0.95,Very High Risk,Critical Risk,7,2909.43,415.63,2025-08-22 00:00:00,1,1,Debt-Burdened
CUST-06526,21,18-24,Male,Associate,Employed,Married,Tier 2,Software/Tech,2019-06-19,6.54,INC-06526,4869.16,58429.92,Salary,High,Middle ($2.5k-$6k),EXP-06526,1181.71,728.09,317.92,339.58,280.86,275.59,180.99,3304.74,0.6787,1564.42,SAV-06526,1012.9,102840.38,0.208,Fully Funded,551.52,Excellent Saver,DEBT-06526,7310.74,0.0,0.0,0.0,0.0,7310.74,0.018,CRED-06526,764,On-Time,0,0.24,Low Risk,Low Risk,7,1053.04,150.43,2025-06-22 00:00:00,1,1,Disciplined Savers
CUST-06527,30,25-34,Female,Bachelor'S,Self-Employed,Single,Tier 1,Software/Tech,2018-08-23,7.36,INC-06527,7615.66,91387.92,Business,Medium,Upper-Middle ($6k-$10k),EXP-06527,2936.47,1000.29,545.68,394.17,717.75,498.45,197.13,6289.94,0.8259,1325.72,SAV-06527,555.78,54688.38,0.073,Fully Funded,769.94,Moderate Saver,DEBT-06527,0.0,7869.23,10635.31,30934.41,0.0,49438.95,0.0779,CRED-06527,697,On-Time,1,0.27,Medium Risk,High Risk,7,1501.37,214.48,2022-06-29 00:00:00,3,3,High-Income High-Spenders
CUST-06528,62,50-64,Female,Associate,Employed,Divorced,Tier 1,Software/Tech,2019-02-13,6.88,INC-06528,5531.36,66376.32,Salary,High,Middle ($2.5k-$6k),EXP-06528,1932.55,989.66,433.84,373.69,564.05,298.32,295.24,4887.35,0.8836,644.01,SAV-06528,436.8,39909.71,0.079,Fully Funded,207.21,Moderate Saver,DEBT-06528,9830.95,0.0,0.0,32058.33,0.0,41889.28,0.0909,CRED-06528,696,Occasional Late,0,0.31,Medium Risk,Moderate Risk,3,962.17,320.72,2025-05-03 00:00:00,1,1,Low-Engagement Customers
CUST-06529,59,50-64,Female,Bachelor'S,Employed,Divorced,Tier 3,Retail/Hospitality,2021-10-13,4.22,INC-06529,4818.38,57820.56,Salary,Medium,Middle ($2.5k-$6k),EXP-06529,976.72,614.51,297.18,327.81,317.16,271.85,283.75,3088.98,0.6411,1729.4,SAV-06529,1287.5,60964.38,0.2672,Fully Funded,441.9,Excellent Saver,DEBT-06529,7645.93,0.0,0.0,0.0,93300.98,100946.91,0.2514,CRED-06529,681,Occasional Late,0,0.45,Medium Risk,Moderate Risk,6,1094.4,182.4,2025-11-30 00:00:00,3,3,Disciplined Savers
CUST-06530,67,65+,Female,Bachelor'S,Employed,Married,Tier 1,Software/Tech,2023-04-20,2.7,INC-06530,11740.77,140889.24,Salary,High,High (>$10k),EXP-06530,3900.57,1549.3,713.77,548.05,1053.25,756.47,539.58,9060.99,0.7718,2679.78,SAV-06530,1415.58,58899.96,0.1206,Fully Funded,1264.2,Moderate Saver,DEBT-06530,21229.82,0.0,0.0,0.0,0.0,21229.82,0.0217,CRED-06530,727,On-Time,1,0.49,Medium Risk,High Risk,3,468.27,156.09,2025-03-13 00:00:00,3,1,High-Income High-Spenders
CUST-06531,66,65+,Male,Associate,Employed,Single,Tier 3,Trades/Manufacturing,2024-10-24,1.19,INC-06531,5767.81,69213.72,Salary,High,Middle ($2.5k-$6k),EXP-06531,1236.34,937.01,473.88,339.92,212.9,295.46,222.75,3718.26,0.6447,2049.55,SAV-06531,1172.43,14099.11,0.2033,Partially Funded,877.12,Healthy Saver,DEBT-06531,10512.95,0.0,0.0,0.0,0.0,10512.95,0.0219,CRED-06531,720,Occasional Late,2,0.24,Medium Risk,High Risk,7,1153.91,164.84,2025-12-25 00:00:00,1,1,Emerging Customers
