expense_id,customer_id,housing_expense,food_expense,transportation_expense,healthcare_expense,entertainment_expense,utilities_expense,other_expense,total_monthly_expense
EXP-07041,CUST-07041,1034.93,585.02,199.46,164.35,336.56,203.02,125.01,2648.36
EXP-07042,CUST-07042,1804.04,987.5,420.98,492.59,416.72,409.41,222.39,4753.65
EXP-07043,CUST-07043,1089.37,773.89,323.91,364.36,406.44,290.48,245.96,3494.41
EXP-07044,CUST-07044,2798.53,1474.14,578.67,353.57,865.72,419.4,235.66,6725.68
EXP-07045,CUST-07045,3287.15,1380.29,883.4,416.57,359.8,533.91,403.29,7264.42
EXP-07046,CUST-07046,1671.88,685.08,349.87,321.73,362.09,281.53,288.49,3960.67
EXP-07047,CUST-07047,1123.02,422.79,208.34,100.56,223.85,162.22,64.03,2304.82
EXP-07048,CUST-07048,1084.24,458.49,339.18,159.13,256.67,247.38,102.89,2647.99
EXP-07049,CUST-07049,1963.28,854.33,332.83,380.64,410.23,309.37,132.7,4383.39
EXP-07050,CUST-07050,1034.46,738.07,351.63,278.61,241.67,310.53,180.3,3135.27
EXP-07051,CUST-07051,1190.24,689.45,310.0,150.67,147.29,244.16,223.85,2955.66
EXP-07052,CUST-07052,2356.77,1107.72,509.08,460.93,663.55,383.25,292.01,5773.31
EXP-07053,CUST-07053,1965.49,1240.64,539.43,232.7,615.32,403.45,168.66,5165.69
EXP-07054,CUST-07054,880.81,608.84,287.92,129.53,332.89,182.69,121.07,2543.75
EXP-07055,CUST-07055,1303.4,620.11,250.74,261.5,446.42,244.26,104.72,3231.15
EXP-07056,CUST-07056,6632.57,3727.65,2073.85,950.92,1718.64,1345.16,517.76,16966.55
EXP-07057,CUST-07057,927.23,821.68,360.17,212.5,485.87,318.49,269.19,3395.12
EXP-07058,CUST-07058,1618.51,890.8,486.51,349.59,508.76,276.99,297.91,4429.07
EXP-07059,CUST-07059,449.72,361.18,198.74,111.58,108.51,122.79,85.87,1438.39
EXP-07060,CUST-07060,1308.54,692.66,249.84,224.49,345.39,230.1,245.19,3296.22
EXP-07061,CUST-07061,1544.27,1004.62,457.45,187.02,520.49,304.75,284.87,4303.47
EXP-07062,CUST-07062,173.72,100.0,50.0,30.0,60.44,42.08,27.56,483.8
EXP-07063,CUST-07063,823.04,388.12,181.46,154.09,115.2,153.57,142.46,1957.94
EXP-07064,CUST-07064,1062.9,533.17,262.88,243.2,330.51,237.5,98.72,2768.86
EXP-07065,CUST-07065,1358.89,713.39,495.06,156.19,377.62,276.78,201.37,3579.3
EXP-07066,CUST-07066,1326.53,1146.36,648.76,199.34,675.63,400.51,212.31,4609.45
EXP-07067,CUST-07067,274.65,112.84,67.17,30.0,36.78,53.49,32.09,607.0
EXP-07068,CUST-07068,1719.41,783.15,527.5,353.47,199.58,306.67,186.51,4076.29
EXP-07069,CUST-07069,1992.83,985.69,462.99,313.06,222.5,440.97,176.9,4594.93
EXP-07070,CUST-07070,494.22,241.37,136.88,70.62,77.25,92.46,44.28,1157.08
EXP-07071,CUST-07071,1561.22,976.51,591.08,182.48,508.87,358.25,335.61,4514.03
EXP-07072,CUST-07072,1632.13,943.5,348.99,343.5,440.65,278.35,236.49,4223.61
EXP-07073,CUST-07073,2136.55,1066.97,749.91,516.2,712.59,386.64,328.95,5897.82
EXP-07074,CUST-07074,1689.35,910.54,480.18,319.25,236.56,375.07,174.58,4185.52
EXP-07075,CUST-07075,2669.36,1781.1,1023.83,480.19,1077.18,769.44,387.05,8188.14
EXP-07076,CUST-07076,2083.09,1011.48,586.78,398.16,439.01,436.49,340.62,5295.64
EXP-07077,CUST-07077,1269.41,441.01,230.13,174.06,348.35,218.32,195.0,2876.28
EXP-07078,CUST-07078,1298.27,708.05,398.71,191.12,399.01,293.86,230.29,3519.31
EXP-07079,CUST-07079,1232.06,544.23,267.36,205.88,209.51,276.23,177.75,2913.01
EXP-07080,CUST-07080,1586.93,582.64,237.54,143.07,223.73,243.82,107.15,3124.9
EXP-07081,CUST-07081,1035.83,361.6,246.81,199.78,119.31,165.94,88.29,2217.57
EXP-07082,CUST-07082,1105.86,781.33,487.11,284.47,462.24,389.57,327.13,3837.72
EXP-07083,CUST-07083,3207.06,1999.46,983.82,537.31,823.57,594.29,378.01,8523.52
EXP-07084,CUST-07084,1527.32,1146.97,535.07,421.97,695.17,468.34,187.4,4982.24
EXP-07085,CUST-07085,1743.97,964.93,681.97,474.59,610.52,367.68,243.16,5086.82
EXP-07086,CUST-07086,1006.17,415.87,338.56,132.09,145.6,241.78,105.16,2385.22
EXP-07087,CUST-07087,1067.54,777.18,515.7,253.43,422.26,245.08,159.51,3440.68
EXP-07088,CUST-07088,2032.48,1071.27,608.53,244.49,424.21,448.23,270.47,5099.69
EXP-07089,CUST-07089,1151.37,900.0,501.95,242.05,399.64,335.95,277.42,3808.37
EXP-07090,CUST-07090,2505.62,1218.12,804.58,523.63,397.48,555.45,342.33,6347.2
EXP-07091,CUST-07091,2176.5,930.06,602.85,362.41,726.6,445.65,198.43,5442.51
EXP-07092,CUST-07092,3046.53,1418.63,1125.73,547.37,589.56,727.52,475.34,7930.67
EXP-07093,CUST-07093,2233.08,1135.94,838.48,417.06,815.32,584.5,280.34,6304.72
EXP-07094,CUST-07094,1678.91,1019.03,605.16,387.46,380.42,401.13,335.43,4807.54
EXP-07095,CUST-07095,1267.82,754.77,534.9,304.43,540.21,293.77,157.09,3852.99
EXP-07096,CUST-07096,4761.5,2123.26,1088.92,717.32,933.75,760.45,677.11,11062.31
EXP-07097,CUST-07097,1349.85,820.96,347.01,364.33,289.78,285.75,303.76,3761.44
EXP-07098,CUST-07098,2607.7,850.68,657.95,460.78,693.89,361.18,324.12,5956.31
EXP-07099,CUST-07099,320.39,207.57,148.52,70.12,77.53,81.58,38.06,943.76
EXP-07100,CUST-07100,2702.59,1760.12,786.2,654.59,967.68,600.63,584.97,8056.77
EXP-07101,CUST-07101,1873.29,1019.43,514.22,306.69,732.94,512.26,310.64,5269.48
EXP-07102,CUST-07102,3736.34,1328.84,752.5,455.16,969.42,650.87,282.01,8175.15
EXP-07103,CUST-07103,1171.44,665.48,312.63,294.16,460.28,295.97,129.85,3329.81
EXP-07104,CUST-07104,2108.95,994.05,446.16,373.7,346.01,356.53,302.19,4927.59
EXP-07105,CUST-07105,2456.34,976.12,452.86,342.22,660.56,381.87,227.79,5497.75
EXP-07106,CUST-07106,850.44,503.03,233.7,137.13,229.27,176.13,98.51,2228.2
EXP-07107,CUST-07107,1163.52,724.83,349.79,231.65,461.86,254.01,157.16,3342.81
EXP-07108,CUST-07108,1602.94,878.59,429.62,251.1,657.67,407.59,215.45,4442.97
EXP-07109,CUST-07109,2102.85,1012.31,565.5,343.17,629.22,426.72,194.27,5274.04
EXP-07110,CUST-07110,2961.87,1168.07,868.5,549.15,908.73,476.67,486.17,7419.16
EXP-07111,CUST-07111,1006.09,785.77,424.8,200.46,199.15,219.04,154.23,2989.55
EXP-07112,CUST-07112,823.38,356.4,257.17,136.62,161.66,156.19,163.05,2054.46
EXP-07113,CUST-07113,1404.64,693.57,395.66,266.65,352.21,342.9,168.45,3624.1
EXP-07114,CUST-07114,3532.19,1159.53,781.97,305.21,515.51,582.76,512.77,7389.93
EXP-07115,CUST-07115,1132.76,544.87,228.69,226.26,130.05,219.95,185.4,2667.97
EXP-07116,CUST-07116,1221.34,464.91,238.8,145.68,240.4,179.04,93.57,2583.75
EXP-07117,CUST-07117,1443.46,689.33,353.3,346.71,549.43,361.0,256.4,3999.62
EXP-07118,CUST-07118,1830.5,839.8,563.51,252.94,473.3,304.32,285.36,4549.74
EXP-07119,CUST-07119,1561.16,781.63,474.22,315.6,247.44,274.38,267.56,3921.99
EXP-07120,CUST-07120,1882.51,716.51,460.81,314.24,328.6,293.18,204.87,4200.72
EXP-07121,CUST-07121,2773.14,1346.65,1060.84,576.87,620.03,707.8,257.63,7342.97
EXP-07122,CUST-07122,1534.47,709.45,312.04,267.11,411.02,280.8,166.24,3681.14
EXP-07123,CUST-07123,839.0,564.34,253.01,104.47,337.0,242.67,161.79,2502.28
EXP-07124,CUST-07124,406.73,227.56,94.73,58.3,72.82,89.45,43.88,993.46
EXP-07125,CUST-07125,2300.9,1201.89,736.61,370.86,608.21,359.53,225.87,5803.89
EXP-07126,CUST-07126,570.74,282.76,155.67,74.2,97.22,128.05,66.36,1375.0
EXP-07127,CUST-07127,2894.23,1625.75,523.71,404.03,802.9,490.53,313.09,7054.23
EXP-07128,CUST-07128,1738.06,757.12,441.23,370.16,393.45,409.35,312.61,4421.98
EXP-07129,CUST-07129,1339.9,693.02,314.92,246.45,414.63,267.45,112.84,3389.2
EXP-07130,CUST-07130,1595.72,536.09,243.09,193.56,310.35,216.2,172.13,3267.13
EXP-07131,CUST-07131,1669.58,740.39,530.14,257.9,532.54,339.09,345.54,4415.17
EXP-07132,CUST-07132,2248.67,1350.19,795.65,363.58,518.55,447.77,438.31,6162.71
EXP-07133,CUST-07133,631.07,451.48,244.62,82.35,199.98,156.17,120.15,1885.81
EXP-07134,CUST-07134,2566.91,1053.92,595.77,223.37,318.47,356.96,139.06,5254.46
EXP-07135,CUST-07135,807.26,283.78,178.08,76.18,102.08,139.04,51.66,1638.08
EXP-07136,CUST-07136,1344.0,873.18,481.13,354.0,203.33,335.88,245.51,3837.03
EXP-07137,CUST-07137,1315.07,670.11,224.04,134.25,343.28,226.77,195.71,3109.21
EXP-07138,CUST-07138,1667.38,656.68,441.45,260.56,415.18,257.33,133.69,3832.27
EXP-07139,CUST-07139,1022.07,553.23,320.03,188.85,170.31,199.03,141.22,2594.75
EXP-07140,CUST-07140,1242.78,744.5,443.8,175.92,289.97,312.67,301.72,3511.35
EXP-07141,CUST-07141,3015.75,1505.54,609.11,490.08,604.23,661.38,300.08,7186.18
EXP-07142,CUST-07142,1051.67,717.9,311.12,261.95,203.42,201.09,152.66,2899.81
EXP-07143,CUST-07143,1359.73,602.66,390.49,158.07,306.55,201.7,141.05,3160.26
EXP-07144,CUST-07144,902.53,541.18,255.06,110.43,232.5,198.55,160.57,2400.83
EXP-07145,CUST-07145,1625.82,647.88,481.11,221.3,427.12,267.4,286.03,3956.66
EXP-07146,CUST-07146,2549.37,1545.5,807.55,332.48,542.14,590.31,200.83,6568.18
EXP-07147,CUST-07147,1481.25,779.9,455.32,343.01,493.35,262.44,243.32,4058.6
EXP-07148,CUST-07148,400.74,246.11,157.68,66.04,119.47,91.57,32.68,1114.28
EXP-07149,CUST-07149,310.76,139.74,101.17,31.87,100.32,70.13,45.15,799.15
EXP-07150,CUST-07150,2788.12,1312.29,526.56,312.47,380.19,445.16,433.27,6198.06
EXP-07151,CUST-07151,2032.47,820.2,488.54,206.66,581.2,449.94,207.75,4786.77
EXP-07152,CUST-07152,2572.55,1535.45,710.25,623.34,889.26,501.18,276.42,7108.45
EXP-07153,CUST-07153,1206.39,938.33,336.5,187.44,283.31,276.48,174.54,3402.99
EXP-07154,CUST-07154,1654.12,1515.48,759.48,525.69,345.92,569.93,518.63,5889.25
EXP-07155,CUST-07155,874.52,458.19,338.29,210.55,216.35,217.28,82.69,2397.88
EXP-07156,CUST-07156,1112.51,386.52,187.17,124.21,131.6,157.73,157.2,2256.95
EXP-07157,CUST-07157,658.04,407.8,281.6,141.18,290.39,140.35,74.88,1994.25
EXP-07158,CUST-07158,2076.2,1105.17,550.54,304.21,485.49,390.92,316.41,5228.94
EXP-07159,CUST-07159,4228.09,1689.71,825.3,768.77,708.51,572.57,632.07,9425.02
EXP-07160,CUST-07160,722.08,652.95,215.61,126.93,291.37,218.0,131.02,2357.96
EXP-07161,CUST-07161,2167.46,770.37,577.03,237.18,506.46,365.49,296.17,4920.15
EXP-07162,CUST-07162,717.51,356.84,277.44,95.63,269.86,205.12,111.58,2033.99
EXP-07163,CUST-07163,1057.87,341.07,190.57,122.06,174.04,151.98,57.37,2094.97
EXP-07164,CUST-07164,2149.15,1318.22,590.78,383.83,674.68,422.71,469.08,6008.44
EXP-07165,CUST-07165,1741.86,1147.91,833.0,343.46,811.0,593.81,296.46,5767.49
EXP-07166,CUST-07166,1738.22,1328.34,429.15,480.69,702.43,404.89,177.16,5260.87
EXP-07167,CUST-07167,1706.18,659.12,391.6,154.91,185.49,300.3,227.75,3625.35
EXP-07168,CUST-07168,2073.18,1324.01,525.51,336.39,603.66,459.16,284.92,5606.84
EXP-07169,CUST-07169,1845.7,865.72,497.73,325.26,467.54,401.5,285.46,4688.93
EXP-07170,CUST-07170,1446.64,825.28,590.8,321.35,694.9,357.83,406.53,4643.34
EXP-07171,CUST-07171,1618.57,617.12,357.83,309.68,254.03,270.82,239.75,3667.8
EXP-07172,CUST-07172,1167.25,677.26,275.07,256.53,278.11,275.64,186.5,3116.35
EXP-07173,CUST-07173,2578.66,1129.28,548.72,392.39,397.81,481.24,261.02,5789.12
EXP-07174,CUST-07174,888.91,631.81,360.75,133.24,263.42,231.13,100.21,2609.48
EXP-07175,CUST-07175,1910.79,1401.74,606.31,567.55,338.02,418.84,273.36,5516.6
EXP-07176,CUST-07176,4080.7,1612.59,972.03,699.47,962.02,608.9,642.54,9578.25
EXP-07177,CUST-07177,3091.28,1540.92,1201.33,634.57,899.5,808.41,332.99,8508.99
EXP-07178,CUST-07178,3583.72,1138.16,557.21,401.35,944.2,608.96,441.75,7675.33
EXP-07179,CUST-07179,1436.37,444.88,300.71,179.68,331.89,225.29,121.34,3040.18
EXP-07180,CUST-07180,1745.34,1141.87,548.31,430.51,530.3,464.23,172.68,5033.24
EXP-07181,CUST-07181,1926.31,1270.78,813.08,250.01,443.42,511.42,392.0,5607.02
EXP-07182,CUST-07182,1329.66,1180.31,511.13,210.94,653.28,350.73,146.18,4382.24
EXP-07183,CUST-07183,3193.8,1916.32,737.67,514.24,940.08,690.65,638.64,8631.4
EXP-07184,CUST-07184,1301.89,892.43,548.89,328.1,215.85,333.33,229.08,3849.57
EXP-07185,CUST-07185,2396.75,1086.38,612.43,466.14,606.77,565.72,196.29,5930.49
EXP-07186,CUST-07186,861.08,548.18,435.96,275.16,364.97,237.43,188.85,2911.63
EXP-07187,CUST-07187,2254.82,1384.08,794.98,320.65,842.06,403.2,455.54,6455.34
EXP-07188,CUST-07188,2028.65,874.0,587.24,355.23,319.09,317.35,350.68,4832.24
EXP-07189,CUST-07189,1375.9,545.74,437.82,247.31,397.98,260.17,98.33,3363.26
EXP-07190,CUST-07190,1422.7,658.27,311.44,190.3,301.73,265.17,167.12,3316.72
EXP-07191,CUST-07191,311.04,105.13,59.26,38.75,76.6,59.48,40.51,690.76
EXP-07192,CUST-07192,1019.39,675.35,255.46,246.13,236.61,269.27,225.61,2927.82
EXP-07193,CUST-07193,544.44,225.42,115.55,77.43,68.63,120.44,62.48,1214.38
EXP-07194,CUST-07194,1480.29,722.61,342.7,237.73,434.85,303.41,202.96,3724.54
EXP-07195,CUST-07195,1833.02,586.28,284.32,239.31,451.99,261.08,246.28,3902.28
EXP-07196,CUST-07196,1199.35,740.52,278.56,154.83,443.54,263.86,208.36,3289.03
EXP-07197,CUST-07197,2585.56,1237.44,455.93,230.53,475.03,442.74,239.38,5666.61
EXP-07198,CUST-07198,1632.71,631.23,255.6,251.02,312.31,231.06,260.12,3574.05
EXP-07199,CUST-07199,736.0,697.89,225.63,180.86,214.14,192.54,146.04,2393.09
EXP-07200,CUST-07200,505.03,433.34,200.12,124.17,180.82,173.54,144.83,1761.85
EXP-07201,CUST-07201,3578.62,1559.55,1138.56,823.28,1233.68,833.27,568.04,9735.0
EXP-07202,CUST-07202,2026.81,1005.74,566.79,385.47,409.85,471.83,176.14,5042.64
EXP-07203,CUST-07203,1876.49,1102.27,526.05,421.18,624.63,423.78,383.69,5358.09
EXP-07204,CUST-07204,2243.35,1335.74,628.7,544.28,611.18,665.86,284.65,6313.75
EXP-07205,CUST-07205,1354.01,1028.69,487.99,465.46,617.39,389.29,398.31,4741.13
EXP-07206,CUST-07206,2345.77,802.92,418.87,421.6,286.1,424.75,323.77,5023.79
EXP-07207,CUST-07207,1162.89,682.16,315.51,284.77,318.41,239.64,177.42,3180.79
EXP-07208,CUST-07208,2250.8,992.66,499.34,258.69,395.78,404.13,347.95,5149.35
EXP-07209,CUST-07209,2652.74,1021.35,583.53,264.58,522.28,484.49,175.68,5704.65
EXP-07210,CUST-07210,886.73,521.07,267.66,148.29,212.47,224.2,142.93,2403.35
EXP-07211,CUST-07211,1434.25,725.36,389.06,296.41,346.04,260.21,220.91,3672.23
EXP-07212,CUST-07212,1248.79,885.99,542.36,301.49,325.73,379.03,330.29,4013.67
EXP-07213,CUST-07213,1292.04,559.18,431.78,219.71,327.12,261.51,115.57,3206.92
EXP-07214,CUST-07214,684.23,293.1,160.66,153.07,124.53,154.51,117.08,1687.19
EXP-07215,CUST-07215,578.91,488.11,245.11,100.51,201.68,199.65,110.14,1924.1
EXP-07216,CUST-07216,2934.71,1320.6,1014.36,696.7,366.7,624.84,240.4,7198.3
EXP-07217,CUST-07217,1960.99,866.52,371.59,385.39,403.63,427.25,160.31,4575.67
EXP-07218,CUST-07218,3549.15,1592.89,883.05,721.65,1082.21,853.28,338.96,9021.2
EXP-07219,CUST-07219,1099.64,602.82,402.1,233.63,406.34,310.81,183.17,3238.52
EXP-07220,CUST-07220,1305.26,605.07,204.28,234.11,343.12,164.82,85.92,2942.57
EXP-07221,CUST-07221,958.58,501.01,245.91,147.47,258.97,185.87,168.9,2466.72
EXP-07222,CUST-07222,3947.03,1568.91,656.45,702.38,913.69,569.44,413.89,8771.79
EXP-07223,CUST-07223,1675.85,925.6,556.3,310.21,388.79,402.17,173.61,4432.52
EXP-07224,CUST-07224,3842.53,1676.39,1028.05,968.84,1336.37,894.39,399.84,10146.41
EXP-07225,CUST-07225,1901.09,1420.65,640.86,672.75,921.58,556.5,430.87,6544.29
EXP-07226,CUST-07226,1546.21,1052.84,717.28,234.39,457.02,368.68,270.57,4647.0
EXP-07227,CUST-07227,2370.53,1069.31,405.14,314.07,625.2,319.71,307.64,5411.6
EXP-07228,CUST-07228,2462.69,1377.13,790.84,347.39,584.34,453.01,456.23,6471.64
EXP-07229,CUST-07229,1091.79,853.72,438.04,304.5,333.84,307.93,133.53,3463.34
EXP-07230,CUST-07230,979.73,533.98,343.06,160.77,276.76,287.1,187.13,2768.54
EXP-07231,CUST-07231,3941.74,1724.18,1032.33,314.72,444.31,620.04,564.88,8642.19
EXP-07232,CUST-07232,1667.65,1058.64,689.0,447.62,412.33,540.13,204.68,5020.05
EXP-07233,CUST-07233,1054.47,480.58,363.76,213.3,146.23,196.93,95.25,2550.53
EXP-07234,CUST-07234,2244.8,1229.18,755.25,451.71,368.12,547.1,296.33,5892.48
EXP-07235,CUST-07235,2830.87,2358.02,1266.15,972.17,623.59,761.81,344.92,9157.53
EXP-07236,CUST-07236,1158.08,634.72,362.22,164.74,249.57,184.12,165.4,2918.85
EXP-07237,CUST-07237,1839.18,951.47,467.62,225.14,414.26,460.71,168.03,4526.4
EXP-07238,CUST-07238,2701.66,1261.33,639.02,339.01,420.2,397.17,346.44,6104.84
EXP-07239,CUST-07239,2808.37,1346.55,788.33,537.29,944.2,637.18,475.66,7537.59
EXP-07240,CUST-07240,1874.84,1075.24,566.75,222.28,602.65,435.16,155.72,4932.65
EXP-07241,CUST-07241,2788.06,1215.36,695.7,481.7,287.71,378.29,190.92,6037.73
EXP-07242,CUST-07242,2359.7,1409.57,553.55,429.3,389.99,558.1,452.64,6152.86
EXP-07243,CUST-07243,2437.66,1214.95,694.46,259.88,403.17,498.77,170.73,5679.62
EXP-07244,CUST-07244,1156.22,572.31,298.14,135.21,378.5,262.23,89.91,2892.51
EXP-07245,CUST-07245,3000.14,1296.76,864.78,578.0,360.42,583.5,418.49,7102.09
EXP-07246,CUST-07246,1459.61,521.25,214.13,230.84,154.58,250.06,115.69,2946.16
EXP-07247,CUST-07247,1968.67,932.6,369.2,278.08,315.37,318.51,325.34,4507.78
EXP-07248,CUST-07248,3422.86,1653.74,829.22,577.69,692.05,601.78,430.8,8208.13
EXP-07249,CUST-07249,1416.76,611.69,215.81,195.44,329.74,209.89,148.59,3127.92
EXP-07250,CUST-07250,1970.27,991.56,520.61,278.77,439.48,298.33,319.99,4819.02
EXP-07251,CUST-07251,2175.61,1000.44,586.03,402.22,475.27,354.75,303.97,5298.29
EXP-07252,CUST-07252,2709.01,1408.69,840.11,336.5,390.3,490.98,377.68,6553.27
EXP-07253,CUST-07253,3154.04,1410.49,801.42,600.89,849.58,452.75,315.13,7584.29
EXP-07254,CUST-07254,2172.09,991.92,402.09,428.89,300.0,344.68,262.05,4901.72
EXP-07255,CUST-07255,1020.96,500.43,408.61,219.59,387.05,236.69,112.29,2885.62
EXP-07256,CUST-07256,581.95,190.9,137.88,99.09,62.8,74.3,62.58,1209.51
EXP-07257,CUST-07257,3368.25,1640.66,792.8,507.89,564.62,498.63,358.78,7731.63
EXP-07258,CUST-07258,2177.83,1384.48,555.89,595.02,550.42,475.61,450.59,6189.85
EXP-07259,CUST-07259,1163.32,567.96,234.71,174.76,143.21,201.53,153.91,2639.4
EXP-07260,CUST-07260,1972.71,776.47,511.31,197.14,520.56,346.25,280.81,4605.26
EXP-07261,CUST-07261,2252.89,1019.22,444.48,249.2,518.21,426.93,232.33,5143.26
EXP-07262,CUST-07262,785.21,538.13,314.9,245.05,186.1,205.85,115.74,2390.97
EXP-07263,CUST-07263,1664.06,960.43,311.28,327.97,390.99,351.17,196.16,4202.05
EXP-07264,CUST-07264,2437.34,1814.28,1095.26,537.02,730.34,764.21,268.98,7647.43
EXP-07265,CUST-07265,1740.11,729.9,405.66,275.68,411.21,310.76,196.23,4069.55
EXP-07266,CUST-07266,712.58,492.52,312.22,148.61,219.0,210.81,191.38,2287.12
EXP-07267,CUST-07267,3733.09,2294.85,1117.89,911.44,538.31,809.9,499.55,9905.04
EXP-07268,CUST-07268,1561.48,1043.22,531.43,288.53,283.22,359.09,192.75,4259.72
EXP-07269,CUST-07269,3773.13,1690.17,961.85,374.51,644.21,492.26,377.34,8313.47
EXP-07270,CUST-07270,1232.46,1076.49,604.15,350.67,300.55,301.53,353.53,4219.39
EXP-07271,CUST-07271,2008.19,845.42,393.97,354.92,499.52,378.81,280.83,4761.67
EXP-07272,CUST-07272,1887.76,1051.91,413.88,206.61,589.22,307.98,263.67,4721.04
EXP-07273,CUST-07273,1193.89,725.38,430.52,141.61,436.0,284.31,166.64,3378.36
EXP-07274,CUST-07274,1395.28,700.81,386.25,129.3,281.74,276.2,219.3,3388.88
EXP-07275,CUST-07275,1495.38,1127.96,487.01,420.29,376.15,426.28,136.43,4469.5
EXP-07276,CUST-07276,2359.7,1133.85,689.01,385.57,734.96,441.15,224.84,5969.09
EXP-07277,CUST-07277,2297.65,733.36,461.54,286.22,475.24,341.89,184.37,4780.26
EXP-07278,CUST-07278,944.02,478.59,346.84,137.3,163.41,189.0,124.27,2383.44
EXP-07279,CUST-07279,382.02,172.81,75.87,64.59,94.74,83.74,54.5,928.27
EXP-07280,CUST-07280,896.96,732.39,299.68,137.28,194.15,233.16,175.88,2669.5
EXP-07281,CUST-07281,2433.45,1087.42,652.4,309.22,379.72,462.82,202.02,5527.06
EXP-07282,CUST-07282,1965.03,1029.17,728.46,378.7,744.62,434.2,272.97,5553.17
EXP-07283,CUST-07283,374.7,186.96,95.14,63.93,64.47,95.02,51.95,932.17
EXP-07284,CUST-07284,2752.74,1099.75,535.7,470.85,422.55,435.46,492.8,6209.85
EXP-07285,CUST-07285,1886.17,1018.02,511.19,218.44,469.22,306.08,253.07,4662.18
EXP-07286,CUST-07286,2723.2,1673.05,801.12,344.43,721.07,521.59,198.86,6983.33
EXP-07287,CUST-07287,1119.94,549.73,319.78,198.94,216.29,311.98,111.81,2828.47
EXP-07288,CUST-07288,1217.53,689.22,410.99,336.65,410.76,291.9,166.28,3523.35
EXP-07289,CUST-07289,3001.9,1806.67,912.99,512.33,805.62,690.86,300.68,8031.06
EXP-07290,CUST-07290,3309.34,1193.66,860.75,485.5,929.84,565.01,293.63,7637.74
EXP-07291,CUST-07291,920.16,556.72,399.3,258.58,451.85,329.5,139.43,3055.54
EXP-07292,CUST-07292,1496.43,655.52,502.14,343.98,379.8,336.89,153.44,3868.21
EXP-07293,CUST-07293,1932.89,961.74,564.42,191.5,329.42,306.48,304.51,4590.96
EXP-07294,CUST-07294,7070.9,3260.26,1189.15,959.68,1598.07,954.24,427.53,15459.83
EXP-07295,CUST-07295,1615.6,1011.65,553.76,279.69,285.62,317.46,279.58,4343.36
EXP-07296,CUST-07296,2146.69,1091.25,644.29,272.15,714.93,502.99,187.1,5559.4
EXP-07297,CUST-07297,1154.61,479.37,210.32,149.47,289.43,227.43,85.67,2596.31
EXP-07298,CUST-07298,2370.76,1354.86,675.46,455.74,894.11,474.39,249.33,6474.65
EXP-07299,CUST-07299,799.39,389.72,241.42,130.13,232.31,136.77,137.7,2067.44
EXP-07300,CUST-07300,873.41,335.06,155.52,107.32,146.93,128.5,54.87,1801.61
EXP-07301,CUST-07301,2751.07,1458.95,981.52,348.51,821.83,652.65,381.44,7395.96
EXP-07302,CUST-07302,4282.76,1704.27,979.59,628.64,1343.39,873.77,484.99,10297.41
EXP-07303,CUST-07303,1963.17,807.14,483.41,334.99,635.02,451.64,135.01,4810.39
EXP-07304,CUST-07304,2098.74,908.78,664.89,232.15,239.15,401.78,214.31,4759.8
EXP-07305,CUST-07305,1101.15,485.47,240.39,101.49,256.07,203.27,150.48,2538.32
EXP-07306,CUST-07306,1220.68,583.16,238.71,135.68,248.89,211.77,167.35,2806.24
EXP-07307,CUST-07307,3365.31,1418.35,895.23,497.47,1088.43,569.14,515.14,8349.08
EXP-07308,CUST-07308,310.58,116.74,67.82,42.08,46.45,68.17,35.94,687.78
EXP-07309,CUST-07309,1859.6,1062.54,370.59,399.05,374.58,346.95,219.61,4632.92
EXP-07310,CUST-07310,1526.84,582.03,246.94,222.34,231.53,217.17,166.99,3193.84
EXP-07311,CUST-07311,1219.04,1017.65,550.42,328.2,241.85,310.39,202.97,3870.51
EXP-07312,CUST-07312,1781.64,1106.91,578.53,420.32,310.62,353.37,333.0,4884.4
EXP-07313,CUST-07313,795.83,500.11,221.35,122.51,152.51,136.9,167.93,2097.14
EXP-07314,CUST-07314,3115.09,1367.02,950.85,337.04,876.31,644.95,431.16,7722.41
EXP-07315,CUST-07315,2912.85,1830.39,1517.58,933.49,598.33,880.63,812.38,9485.65
EXP-07316,CUST-07316,1394.3,819.88,423.94,310.58,292.97,444.66,289.36,3975.68
EXP-07317,CUST-07317,405.38,219.2,130.07,64.41,129.22,69.65,69.18,1087.13
EXP-07318,CUST-07318,1627.33,868.2,697.57,345.07,253.91,366.2,174.89,4333.17
EXP-07319,CUST-07319,1397.72,543.42,345.74,239.61,313.86,288.82,86.49,3215.67
EXP-07320,CUST-07320,223.37,112.65,50.0,42.57,57.7,47.21,32.92,566.41
EXP-07321,CUST-07321,1295.09,871.69,338.16,398.33,595.39,399.54,261.64,4159.84
EXP-07322,CUST-07322,711.55,478.09,231.07,93.11,167.86,212.19,176.87,2070.74
EXP-07323,CUST-07323,3793.56,2084.52,1128.1,665.94,780.8,765.2,254.35,9472.48
EXP-07324,CUST-07324,736.03,432.57,212.56,141.01,155.19,176.53,190.8,2044.68
EXP-07325,CUST-07325,3364.57,1330.5,538.05,411.26,729.44,630.17,468.11,7472.1
EXP-07326,CUST-07326,1363.62,969.15,464.07,387.19,262.62,293.58,344.8,4085.02
EXP-07327,CUST-07327,3433.23,1826.93,934.68,714.04,649.24,786.51,416.68,8761.32
EXP-07328,CUST-07328,704.1,463.92,303.88,221.25,175.03,241.55,197.7,2307.44
