product_id,customer_id,product_type,product_status,signup_date
PROD-16179,CUST-07720,Mortgage,Closed,2020-09-27
PROD-16180,CUST-07721,Savings Account,Active,2018-08-22
PROD-16181,CUST-07722,Savings Account,Active,2018-06-15
PROD-16182,CUST-07722,Credit Card,Active,2021-02-26
PROD-16183,CUST-07722,Mortgage,Active,2024-12-28
PROD-16184,CUST-07722,Personal Loan,Active,2025-09-26
PROD-16185,CUST-07723,Savings Account,Active,2021-10-28
PROD-16186,CUST-07723,Investment Account,Active,2025-03-27
PROD-16187,CUST-07724,Savings Account,Active,2023-06-04
PROD-16188,CUST-07724,Retirement Account,Active,2024-07-17
PROD-16189,CUST-07724,Personal Loan,Closed,2024-07-22
PROD-16190,CUST-07725,Savings Account,Active,2021-04-23
PROD-16191,CUST-07725,Mortgage,Closed,2023-11-05
PROD-16192,CUST-07726,Savings Account,Active,2024-11-23
PROD-16193,CUST-07726,Personal Loan,Active,2025-03-29
PROD-16194,CUST-07726,Auto Loan,Churned,2025-06-21
PROD-16195,CUST-07727,Savings Account,Active,2024-12-20
PROD-16196,CUST-07727,Credit Card,Active,2025-03-08
PROD-16197,CUST-07727,Retirement Account,Active,2025-07-08
PROD-16198,CUST-07728,Savings Account,Active,2018-04-19
PROD-16199,CUST-07728,Mortgage,Active,2025-02-03
PROD-16200,CUST-07728,Retirement Account,Active,2024-04-06
PROD-16201,CUST-07729,Savings Account,Active,2021-03-05
PROD-16202,CUST-07729,Personal Loan,Active,2024-03-05
PROD-16203,CUST-07730,Savings Account,Active,2018-11-25
PROD-16204,CUST-07731,Savings Account,Active,2021-03-06
PROD-16205,CUST-07732,Savings Account,Active,2024-12-09
PROD-16206,CUST-07733,Savings Account,Active,2021-05-20
PROD-16207,CUST-07734,Savings Account,Active,2022-01-25
PROD-16208,CUST-07734,Auto Loan,Active,2023-06-09
PROD-16209,CUST-07735,Savings Account,Active,2021-05-25
PROD-16210,CUST-07736,Savings Account,Active,2019-02-06
PROD-16211,CUST-07737,Savings Account,Active,2022-07-16
PROD-16212,CUST-07738,Savings Account,Active,2023-03-03
PROD-16213,CUST-07739,Savings Account,Active,2024-12-17
PROD-16214,CUST-07739,Mortgage,Active,2025-05-04
PROD-16215,CUST-07740,Savings Account,Active,2021-10-13
PROD-16216,CUST-07740,Auto Loan,Closed,2025-07-24
PROD-16217,CUST-07741,Savings Account,Active,2021-06-07
PROD-16218,CUST-07742,Savings Account,Active,2023-11-16
PROD-16219,CUST-07742,Retirement Account,Active,2025-02-11
PROD-16220,CUST-07743,Savings Account,Active,2019-10-25
PROD-16221,CUST-07743,Investment Account,Closed,2024-02-21
PROD-16222,CUST-07744,Savings Account,Active,2021-09-02
PROD-16223,CUST-07745,Savings Account,Active,2023-02-17
PROD-16224,CUST-07746,Savings Account,Active,2022-10-26
PROD-16225,CUST-07746,Mortgage,Active,2024-03-22
PROD-16226,CUST-07747,Savings Account,Active,2020-01-14
PROD-16227,CUST-07748,Savings Account,Active,2022-07-04
PROD-16228,CUST-07748,Mortgage,Churned,2024-07-05
PROD-16229,CUST-07749,Savings Account,Active,2023-11-23
PROD-16230,CUST-07749,Auto Loan,Active,2025-09-13
PROD-16231,CUST-07749,Mortgage,Closed,2024-04-04
PROD-16232,CUST-07749,Investment Account,Active,2024-11-05
PROD-16233,CUST-07750,Savings Account,Active,2021-08-30
PROD-16234,CUST-07751,Savings Account,Active,2022-08-17
PROD-16235,CUST-07751,Investment Account,Active,2024-08-11
PROD-16236,CUST-07751,Credit Card,Closed,2024-03-13
PROD-16237,CUST-07752,Savings Account,Active,2024-06-09
PROD-16238,CUST-07752,Personal Loan,Closed,2025-07-25
PROD-16239,CUST-07752,Retirement Account,Closed,2025-01-14
PROD-16240,CUST-07753,Savings Account,Active,2018-12-02
PROD-16241,CUST-07753,Auto Loan,Active,2019-01-22
PROD-16242,CUST-07754,Savings Account,Active,2020-11-01
PROD-16243,CUST-07754,Personal Loan,Churned,2024-12-22
PROD-16244,CUST-07755,Savings Account,Active,2021-03-29
PROD-16245,CUST-07755,Credit Card,Active,2023-12-19
PROD-16246,CUST-07756,Savings Account,Active,2023-04-26
PROD-16247,CUST-07756,Personal Loan,Active,2025-12-26
PROD-16248,CUST-07757,Savings Account,Active,2023-11-06
PROD-16249,CUST-07757,Mortgage,Closed,2025-06-05
PROD-16250,CUST-07758,Savings Account,Active,2023-01-06
PROD-16251,CUST-07759,Savings Account,Active,2024-06-23
PROD-16252,CUST-07759,Auto Loan,Active,2024-11-21
PROD-16253,CUST-07760,Savings Account,Active,2018-02-25
PROD-16254,CUST-07760,Retirement Account,Churned,2024-03-26
PROD-16255,CUST-07761,Savings Account,Active,2019-05-06
PROD-16256,CUST-07761,Personal Loan,Active,2024-09-13
PROD-16257,CUST-07761,Auto Loan,Active,2023-12-21
PROD-16258,CUST-07762,Savings Account,Active,2023-07-12
PROD-16259,CUST-07762,Credit Card,Active,2024-01-06
PROD-16260,CUST-07762,Investment Account,Active,2024-09-16
PROD-16261,CUST-07763,Savings Account,Active,2020-02-27
PROD-16262,CUST-07763,Credit Card,Churned,2023-08-09
PROD-16263,CUST-07764,Savings Account,Active,2020-12-03
PROD-16264,CUST-07764,Mortgage,Active,2024-09-07
PROD-16265,CUST-07764,Credit Card,Closed,2024-07-27
PROD-16266,CUST-07764,Retirement Account,Churned,2023-10-17
PROD-16267,CUST-07765,Savings Account,Active,2019-06-09
PROD-16268,CUST-07766,Savings Account,Active,2019-03-29
PROD-16269,CUST-07766,Personal Loan,Active,2021-01-15
PROD-16270,CUST-07767,Savings Account,Active,2023-02-17
PROD-16271,CUST-07767,Investment Account,Closed,2025-12-25
PROD-16272,CUST-07768,Savings Account,Active,2024-12-27
PROD-16273,CUST-07768,Mortgage,Active,2025-04-23
PROD-16274,CUST-07769,Savings Account,Active,2024-11-12
PROD-16275,CUST-07770,Savings Account,Active,2022-02-28
PROD-16276,CUST-07770,Personal Loan,Churned,2022-04-15
PROD-16277,CUST-07771,Savings Account,Active,2019-12-06
PROD-16278,CUST-07771,Investment Account,Active,2021-07-03
PROD-16279,CUST-07771,Auto Loan,Active,2021-07-08
PROD-16280,CUST-07772,Savings Account,Active,2020-09-17
PROD-16281,CUST-07773,Savings Account,Active,2019-12-24
PROD-16282,CUST-07773,Mortgage,Closed,2023-06-18
PROD-16283,CUST-07773,Retirement Account,Pending,2024-05-18
PROD-16284,CUST-07773,Personal Loan,Active,2023-09-07
PROD-16285,CUST-07774,Savings Account,Active,2022-12-02
PROD-16286,CUST-07774,Mortgage,Active,2025-04-01
PROD-16287,CUST-07775,Savings Account,Active,2021-10-18
PROD-16288,CUST-07775,Investment Account,Active,2025-10-14
PROD-16289,CUST-07775,Credit Card,Active,2024-09-25
PROD-16290,CUST-07775,Auto Loan,Active,2022-10-11
PROD-16291,CUST-07776,Savings Account,Active,2021-11-14
PROD-16292,CUST-07776,Personal Loan,Active,2025-08-01
PROD-16293,CUST-07776,Retirement Account,Active,2022-12-12
PROD-16294,CUST-07777,Savings Account,Active,2019-03-21
PROD-16295,CUST-07777,Investment Account,Active,2019-04-15
PROD-16296,CUST-07778,Savings Account,Active,2018-07-21
PROD-16297,CUST-07779,Savings Account,Active,2020-10-11
PROD-16298,CUST-07780,Savings Account,Active,2022-11-16
PROD-16299,CUST-07781,Savings Account,Active,2019-07-20
PROD-16300,CUST-07781,Mortgage,Active,2023-11-22
PROD-16301,CUST-07781,Retirement Account,Active,2020-07-17
PROD-16302,CUST-07782,Savings Account,Active,2024-08-08
PROD-16303,CUST-07782,Retirement Account,Closed,2024-12-20
PROD-16304,CUST-07783,Savings Account,Active,2022-09-25
PROD-16305,CUST-07784,Savings Account,Active,2019-03-29
PROD-16306,CUST-07785,Savings Account,Active,2023-07-25
PROD-16307,CUST-07785,Personal Loan,Churned,2023-11-18
PROD-16308,CUST-07785,Mortgage,Active,2024-04-01
PROD-16309,CUST-07786,Savings Account,Active,2019-06-16
PROD-16310,CUST-07786,Investment Account,Active,2025-12-03
PROD-16311,CUST-07786,Personal Loan,Churned,2021-10-19
PROD-16312,CUST-07787,Savings Account,Active,2024-08-15
PROD-16313,CUST-07787,Auto Loan,Closed,2024-08-19
PROD-16314,CUST-07788,Savings Account,Active,2022-02-10
PROD-16315,CUST-07789,Savings Account,Active,2023-04-03
PROD-16316,CUST-07790,Savings Account,Active,2023-09-23
PROD-16317,CUST-07790,Personal Loan,Closed,2023-12-29
PROD-16318,CUST-07791,Savings Account,Active,2022-05-06
PROD-16319,CUST-07791,Auto Loan,Active,2024-07-26
PROD-16320,CUST-07791,Investment Account,Active,2024-05-30
PROD-16321,CUST-07791,Personal Loan,Closed,2024-10-03
PROD-16322,CUST-07792,Savings Account,Active,2024-11-19
PROD-16323,CUST-07793,Savings Account,Active,2022-10-09
PROD-16324,CUST-07793,Auto Loan,Closed,2024-11-22
PROD-16325,CUST-07794,Savings Account,Active,2020-06-01
PROD-16326,CUST-07794,Personal Loan,Active,2022-11-20
PROD-16327,CUST-07794,Retirement Account,Active,2025-09-30
PROD-16328,CUST-07795,Savings Account,Active,2024-10-27
PROD-16329,CUST-07795,Credit Card,Active,2025-06-30
PROD-16330,CUST-07796,Savings Account,Active,2018-04-23
PROD-16331,CUST-07796,Auto Loan,Active,2023-02-01
PROD-16332,CUST-07796,Investment Account,Active,2019-04-28
PROD-16333,CUST-07797,Savings Account,Active,2023-05-29
PROD-16334,CUST-07797,Auto Loan,Active,2023-07-28
PROD-16335,CUST-07798,Savings Account,Active,2020-12-24
PROD-16336,CUST-07799,Savings Account,Active,2023-08-01
PROD-16337,CUST-07799,Mortgage,Active,2025-01-23
PROD-16338,CUST-07799,Credit Card,Active,2024-10-24
PROD-16339,CUST-07799,Auto Loan,Closed,2025-09-20
PROD-16340,CUST-07800,Savings Account,Active,2023-03-06
PROD-16341,CUST-07800,Auto Loan,Closed,2024-12-16
PROD-16342,CUST-07800,Personal Loan,Active,2025-04-26
PROD-16343,CUST-07801,Savings Account,Active,2022-06-16
PROD-16344,CUST-07801,Auto Loan,Active,2024-06-17
PROD-16345,CUST-07802,Savings Account,Active,2022-12-26
PROD-16346,CUST-07802,Investment Account,Churned,2025-10-11
PROD-16347,CUST-07803,Savings Account,Active,2023-03-04
PROD-16348,CUST-07803,Investment Account,Active,2024-09-23
PROD-16349,CUST-07804,Savings Account,Active,2020-06-05
PROD-16350,CUST-07804,Investment Account,Pending,2021-05-20
PROD-16351,CUST-07805,Savings Account,Active,2020-06-18
PROD-16352,CUST-07806,Savings Account,Active,2023-03-04
PROD-16353,CUST-07807,Savings Account,Active,2022-05-29
PROD-16354,CUST-07808,Savings Account,Active,2021-12-17
PROD-16355,CUST-07809,Savings Account,Active,2022-04-23
PROD-16356,CUST-07809,Personal Loan,Active,2023-04-04
PROD-16357,CUST-07810,Savings Account,Active,2024-03-20
PROD-16358,CUST-07810,Auto Loan,Active,2024-04-10
PROD-16359,CUST-07811,Savings Account,Active,2019-12-18
PROD-16360,CUST-07812,Savings Account,Active,2018-03-16
PROD-16361,CUST-07812,Credit Card,Closed,2018-11-26
PROD-16362,CUST-07813,Savings Account,Active,2018-10-10
PROD-16363,CUST-07814,Savings Account,Active,2020-06-21
PROD-16364,CUST-07814,Credit Card,Active,2025-10-10
PROD-16365,CUST-07815,Savings Account,Active,2019-05-12
PROD-16366,CUST-07815,Mortgage,Active,2025-01-11
PROD-16367,CUST-07816,Savings Account,Active,2020-02-22
PROD-16368,CUST-07816,Investment Account,Active,2021-08-11
PROD-16369,CUST-07816,Personal Loan,Churned,2022-12-30
PROD-16370,CUST-07817,Savings Account,Active,2022-03-18
PROD-16371,CUST-07817,Retirement Account,Active,2022-06-04
PROD-16372,CUST-07817,Credit Card,Active,2025-08-23
PROD-16373,CUST-07818,Savings Account,Active,2019-10-13
PROD-16374,CUST-07818,Auto Loan,Active,2024-03-26
PROD-16375,CUST-07819,Savings Account,Active,2024-01-31
PROD-16376,CUST-07819,Personal Loan,Active,2025-08-02
PROD-16377,CUST-07820,Savings Account,Active,2021-04-21
PROD-16378,CUST-07820,Retirement Account,Active,2025-07-06
PROD-16379,CUST-07820,Personal Loan,Closed,2024-03-23
PROD-16380,CUST-07821,Savings Account,Active,2021-02-02
PROD-16381,CUST-07822,Savings Account,Active,2021-07-28
PROD-16382,CUST-07823,Savings Account,Active,2021-04-22
PROD-16383,CUST-07823,Retirement Account,Closed,2025-11-10
PROD-16384,CUST-07823,Personal Loan,Churned,2023-03-21
PROD-16385,CUST-07823,Credit Card,Active,2025-10-21
PROD-16386,CUST-07824,Savings Account,Active,2021-05-15
PROD-16387,CUST-07824,Investment Account,Active,2025-01-25
PROD-16388,CUST-07825,Savings Account,Active,2024-02-20
PROD-16389,CUST-07825,Investment Account,Closed,2024-09-22
PROD-16390,CUST-07826,Savings Account,Active,2018-01-22
PROD-16391,CUST-07826,Auto Loan,Closed,2023-02-28
PROD-16392,CUST-07827,Savings Account,Active,2021-07-01
PROD-16393,CUST-07827,Investment Account,Closed,2025-03-17
PROD-16394,CUST-07828,Savings Account,Active,2021-01-02
PROD-16395,CUST-07828,Investment Account,Closed,2023-12-27
PROD-16396,CUST-07829,Savings Account,Active,2020-12-18
PROD-16397,CUST-07829,Retirement Account,Active,2022-03-12
PROD-16398,CUST-07829,Mortgage,Active,2025-03-30
PROD-16399,CUST-07830,Savings Account,Active,2019-08-12
PROD-16400,CUST-07831,Savings Account,Active,2019-08-06
PROD-16401,CUST-07831,Auto Loan,Pending,2021-03-18
PROD-16402,CUST-07831,Mortgage,Closed,2023-08-04
PROD-16403,CUST-07831,Credit Card,Active,2022-07-19
PROD-16404,CUST-07832,Savings Account,Active,2023-03-28
PROD-16405,CUST-07833,Savings Account,Active,2018-02-01
PROD-16406,CUST-07833,Mortgage,Active,2020-01-25
PROD-16407,CUST-07833,Personal Loan,Active,2019-01-10
PROD-16408,CUST-07833,Retirement Account,Active,2025-09-19
PROD-16409,CUST-07834,Savings Account,Active,2024-07-31
PROD-16410,CUST-07834,Retirement Account,Churned,2025-07-09
PROD-16411,CUST-07835,Savings Account,Active,2024-05-31
PROD-16412,CUST-07835,Credit Card,Active,2024-08-09
PROD-16413,CUST-07835,Mortgage,Active,2025-11-20
PROD-16414,CUST-07836,Savings Account,Active,2020-03-31
PROD-16415,CUST-07836,Investment Account,Active,2024-01-17
PROD-16416,CUST-07837,Savings Account,Active,2021-04-08
PROD-16417,CUST-07837,Credit Card,Active,2024-07-18
PROD-16418,CUST-07838,Savings Account,Active,2024-11-11
PROD-16419,CUST-07839,Savings Account,Active,2022-05-31
PROD-16420,CUST-07839,Retirement Account,Active,2022-11-03
PROD-16421,CUST-07840,Savings Account,Active,2023-12-08
PROD-16422,CUST-07841,Savings Account,Active,2020-05-31
PROD-16423,CUST-07841,Mortgage,Pending,2024-04-17
PROD-16424,CUST-07842,Savings Account,Active,2024-12-06
PROD-16425,CUST-07842,Investment Account,Active,2025-07-21
PROD-16426,CUST-07843,Savings Account,Active,2022-04-12
PROD-16427,CUST-07843,Personal Loan,Closed,2022-10-01
PROD-16428,CUST-07844,Savings Account,Active,2024-11-27
PROD-16429,CUST-07845,Savings Account,Active,2019-11-01
PROD-16430,CUST-07846,Savings Account,Active,2018-09-14
PROD-16431,CUST-07846,Mortgage,Active,2021-11-20
PROD-16432,CUST-07847,Savings Account,Active,2018-03-01
PROD-16433,CUST-07847,Retirement Account,Active,2019-03-14
PROD-16434,CUST-07847,Auto Loan,Active,2018-11-07
PROD-16435,CUST-07847,Credit Card,Active,2024-10-24
PROD-16436,CUST-07848,Savings Account,Active,2018-01-08
PROD-16437,CUST-07848,Auto Loan,Active,2018-06-24
PROD-16438,CUST-07849,Savings Account,Active,2021-11-12
PROD-16439,CUST-07850,Savings Account,Active,2021-01-23
PROD-16440,CUST-07850,Personal Loan,Active,2025-03-16
PROD-16441,CUST-07851,Savings Account,Active,2020-10-14
PROD-16442,CUST-07851,Personal Loan,Active,2023-11-08
PROD-16443,CUST-07852,Savings Account,Active,2020-08-14
PROD-16444,CUST-07852,Retirement Account,Active,2022-02-27
PROD-16445,CUST-07853,Savings Account,Active,2022-01-04
PROD-16446,CUST-07853,Personal Loan,Active,2022-08-15
PROD-16447,CUST-07853,Retirement Account,Pending,2022-11-11
PROD-16448,CUST-07853,Mortgage,Active,2023-06-30
PROD-16449,CUST-07854,Savings Account,Active,2018-11-28
PROD-16450,CUST-07854,Personal Loan,Active,2022-04-19
PROD-16451,CUST-07854,Auto Loan,Churned,2022-02-28
PROD-16452,CUST-07855,Savings Account,Active,2023-05-11
PROD-16453,CUST-07855,Credit Card,Active,2024-05-27
PROD-16454,CUST-07855,Retirement Account,Active,2025-09-12
PROD-16455,CUST-07855,Auto Loan,Churned,2024-10-17
PROD-16456,CUST-07856,Savings Account,Active,2023-03-20
PROD-16457,CUST-07856,Investment Account,Active,2023-04-10
PROD-16458,CUST-07857,Savings Account,Active,2024-03-23
PROD-16459,CUST-07857,Investment Account,Active,2025-06-29
PROD-16460,CUST-07858,Savings Account,Active,2019-08-21
PROD-16461,CUST-07858,Retirement Account,Active,2020-02-07
PROD-16462,CUST-07859,Savings Account,Active,2020-06-04
PROD-16463,CUST-07859,Credit Card,Active,2021-05-02
PROD-16464,CUST-07859,Retirement Account,Closed,2021-10-16
PROD-16465,CUST-07860,Savings Account,Active,2024-10-15
PROD-16466,CUST-07861,Savings Account,Active,2021-11-20
PROD-16467,CUST-07861,Auto Loan,Active,2024-08-22
PROD-16468,CUST-07861,Personal Loan,Active,2022-10-31
PROD-16469,CUST-07862,Savings Account,Active,2024-06-02
PROD-16470,CUST-07862,Personal Loan,Active,2025-09-24
PROD-16471,CUST-07862,Auto Loan,Active,2025-05-20
PROD-16472,CUST-07863,Savings Account,Active,2020-08-30
PROD-16473,CUST-07864,Savings Account,Active,2024-03-15
PROD-16474,CUST-07864,Retirement Account,Active,2024-04-12
PROD-16475,CUST-07865,Savings Account,Active,2019-02-22
PROD-16476,CUST-07865,Investment Account,Active,2024-01-27
PROD-16477,CUST-07865,Mortgage,Pending,2024-05-24
PROD-16478,CUST-07866,Savings Account,Active,2021-05-13
PROD-16479,CUST-07866,Auto Loan,Active,2022-01-30
PROD-16480,CUST-07866,Mortgage,Active,2022-05-08
PROD-16481,CUST-07867,Savings Account,Active,2020-08-01
PROD-16482,CUST-07867,Credit Card,Active,2023-08-11
PROD-16483,CUST-07867,Investment Account,Active,2024-10-28
PROD-16484,CUST-07867,Mortgage,Active,2022-01-19
PROD-16485,CUST-07868,Savings Account,Active,2024-06-28
PROD-16486,CUST-07868,Mortgage,Active,2024-11-25
PROD-16487,CUST-07869,Savings Account,Active,2018-02-28
PROD-16488,CUST-07870,Savings Account,Active,2019-09-04
PROD-16489,CUST-07870,Credit Card,Active,2021-03-14
PROD-16490,CUST-07870,Auto Loan,Active,2022-05-30
PROD-16491,CUST-07871,Savings Account,Active,2021-08-10
PROD-16492,CUST-07872,Savings Account,Active,2022-02-28
PROD-16493,CUST-07873,Savings Account,Active,2023-10-05
PROD-16494,CUST-07873,Investment Account,Pending,2025-06-05
PROD-16495,CUST-07873,Auto Loan,Active,2024-04-12
PROD-16496,CUST-07874,Savings Account,Active,2022-02-15
PROD-16497,CUST-07874,Personal Loan,Pending,2025-12-08
PROD-16498,CUST-07874,Investment Account,Active,2024-09-01
PROD-16499,CUST-07875,Savings Account,Active,2020-01-16
PROD-16500,CUST-07876,Savings Account,Active,2023-08-03
PROD-16501,CUST-07876,Mortgage,Closed,2025-07-22
PROD-16502,CUST-07877,Savings Account,Active,2019-09-05
PROD-16503,CUST-07877,Retirement Account,Active,2025-07-02
PROD-16504,CUST-07878,Savings Account,Active,2018-09-05
PROD-16505,CUST-07878,Retirement Account,Active,2020-04-03
PROD-16506,CUST-07878,Personal Loan,Closed,2023-12-24
PROD-16507,CUST-07879,Savings Account,Active,2022-07-02
PROD-16508,CUST-07880,Savings Account,Active,2020-04-18
PROD-16509,CUST-07880,Credit Card,Active,2023-10-06
PROD-16510,CUST-07881,Savings Account,Active,2021-12-09
PROD-16511,CUST-07881,Credit Card,Closed,2022-01-27
PROD-16512,CUST-07881,Mortgage,Active,2023-03-14
PROD-16513,CUST-07882,Savings Account,Active,2019-10-12
PROD-16514,CUST-07883,Savings Account,Active,2021-10-12
PROD-16515,CUST-07883,Retirement Account,Active,2024-06-07
PROD-16516,CUST-07883,Mortgage,Closed,2024-09-19
PROD-16517,CUST-07883,Auto Loan,Active,2024-12-22
PROD-16518,CUST-07884,Savings Account,Active,2022-02-15
PROD-16519,CUST-07884,Credit Card,Active,2024-06-10
PROD-16520,CUST-07885,Savings Account,Active,2020-07-09
PROD-16521,CUST-07886,Savings Account,Active,2023-05-24
PROD-16522,CUST-07886,Auto Loan,Active,2024-05-16
PROD-16523,CUST-07887,Savings Account,Active,2022-04-22
PROD-16524,CUST-07887,Credit Card,Active,2023-09-24
PROD-16525,CUST-07888,Savings Account,Active,2022-02-25
PROD-16526,CUST-07888,Mortgage,Active,2024-08-19
PROD-16527,CUST-07888,Personal Loan,Active,2025-04-23
PROD-16528,CUST-07889,Savings Account,Active,2019-07-20
PROD-16529,CUST-07889,Retirement Account,Active,2025-11-12
PROD-16530,CUST-07890,Savings Account,Active,2020-09-15
PROD-16531,CUST-07890,Auto Loan,Closed,2024-02-20
PROD-16532,CUST-07890,Credit Card,Active,2025-11-08
PROD-16533,CUST-07890,Investment Account,Active,2021-01-06
PROD-16534,CUST-07891,Savings Account,Active,2020-05-16
PROD-16535,CUST-07891,Investment Account,Closed,2024-05-03
PROD-16536,CUST-07892,Savings Account,Active,2020-04-26
PROD-16537,CUST-07893,Savings Account,Active,2024-01-29
PROD-16538,CUST-07893,Credit Card,Active,2024-12-12
PROD-16539,CUST-07894,Savings Account,Active,2022-05-20
PROD-16540,CUST-07894,Auto Loan,Active,2023-09-24
PROD-16541,CUST-07895,Savings Account,Active,2022-10-19
PROD-16542,CUST-07896,Savings Account,Active,2021-07-13
PROD-16543,CUST-07896,Retirement Account,Active,2025-02-23
PROD-16544,CUST-07897,Savings Account,Active,2019-01-11
PROD-16545,CUST-07897,Investment Account,Active,2023-01-15
PROD-16546,CUST-07898,Savings Account,Active,2023-11-22
PROD-16547,CUST-07899,Savings Account,Active,2024-02-15
PROD-16548,CUST-07899,Retirement Account,Active,2025-07-20
PROD-16549,CUST-07900,Savings Account,Active,2018-12-04
PROD-16550,CUST-07901,Savings Account,Active,2024-05-23
PROD-16551,CUST-07901,Auto Loan,Active,2025-12-13
PROD-16552,CUST-07902,Savings Account,Active,2021-08-04
PROD-16553,CUST-07902,Investment Account,Active,2021-08-06
PROD-16554,CUST-07903,Savings Account,Active,2021-03-18
PROD-16555,CUST-07903,Personal Loan,Active,2023-02-11
PROD-16556,CUST-07904,Savings Account,Active,2022-03-25
PROD-16557,CUST-07904,Personal Loan,Closed,2025-03-25
PROD-16558,CUST-07905,Savings Account,Active,2021-01-15
PROD-16559,CUST-07905,Investment Account,Closed,2025-07-31
PROD-16560,CUST-07906,Savings Account,Active,2021-10-30
PROD-16561,CUST-07906,Mortgage,Active,2023-06-14
PROD-16562,CUST-07906,Personal Loan,Active,2024-07-06
PROD-16563,CUST-07907,Savings Account,Active,2020-02-23
PROD-16564,CUST-07907,Retirement Account,Churned,2025-06-30
PROD-16565,CUST-07907,Mortgage,Active,2025-07-17
PROD-16566,CUST-07908,Savings Account,Active,2021-07-18
PROD-16567,CUST-07908,Auto Loan,Active,2025-08-15
PROD-16568,CUST-07908,Retirement Account,Closed,2022-07-11
PROD-16569,CUST-07908,Mortgage,Closed,2025-11-03
PROD-16570,CUST-07909,Savings Account,Active,2024-06-13
PROD-16571,CUST-07909,Credit Card,Active,2024-10-19
PROD-16572,CUST-07910,Savings Account,Active,2018-08-27
PROD-16573,CUST-07910,Credit Card,Active,2024-03-31
PROD-16574,CUST-07911,Savings Account,Active,2021-10-16
PROD-16575,CUST-07911,Personal Loan,Active,2022-08-09
PROD-16576,CUST-07912,Savings Account,Active,2023-09-17
PROD-16577,CUST-07912,Investment Account,Active,2024-01-16
PROD-16578,CUST-07913,Savings Account,Active,2024-03-05
PROD-16579,CUST-07914,Savings Account,Active,2020-07-27
PROD-16580,CUST-07915,Savings Account,Active,2022-01-05
PROD-16581,CUST-07916,Savings Account,Active,2021-08-07
PROD-16582,CUST-07916,Investment Account,Active,2022-08-08
PROD-16583,CUST-07917,Savings Account,Active,2019-10-28
PROD-16584,CUST-07918,Savings Account,Active,2024-03-25
PROD-16585,CUST-07919,Savings Account,Active,2024-11-03
PROD-16586,CUST-07919,Mortgage,Active,2025-09-09
PROD-16587,CUST-07920,Savings Account,Active,2020-03-04
PROD-16588,CUST-07920,Mortgage,Active,2021-09-16
PROD-16589,CUST-07921,Savings Account,Active,2024-08-12
PROD-16590,CUST-07921,Credit Card,Active,2025-12-16
PROD-16591,CUST-07922,Savings Account,Active,2021-07-10
PROD-16592,CUST-07922,Personal Loan,Active,2024-06-19
PROD-16593,CUST-07923,Savings Account,Active,2022-06-29
PROD-16594,CUST-07924,Savings Account,Active,2024-02-09
PROD-16595,CUST-07924,Investment Account,Closed,2024-05-11
PROD-16596,CUST-07925,Savings Account,Active,2023-04-23
PROD-16597,CUST-07925,Retirement Account,Active,2025-12-28
PROD-16598,CUST-07926,Savings Account,Active,2023-12-29
PROD-16599,CUST-07926,Credit Card,Active,2024-04-13
PROD-16600,CUST-07926,Retirement Account,Closed,2025-09-08
PROD-16601,CUST-07927,Savings Account,Active,2023-06-30
PROD-16602,CUST-07928,Savings Account,Active,2022-05-20
PROD-16603,CUST-07928,Mortgage,Active,2025-07-05
PROD-16604,CUST-07929,Savings Account,Active,2021-11-14
PROD-16605,CUST-07929,Personal Loan,Churned,2022-04-14
PROD-16606,CUST-07929,Credit Card,Churned,2025-01-12
PROD-16607,CUST-07930,Savings Account,Active,2020-09-14
PROD-16608,CUST-07930,Credit Card,Churned,2022-09-13
PROD-16609,CUST-07930,Retirement Account,Active,2024-07-26
PROD-16610,CUST-07930,Auto Loan,Active,2024-02-16
PROD-16611,CUST-07931,Savings Account,Active,2021-10-03
PROD-16612,CUST-07931,Personal Loan,Active,2022-06-20
PROD-16613,CUST-07932,Savings Account,Active,2021-01-08
PROD-16614,CUST-07932,Retirement Account,Active,2023-09-19
PROD-16615,CUST-07933,Savings Account,Active,2020-05-13
PROD-16616,CUST-07933,Personal Loan,Active,2024-09-14
PROD-16617,CUST-07934,Savings Account,Active,2018-01-23
PROD-16618,CUST-07934,Retirement Account,Active,2024-02-10
PROD-16619,CUST-07934,Mortgage,Active,2018-06-06
PROD-16620,CUST-07934,Investment Account,Active,2023-11-15
PROD-16621,CUST-07935,Savings Account,Active,2024-06-23
PROD-16622,CUST-07935,Mortgage,Active,2024-11-30
PROD-16623,CUST-07936,Savings Account,Active,2023-02-25
PROD-16624,CUST-07936,Retirement Account,Active,2023-11-13
PROD-16625,CUST-07937,Savings Account,Active,2022-02-27
PROD-16626,CUST-07938,Savings Account,Active,2020-01-01
PROD-16627,CUST-07938,Retirement Account,Active,2024-07-03
PROD-16628,CUST-07938,Investment Account,Active,2024-02-11
PROD-16629,CUST-07939,Savings Account,Active,2020-03-19
PROD-16630,CUST-07939,Personal Loan,Active,2025-04-21
PROD-16631,CUST-07940,Savings Account,Active,2021-09-18
PROD-16632,CUST-07941,Savings Account,Active,2021-05-21
PROD-16633,CUST-07941,Credit Card,Pending,2022-03-01
PROD-16634,CUST-07942,Savings Account,Active,2020-07-12
PROD-16635,CUST-07943,Savings Account,Active,2023-04-08
PROD-16636,CUST-07943,Investment Account,Active,2024-05-26
PROD-16637,CUST-07944,Savings Account,Active,2021-05-08
